time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
14.6667,59.44,939.4,46.3,0.8730,19.064,16.643
14.8333,62.18,944.7,47.0,0.8669,19.158,16.609
15.0000,64.81,938.1,45.8,0.8577,19.246,16.508
15.1667,62.78,936.5,46.0,0.8640,19.051,16.460
15.3333,60.30,940.6,45.8,0.8665,19.228,16.661
15.5000,57.87,941.5,47.8,0.8715,19.051,16.603
15.6667,55.41,938.8,46.8,0.8776,18.875,16.564
15.8333,53.48,938.8,47.1,0.8812,19.200,16.918
16.0000,51.71,928.5,48.0,0.8842,18.791,16.615
16.1667,48.61,937.2,46.9,0.8926,19.018,16.975
16.3333,46.35,934.4,47.5,0.8975,18.756,16.834
16.5000,44.51,929.5,47.6,0.8983,19.012,17.079
16.6667,41.42,934.2,48.2,0.9056,19.018,17.223
16.8333,39.10,938.0,46.6,0.9075,19.049,17.286
17.0000,37.25,935.8,47.4,0.9097,19.022,17.305
17.1667,34.25,935.0,48.1,0.9185,18.977,17.431
17.3333,32.71,929.5,47.7,0.9164,18.828,17.254
17.5000,29.94,936.4,47.6,0.9256,18.945,17.535
17.6667,28.01,929.8,47.8,0.9289,18.925,17.579
17.8333,25.27,923.2,47.2,0.9333,18.573,17.334
18.0000,22.58,930.5,48.3,0.9400,19.008,17.868
18.1667,25.25,926.2,48.9,0.9344,18.789,17.557
18.3333,28.06,927.4,47.7,0.9263,18.665,17.290
18.5000,30.29,925.8,47.7,0.9249,18.819,17.406
18.6667,32.52,929.8,48.0,0.9191,18.906,17.377
18.8333,34.79,929.3,48.3,0.9162,18.734,17.163
19.0000,37.06,927.2,48.9,0.9091,18.882,17.165
19.1667,39.40,926.8,46.9,0.9046,18.917,17.113
19.3333,41.51,926.4,47.7,0.9017,18.931,17.070
19.5000,44.10,923.3,47.6,0.8981,18.537,16.648
19.6667,46.80,929.6,47.0,0.8941,18.694,16.714
19.8333,48.27,922.3,47.5,0.8886,18.776,16.685
20.0000,51.31,919.3,47.1,0.8811,18.746,16.517
20.1667,53.11,916.5,46.9,0.8785,18.731,16.455
20.3333,55.95,923.1,48.9,0.8734,18.711,16.343
20.5000,57.84,915.1,45.5,0.8685,18.722,16.259
20.6667,60.11,921.6,46.0,0.8641,18.808,16.252
20.8333,62.49,921.8,45.6,0.8620,18.717,16.134
21.0000,65.36,918.3,45.7,0.8536,18.717,15.977
21.1667,62.86,917.2,45.9,0.8583,18.572,15.940
21.3333,60.44,917.4,45.2,0.8648,18.633,16.115
21.5000,57.75,917.3,45.6,0.8643,18.636,16.107
21.6667,56.02,920.0,45.5,0.8738,18.430,16.104
21.8333,53.16,912.6,44.5,0.8754,18.538,16.228
22.0000,50.91,914.9,46.3,0.8808,18.526,16.317
22.1667,48.16,919.3,44.9,0.8888,18.559,16.495
22.3333,46.95,911.7,45.6,0.8917,18.430,16.434
22.5000,43.88,911.6,43.5,0.8952,18.293,16.376
22.6667,42.06,907.7,43.0,0.9013,18.215,16.416
22.8333,39.34,914.8,42.6,0.9047,18.422,16.667
23.0000,36.94,913.5,43.6,0.9078,18.475,16.771
23.1667,34.21,910.1,43.4,0.9152,18.212,16.669
23.3333,32.17,909.6,43.5,0.9156,18.424,16.870
23.5000,29.27,903.7,43.1,0.9247,18.338,16.958
23.6667,27.83,905.3,40.9,0.9248,18.306,16.928
23.8333,25.25,907.5,41.7,0.9289,18.470,17.156
24.0000,22.94,910.5,43.2,0.9328,18.433,17.194
24.1667,25.36,902.4,40.5,0.9275,18.288,16.962
24.3333,27.21,896.7,41.0,0.9255,17.970,16.632
24.5000,30.23,895.6,41.2,0.9171,18.215,16.706
24.6667,32.13,901.8,41.7,0.9160,18.225,16.693
24.8333,34.84,902.3,41.5,0.9102,18.221,16.585
25.0000,37.12,902.8,42.2,0.9080,18.192,16.518
25.1667,39.55,907.8,40.9,0.9021,18.496,16.686
25.3333,42.24,896.1,40.2,0.8981,18.221,16.364
25.5000,44.02,898.5,39.9,0.8937,18.257,16.316
25.6667,46.40,897.9,40.5,0.8867,18.194,16.132
25.8333,48.63,897.0,38.8,0.8873,17.992,15.965
26.0000,50.85,896.7,40.0,0.8789,18.126,15.930
26.1667,53.34,894.4,39.4,0.8784,17.936,15.754
26.3333,55.26,895.7,37.4,0.8732,18.149,15.848
26.5000,58.44,894.5,38.9,0.8685,18.034,15.664
26.6667,60.05,892.3,38.3,0.8651,18.054,15.619
26.8333,62.46,895.2,38.8,0.8577,17.992,15.431
27.0000,65.16,889.2,38.1,0.8525,17.913,15.271
27.1667,62.68,890.1,38.6,0.8609,18.002,15.499
27.3333,60.66,890.3,37.7,0.8627,17.883,15.427
27.5000,58.45,888.7,37.4,0.8659,17.946,15.540
27.6667,55.29,891.9,38.1,0.8720,17.962,15.662
27.8333,53.26,889.7,37.6,0.8749,18.009,15.755
28.0000,51.28,884.5,37.2,0.8810,17.680,15.576
28.1667,48.14,886.5,37.0,0.8859,17.723,15.701
28.3333,46.42,885.3,36.0,0.8881,18.032,16.015
28.5000,43.99,880.3,37.7,0.8922,17.839,15.917
28.6667,41.58,885.5,36.8,0.8960,17.993,16.122
28.8333,39.09,878.7,37.4,0.9025,17.521,15.814
29.0000,37.08,879.1,35.8,0.9048,17.964,16.254
29.1667,34.54,881.0,37.5,0.9119,17.659,16.103
29.3333,31.95,882.9,36.6,0.9161,17.758,16.267
29.5000,29.89,876.7,36.1,0.9199,17.604,16.195
29.6667,27.37,874.4,36.6,0.9230,17.726,16.361
29.8333,25.58,880.0,35.3,0.9269,17.818,16.515
30.0000,22.62,872.7,37.3,0.9332,17.462,16.295
30.1667,25.36,875.8,36.7,0.9272,17.632,16.347
30.3333,27.99,879.0,36.5,0.9235,17.607,16.261
30.5000,30.06,880.3,35.4,0.9222,17.692,16.316
30.6667,32.39,874.4,36.6,0.9154,17.808,16.301
30.8333,34.85,872.0,35.5,0.9100,17.657,16.068
31.0000,36.76,871.7,35.7,0.9073,17.576,15.947
31.1667,39.06,873.4,35.8,0.9019,17.492,15.776
31.3333,41.86,870.5,35.5,0.8970,17.464,15.665
31.5000,44.10,868.0,36.9,0.8935,17.502,15.638
31.6667,46.32,872.5,35.1,0.8915,17.568,15.662
31.8333,48.45,868.1,36.8,0.8838,17.524,15.488
32.0000,51.85,869.4,37.1,0.8793,17.486,15.375
32.1667,53.29,873.5,36.4,0.8763,17.612,15.433
32.3333,55.58,873.2,37.3,0.8683,17.593,15.275
32.5000,58.27,866.7,36.5,0.8674,17.625,15.288
32.6667,60.06,867.1,37.3,0.8611,17.549,15.112
32.8333,62.48,862.3,36.9,0.8600,17.225,14.813
33.0000,65.15,866.8,36.6,0.8494,17.497,14.862
33.1667,62.60,865.5,39.2,0.8553,17.373,14.859
33.3333,60.59,858.7,37.5,0.8623,17.193,14.827
33.5000,58.03,867.6,37.9,0.8632,17.444,15.058
33.6667,55.37,864.6,37.8,0.8710,17.235,15.012
33.8333,53.73,864.4,39.0,0.8739,17.349,15.161
34.0000,50.74,858.9,38.7,0.8777,17.357,15.234
34.1667,48.87,861.5,38.0,0.8807,17.359,15.288
34.3333,46.56,866.1,39.4,0.8853,17.442,15.441
34.5000,44.03,867.2,39.3,0.8888,17.528,15.579
34.6667,41.83,868.0,38.9,0.8938,17.575,15.708
34.8333,39.10,864.0,39.6,0.9061,17.335,15.707
35.0000,36.76,863.3,39.1,0.9025,17.311,15.622
35.1667,35.21,861.4,39.0,0.9060,17.378,15.745
35.3333,32.49,858.0,39.4,0.9135,17.243,15.752
35.5000,30.27,858.6,38.5,0.9148,17.150,15.690
35.6667,27.76,856.1,38.7,0.9204,17.299,15.922
35.8333,25.50,858.0,39.9,0.9248,17.294,15.993
36.0000,23.01,860.6,40.0,0.9289,17.389,16.153
36.1667,25.67,860.8,39.3,0.9239,17.348,16.029
36.3333,27.79,855.0,40.9,0.9214,17.083,15.739
36.5000,30.27,861.0,41.6,0.9181,17.313,15.896
36.6667,32.64,862.1,39.3,0.9141,17.394,15.899
36.8333,34.68,859.7,41.0,0.9080,17.247,15.661
37.0000,36.91,850.1,41.8,0.9010,17.203,15.500
37.1667,39.23,860.7,40.7,0.9000,17.342,15.607
37.3333,41.51,859.4,42.2,0.8944,17.361,15.528
37.5000,44.15,861.2,41.4,0.8908,17.396,15.496
37.6667,46.00,858.1,41.6,0.8863,17.257,15.294
37.8333,48.99,861.5,42.7,0.8816,17.183,15.148
38.0000,50.33,861.5,42.1,0.8799,17.245,15.174
38.1667,53.13,862.3,42.0,0.8743,17.234,15.068
38.3333,55.70,856.5,41.5,0.8690,17.215,14.959
38.5000,58.17,862.0,42.2,0.8607,17.150,14.761
38.6667,60.74,862.1,42.4,0.8608,17.376,14.957
38.8333,62.81,860.2,42.7,0.8560,17.247,14.763
39.0000,64.86,864.1,43.1,0.8543,17.368,14.837
39.1667,62.34,859.0,42.4,0.8556,17.099,14.630
39.3333,60.02,859.3,41.5,0.8583,17.123,14.697
39.5000,57.95,858.0,43.0,0.8621,17.218,14.844
39.6667,55.55,860.9,43.2,0.8668,17.268,14.968
39.8333,53.89,863.7,43.6,0.8720,17.307,15.091
40.0000,50.39,866.2,43.5,0.8775,17.241,15.129
40.1667,48.40,861.7,43.9,0.8807,17.238,15.182
40.3333,45.99,867.7,41.9,0.8857,17.234,15.264
40.5000,44.14,859.6,44.0,0.8888,17.135,15.231
40.6667,41.82,866.4,42.5,0.8908,17.544,15.628
40.8333,39.74,864.7,43.5,0.8958,17.361,15.551
41.0000,36.82,865.2,42.2,0.9027,17.317,15.631
41.1667,34.62,864.4,44.1,0.9039,17.395,15.724
41.3333,32.27,863.6,43.7,0.9105,17.369,15.814
41.5000,30.66,864.1,44.0,0.9154,17.245,15.786
41.6667,27.86,867.2,41.1,0.9178,17.380,15.951
41.8333,25.42,859.5,42.9,0.9249,17.235,15.941
42.0000,23.10,867.6,41.8,0.9290,17.381,16.147
42.1667,25.56,864.4,42.9,0.9252,17.222,15.934
42.3333,27.56,870.4,44.8,0.9207,17.394,16.015
42.5000,30.29,869.5,42.6,0.9169,17.217,15.787
42.6667,32.39,872.9,42.0,0.9113,17.423,15.876
42.8333,34.53,868.9,43.8,0.9044,17.500,15.827
43.0000,37.38,866.4,41.9,0.9015,17.265,15.565
43.1667,38.95,870.3,42.5,0.9003,17.396,15.661
43.3333,41.53,865.6,41.4,0.8929,17.130,15.295
43.5000,44.04,873.7,42.0,0.8905,17.438,15.528
43.6667,46.59,868.9,42.3,0.8889,17.252,15.335
43.8333,48.03,872.4,42.1,0.8804,17.511,15.417
44.0000,50.77,872.6,42.3,0.8756,17.472,15.298
44.1667,53.24,871.1,42.7,0.8702,17.283,15.039
44.3333,55.03,873.1,42.2,0.8708,17.530,15.265
44.5000,57.62,876.6,42.9,0.8627,17.682,15.255
44.6667,60.64,873.4,40.7,0.8557,17.616,15.073
44.8333,62.49,880.2,41.0,0.8532,17.646,15.056
45.0000,64.81,881.0,40.9,0.8514,17.691,15.061
45.1667,63.00,879.5,41.6,0.8575,17.469,14.980
45.3333,60.48,876.1,41.1,0.8592,17.440,14.985
45.5000,57.93,877.6,40.3,0.8632,17.360,14.985
45.6667,55.71,875.0,40.5,0.8627,17.691,15.263
45.8333,53.29,881.3,39.5,0.8697,17.557,15.268
46.0000,51.12,877.3,40.4,0.8723,17.664,15.407
46.1667,48.49,881.7,38.7,0.8805,17.586,15.484
46.3333,46.65,885.4,39.4,0.8848,17.562,15.539
46.5000,44.55,878.6,40.4,0.8878,17.435,15.479
46.6667,42.08,879.4,38.5,0.8903,17.502,15.582
46.8333,39.47,883.0,39.7,0.8947,17.707,15.842
47.0000,36.85,885.4,38.9,0.9036,17.585,15.890
47.1667,35.06,886.1,37.6,0.9051,17.481,15.821
47.3333,31.83,887.0,38.6,0.9114,17.652,16.087
47.5000,29.88,888.3,36.7,0.9131,17.498,15.978
47.6667,28.16,894.0,38.3,0.9175,17.806,16.336
47.8333,25.90,891.0,36.8,0.9213,17.918,16.507
48.0000,23.40,888.3,36.9,0.9296,17.597,16.357
48.1667,25.25,890.1,38.4,0.9220,17.769,16.383
48.3333,27.18,890.2,37.4,0.9206,17.666,16.264
48.5000,30.31,891.6,36.4,0.9171,17.574,16.117
48.6667,31.95,890.5,37.2,0.9104,17.651,16.069
48.8333,34.75,894.5,37.6,0.9047,17.731,16.041
49.0000,36.80,897.5,36.9,0.9028,17.774,16.046
49.1667,39.33,890.9,35.7,0.8981,17.783,15.971
49.3333,41.21,895.3,35.0,0.8935,17.927,16.019
49.5000,43.83,904.2,36.8,0.8920,18.126,16.169
49.6667,46.00,901.4,35.3,0.8845,17.985,15.908
49.8333,48.37,904.0,35.2,0.8808,17.973,15.830
50.0000,50.65,897.3,35.5,0.8743,17.808,15.570
50.1667,53.55,903.6,36.0,0.8712,17.920,15.612
50.3333,55.12,901.6,34.5,0.8688,17.896,15.549
50.5000,57.75,905.9,31.8,0.8624,17.893,15.431
50.6667,60.66,904.6,33.8,0.8562,17.954,15.373
50.8333,62.69,905.4,33.9,0.8511,18.105,15.409
51.0000,64.30,903.3,33.1,0.8499,18.052,15.343
51.1667,62.98,909.6,33.2,0.8562,18.067,15.469
51.3333,60.09,905.2,33.1,0.8563,17.869,15.300
51.5000,57.56,905.4,33.2,0.8617,17.980,15.493
51.6667,55.99,911.2,32.8,0.8656,17.972,15.557
51.8333,52.90,908.1,32.9,0.8719,18.074,15.759
52.0000,51.47,906.0,33.2,0.8759,17.894,15.674
52.1667,48.64,909.5,31.8,0.8765,18.049,15.820
52.3333,46.12,914.0,31.1,0.8840,18.147,16.042
52.5000,43.99,910.4,32.4,0.8874,18.042,16.010
52.6667,41.56,908.6,33.6,0.8934,17.865,15.961
52.8333,39.45,912.5,33.2,0.8972,18.161,16.294
53.0000,36.68,911.5,32.1,0.9003,18.178,16.366
53.1667,34.69,913.3,31.8,0.9055,18.039,16.334
53.3333,32.69,915.2,31.7,0.9077,18.110,16.438
53.5000,30.10,922.0,32.3,0.9170,18.351,16.829
53.6667,27.41,913.5,31.1,0.9227,17.907,16.524
53.8333,25.37,914.5,31.2,0.9208,18.234,16.791
54.0000,23.10,916.5,30.8,0.9278,18.380,17.053
54.1667,25.33,917.9,32.7,0.9238,18.106,16.726
54.3333,27.32,916.0,32.2,0.9166,18.142,16.629
54.5000,29.71,919.8,31.2,0.9150,18.153,16.610
54.6667,32.62,923.8,32.2,0.9067,18.403,16.686
54.8333,34.99,927.5,32.7,0.9070,18.392,16.682
55.0000,36.87,920.7,33.0,0.9028,18.207,16.437
55.1667,40.14,926.0,32.6,0.8961,18.335,16.430
55.3333,41.83,920.0,32.7,0.8917,18.298,16.316
55.5000,44.00,923.7,33.1,0.8877,18.337,16.277
55.6667,45.94,927.9,33.0,0.8861,18.303,16.219
55.8333,48.52,926.3,34.2,0.8763,18.333,16.066
56.0000,50.73,930.5,32.3,0.8784,18.402,16.165
56.1667,53.51,931.7,34.3,0.8667,18.529,16.059
56.3333,56.10,921.8,32.6,0.8665,18.151,15.728
56.5000,57.86,934.5,35.2,0.8584,18.547,15.920
56.6667,60.55,929.6,33.7,0.8555,18.325,15.678
56.8333,63.41,926.5,33.7,0.8510,18.417,15.674
57.0000,65.48,929.8,33.5,0.8475,18.289,15.501
57.1667,62.49,926.7,33.5,0.8544,18.311,15.645
57.3333,60.21,934.5,33.8,0.8576,18.497,15.863
57.5000,57.58,930.5,34.6,0.8619,18.318,15.789
57.6667,55.37,930.9,33.9,0.8629,18.428,15.902
57.8333,53.12,928.9,33.1,0.8738,18.192,15.896
58.0000,50.42,934.7,34.2,0.8739,18.489,16.158
58.1667,49.21,933.0,35.3,0.8768,18.459,16.184
58.3333,46.42,936.2,36.4,0.8809,18.553,16.343
58.5000,44.45,932.5,36.3,0.8874,18.321,16.257
58.6667,41.79,931.0,36.9,0.8914,18.398,16.401
58.8333,39.17,933.6,35.4,0.8962,18.466,16.549
59.0000,37.27,936.7,36.5,0.9006,18.614,16.764
59.1667,34.59,933.0,38.2,0.9043,18.352,16.596
59.3333,32.11,933.4,35.6,0.9079,18.440,16.741
59.5000,29.95,939.5,36.9,0.9146,18.570,16.983
59.6667,27.85,939.8,37.1,0.9143,18.560,16.969
59.8333,25.84,941.6,37.2,0.9189,18.615,17.106
60.0000,22.69,935.0,38.1,0.9230,18.595,17.164
60.1667,25.59,935.5,38.0,0.9208,18.246,16.800
60.3333,28.21,939.2,37.8,0.9165,18.491,16.947
60.5000,29.80,940.3,39.5,0.9113,18.603,16.953
60.6667,32.38,937.7,39.6,0.9073,18.432,16.723
60.8333,34.72,945.5,38.6,0.9034,18.687,16.882
61.0000,37.10,940.8,39.1,0.8967,18.500,16.589
61.1667,39.77,939.5,39.9,0.8947,18.438,16.498
61.3333,41.26,936.1,40.1,0.8943,18.404,16.458
61.5000,44.14,940.3,41.0,0.8881,18.500,16.429
61.6667,46.79,942.1,40.6,0.8814,18.727,16.507
61.8333,48.33,940.7,41.2,0.8765,18.453,16.175
62.0000,51.05,941.7,39.3,0.8758,18.470,16.176
62.1667,53.30,943.8,40.9,0.8690,18.560,16.129
62.3333,55.71,941.0,41.4,0.8655,18.509,16.020
62.5000,58.43,939.5,43.2,0.8595,18.512,15.911
62.6667,60.36,940.7,41.6,0.8567,18.389,15.753
62.8333,62.53,939.1,43.4,0.8487,18.530,15.727
63.0000,64.30,937.0,42.0,0.8489,18.606,15.795
63.1667,62.90,941.1,41.3,0.8477,18.611,15.777
63.3333,60.04,941.1,43.3,0.8583,18.576,15.944
63.5000,57.92,939.2,41.4,0.8637,18.474,15.956
63.6667,55.73,937.0,42.4,0.8627,18.511,15.969
63.8333,52.86,941.0,43.0,0.8719,18.532,16.158
64.0000,51.16,941.8,42.7,0.8737,18.423,16.096
64.1667,48.66,940.0,42.1,0.8767,18.517,16.234
64.3333,46.18,935.3,44.1,0.8823,18.188,16.047
64.5000,44.02,940.7,42.6,0.8876,18.607,16.517
64.6667,41.81,939.7,43.5,0.8926,18.464,16.481
64.8333,38.96,939.8,42.7,0.8941,18.399,16.451
65.0000,36.48,938.8,44.1,0.9011,18.510,16.679
65.1667,34.48,939.3,42.5,0.9053,18.336,16.599
65.3333,32.05,943.0,44.0,0.9092,18.659,16.964
65.5000,30.33,937.8,43.9,0.9114,18.307,16.684
65.6667,28.13,934.8,42.9,0.9137,18.514,16.917
65.8333,25.73,934.3,42.8,0.9216,18.311,16.875
66.0000,23.03,935.1,42.8,0.9236,18.399,16.993
66.1667,25.39,934.5,43.5,0.9179,18.376,16.867
66.3333,27.66,932.0,43.6,0.9153,18.225,16.682
66.5000,30.22,937.7,44.5,0.9134,18.497,16.895
66.6667,32.25,943.8,45.5,0.9035,18.858,17.037
66.8333,34.33,935.1,43.6,0.9032,18.379,16.600
67.0000,36.80,933.3,44.3,0.8977,18.296,16.423
67.1667,39.68,929.8,44.5,0.8947,18.254,16.331
67.3333,41.66,931.1,43.4,0.8918,18.120,16.158
67.5000,44.02,936.3,45.0,0.8827,18.248,16.107
67.6667,46.40,929.0,42.6,0.8835,18.109,15.999
67.8333,48.42,929.3,42.7,0.8778,18.285,16.052
68.0000,50.82,931.4,44.1,0.8720,18.323,15.977
68.1667,53.07,932.5,43.3,0.8706,18.152,15.804
68.3333,55.47,928.0,44.2,0.8629,18.158,15.669
68.5000,58.03,928.4,44.6,0.8594,18.304,15.731
68.6667,59.82,933.2,43.0,0.8542,18.257,15.595
68.8333,62.86,927.9,43.6,0.8496,18.259,15.513
69.0000,65.27,928.4,43.8,0.8484,18.040,15.305
69.1667,62.87,925.7,42.3,0.8509,18.224,15.507
69.3333,60.40,925.2,44.8,0.8520,18.303,15.594
69.5000,58.24,930.9,42.8,0.8596,18.093,15.552
69.6667,55.74,927.2,44.0,0.8644,18.194,15.727
69.8333,53.20,924.7,42.9,0.8697,18.281,15.898
70.0000,50.95,920.2,41.0,0.8689,18.014,15.651
70.1667,48.34,924.6,42.6,0.8738,18.149,15.858
70.3333,47.02,925.6,42.2,0.8778,18.165,15.946
70.5000,44.33,924.1,43.1,0.8849,18.173,16.081
70.6667,41.68,917.5,42.1,0.8868,17.973,15.938
70.8333,39.71,919.7,41.1,0.8954,17.821,15.957
71.0000,37.44,922.1,41.9,0.8958,18.033,16.155
71.1667,34.51,918.9,41.8,0.8982,18.189,16.337
71.3333,32.35,914.6,41.8,0.9067,17.830,16.166
71.5000,29.86,916.1,38.9,0.9081,17.990,16.337
71.6667,27.43,919.0,40.0,0.9122,18.191,16.594
71.8333,25.20,916.9,40.1,0.9162,17.881,16.384
72.0000,22.23,916.5,41.2,0.9226,17.968,16.578
72.1667,25.23,914.9,40.8,0.9189,17.879,16.428
72.3333,27.29,916.3,39.3,0.9107,18.076,16.462
72.5000,29.97,918.7,41.0,0.9094,17.941,16.316
72.6667,32.81,910.7,40.1,0.9043,17.664,15.973
72.8333,34.52,908.6,39.2,0.9020,17.793,16.050
73.0000,36.52,912.4,39.4,0.8946,17.984,16.088
73.1667,39.25,908.6,39.4,0.8915,17.722,15.800
73.3333,41.14,905.5,39.3,0.8870,17.747,15.742
73.5000,43.66,908.9,39.4,0.8801,17.894,15.749
73.6667,46.76,907.0,39.0,0.8739,17.865,15.612
73.8333,48.40,907.0,39.9,0.8718,17.829,15.544
74.0000,51.19,906.3,38.1,0.8701,17.616,15.328
74.1667,53.37,910.1,38.6,0.8638,17.852,15.421
74.3333,55.69,902.6,38.8,0.8626,17.403,15.012
74.5000,58.13,903.1,38.8,0.8593,17.619,15.140
74.6667,60.44,902.7,37.2,0.8550,17.528,14.986
74.8333,63.02,901.7,38.0,0.8449,17.692,14.948
75.0000,65.03,901.9,38.2,0.8440,17.591,14.847
75.1667,62.66,895.2,36.7,0.8435,17.698,14.928
75.3333,60.82,902.1,37.1,0.8503,17.749,15.093
75.5000,57.81,902.2,36.2,0.8547,17.684,15.114
75.6667,55.59,893.2,35.5,0.8656,17.350,15.018
75.8333,52.89,899.7,37.3,0.8704,17.539,15.266
76.0000,51.23,897.5,36.7,0.8670,17.446,15.126
76.1667,48.74,894.5,36.5,0.8761,17.513,15.344
76.3333,47.18,897.6,37.0,0.8766,17.682,15.501
76.5000,43.91,899.2,36.6,0.8803,17.505,15.409
76.6667,41.41,891.1,36.5,0.8855,17.499,15.495
76.8333,39.46,890.5,36.8,0.8897,17.463,15.537
