time (h),temperature (°C),relative_humidity (%)
37.1667,84.85,42.4
37.3333,85.34,41.2
37.5000,84.81,41.3
37.6667,85.28,42.2
37.8333,84.78,41.7
38.0000,85.20,42.5
38.1667,84.89,43.5
38.3333,85.52,42.5
38.5000,84.41,41.8
38.6667,84.87,43.8
38.8333,85.23,43.2
39.0000,85.07,42.3
39.1667,63.99,42.2
39.3333,43.60,41.7
39.5000,21.93,42.0
39.6667,1.26,44.1
39.8333,-19.37,42.2
40.0000,-39.36,43.3
40.1667,-39.85,43.7
40.3333,-39.62,43.7
40.5000,-40.37,44.1
40.6667,-39.87,45.1
40.8333,-39.93,43.6
41.0000,-40.26,43.5
41.1667,-40.30,42.9
41.3333,-39.85,44.3
41.5000,-39.98,43.1
41.6667,-39.76,43.5
41.8333,-39.99,43.9
42.0000,-40.16,42.8
42.1667,-19.14,43.6
42.3333,2.24,42.8
42.5000,22.80,42.6
42.6667,43.12,44.5
42.8333,63.84,43.4
43.0000,85.16,42.9
43.1667,85.35,41.8
43.3333,85.35,42.5
43.5000,85.28,43.2
43.6667,84.97,42.4
43.8333,84.58,41.7
44.0000,84.58,42.2
44.1667,85.19,41.9
44.3333,85.54,41.7
44.5000,85.17,41.9
44.6667,84.84,39.4
44.8333,85.22,41.1
45.0000,85.36,39.9
45.1667,64.17,40.2
45.3333,43.24,41.1
45.5000,22.14,40.3
45.6667,1.49,39.7
45.8333,-18.88,40.0
46.0000,-40.09,40.2
46.1667,-40.12,38.4
46.3333,-40.33,39.4
46.5000,-40.29,38.7
46.6667,-39.89,39.1
46.8333,-39.57,38.2
47.0000,-40.04,39.0
47.1667,-39.93,36.3
47.3333,-39.82,37.6
47.5000,-40.60,37.4
47.6667,-40.35,38.0
47.8333,-39.83,35.6
48.0000,-39.74,36.3
48.1667,-18.72,35.8
48.3333,2.06,37.5
48.5000,22.37,37.1
48.6667,43.44,35.8
48.8333,64.13,37.1
49.0000,85.34,35.8
49.1667,84.58,34.8
49.3333,85.13,35.6
49.5000,84.26,35.9
49.6667,85.35,34.6
49.8333,85.01,34.2
50.0000,85.26,34.5
50.1667,85.04,32.2
50.3333,84.58,34.6
50.5000,84.38,34.0
50.6667,85.08,33.3
50.8333,84.99,33.0
51.0000,85.20,33.3
51.1667,64.25,33.4
51.3333,43.28,33.2
51.5000,22.98,35.7
51.6667,1.32,34.1
51.8333,-19.29,31.4
52.0000,-40.15,31.9
52.1667,-39.58,33.0
52.3333,-40.07,33.3
52.5000,-39.85,31.3
52.6667,-40.25,32.6
52.8333,-39.52,31.0
53.0000,-39.75,33.0
53.1667,-40.33,32.4
53.3333,-39.09,30.3
53.5000,-40.29,32.7
53.6667,-39.70,32.1
53.8333,-39.88,32.1
54.0000,-40.11,31.5
54.1667,-19.35,32.3
54.3333,1.41,31.7
54.5000,22.26,31.8
54.6667,43.31,32.9
54.8333,64.40,32.5
55.0000,85.13,32.9
55.1667,84.89,32.4
55.3333,84.95,31.8
55.5000,85.34,34.0
55.6667,84.75,31.9
55.8333,84.56,33.2
56.0000,85.03,32.8
56.1667,85.12,32.2
56.3333,84.59,33.4
56.5000,85.28,31.6
56.6667,84.88,34.0
56.8333,85.10,33.6
57.0000,84.79,34.7
57.1667,63.71,33.9
57.3333,43.56,33.5
57.5000,22.35,34.9
57.6667,1.93,33.1
57.8333,-19.14,35.6
58.0000,-40.32,33.5
58.1667,-39.90,35.8
58.3333,-40.01,34.5
58.5000,-39.79,36.7
58.6667,-39.99,35.4
58.8333,-39.67,36.5
59.0000,-39.43,35.8
59.1667,-39.84,37.4
59.3333,-39.94,35.9
59.5000,-39.66,37.6
59.6667,-39.62,37.3
59.8333,-39.64,38.8
60.0000,-40.01,38.9
60.1667,-19.20,38.1
60.3333,1.41,38.8
60.5000,22.74,38.1
60.6667,43.45,37.9
60.8333,64.28,38.8
61.0000,85.09,39.6
61.1667,84.85,39.0
61.3333,84.87,37.8
61.5000,85.06,40.5
61.6667,84.88,41.0
61.8333,85.42,40.2
62.0000,85.02,41.5
62.1667,84.90,41.4
62.3333,84.91,41.9
62.5000,85.03,41.5
62.6667,85.04,41.3
62.8333,85.06,42.4
63.0000,84.97,42.7
63.1667,64.45,41.6
63.3333,43.46,42.5
63.5000,22.12,42.9
63.6667,1.95,43.3
63.8333,-19.16,42.4
64.0000,-39.43,41.5
64.1667,-40.05,43.5
64.3333,-39.95,44.2
64.5000,-39.88,43.4
64.6667,-40.07,43.7
64.8333,-40.13,42.6
65.0000,-39.71,41.8
65.1667,-39.61,44.4
65.3333,-40.11,42.2
65.5000,-39.56,42.9
65.6667,-40.00,42.8
65.8333,-40.12,44.5
66.0000,-39.16,44.3
66.1667,-19.39,43.8
66.3333,1.55,42.9
66.5000,22.21,43.6
66.6667,43.56,45.8
66.8333,63.67,43.8
67.0000,84.95,43.1
67.1667,85.41,44.5
67.3333,85.40,43.2
67.5000,84.87,44.6
67.6667,84.99,43.0
67.8333,84.92,42.3
68.0000,85.17,42.9
68.1667,84.58,43.9
68.3333,85.23,43.9
68.5000,85.22,41.9
68.6667,84.78,43.6
68.8333,84.49,43.2
69.0000,84.84,44.4
69.1667,63.91,42.4
69.3333,43.39,42.1
69.5000,22.70,43.9
69.6667,1.39,42.6
69.8333,-18.89,42.8
70.0000,-39.88,41.7
70.1667,-39.97,42.5
70.3333,-40.03,42.6
70.5000,-40.31,42.3
70.6667,-39.71,42.2
70.8333,-39.88,42.8
71.0000,-40.04,39.7
71.1667,-39.90,40.6
71.3333,-39.85,43.1
71.5000,-40.36,41.4
71.6667,-40.23,40.2
71.8333,-40.19,41.9
72.0000,-40.32,39.7
72.1667,-19.00,41.0
72.3333,1.91,38.7
72.5000,22.17,39.4
72.6667,42.95,38.6
72.8333,64.04,38.6
73.0000,85.06,38.8
73.1667,85.29,39.1
73.3333,84.84,38.5
73.5000,84.97,38.4
73.6667,85.11,37.8
73.8333,85.26,39.0
74.0000,84.73,37.9
74.1667,84.38,38.9
74.3333,84.66,39.2
74.5000,84.66,38.3
74.6667,84.36,37.1
74.8333,84.72,37.1
75.0000,84.86,39.4
75.1667,64.76,37.6
75.3333,43.73,37.6
75.5000,22.28,38.0
75.6667,1.21,37.7
75.8333,-19.06,37.1
76.0000,-39.93,35.9
76.1667,-39.90,37.8
76.3333,-40.09,37.6
76.5000,-40.01,37.4
76.6667,-39.82,37.6
76.8333,-40.34,35.2
77.0000,-39.56,37.1
77.1667,-39.99,37.2
77.3333,-39.71,36.5
77.5000,-39.98,35.1
77.6667,-40.28,36.0
77.8333,-39.66,38.3
78.0000,-40.31,37.7
78.1667,-18.94,38.0
78.3333,1.02,36.7
78.5000,22.78,36.3
78.6667,43.02,36.8
78.8333,64.10,37.8
79.0000,84.88,37.1
79.1667,84.61,36.1
79.3333,84.21,38.3
79.5000,84.41,37.7
79.6667,84.39,37.8
79.8333,84.90,37.8
80.0000,84.58,38.7
80.1667,84.66,37.3
80.3333,85.13,38.6
80.5000,84.58,39.1
80.6667,85.31,39.8
80.8333,85.09,39.2
81.0000,84.85,40.1
81.1667,63.52,40.2
81.3333,43.43,38.7
81.5000,22.89,41.6
81.6667,2.01,40.3
81.8333,-18.85,41.0
82.0000,-40.19,40.0
82.1667,-39.87,40.9
82.3333,-40.05,39.6
82.5000,-40.32,41.1
82.6667,-40.13,40.7
82.8333,-40.04,41.3
83.0000,-39.88,42.1
83.1667,-40.11,43.2
83.3333,-39.81,42.0
83.5000,-40.00,41.9
83.6667,-39.91,41.8
83.8333,-40.09,41.6
84.0000,-40.16,41.7
84.1667,-18.69,44.0
84.3333,1.74,42.8
84.5000,22.62,44.6
84.6667,43.28,44.5
84.8333,63.97,43.6
85.0000,84.55,44.9
85.1667,85.46,45.3
85.3333,85.26,45.1
85.5000,85.09,45.4
85.6667,85.57,47.0
85.8333,84.87,46.8
86.0000,84.61,45.1
86.1667,85.01,45.7
86.3333,85.23,47.0
86.5000,85.33,47.0
86.6667,85.24,46.7
86.8333,85.23,44.8
87.0000,84.80,46.0
87.1667,64.44,46.9
87.3333,43.30,46.8
87.5000,23.13,47.9
87.6667,1.85,45.7
87.8333,-19.08,46.7
88.0000,-39.66,47.8
88.1667,-39.98,47.2
88.3333,-40.09,47.4
88.5000,-39.89,47.1
88.6667,-40.48,47.9
88.8333,-39.83,46.3
89.0000,-40.33,48.0
89.1667,-40.25,47.7
89.3333,-39.42,48.2
89.5000,-40.17,48.5
89.6667,-39.82,47.5
89.8333,-40.14,47.5
90.0000,-40.00,49.6
90.1667,-18.56,48.9
90.3333,1.38,49.7
90.5000,22.54,48.8
90.6667,43.63,46.8
90.8333,64.31,48.1
91.0000,84.79,47.7
91.1667,84.74,48.7
91.3333,85.46,48.0
91.5000,84.74,47.4
91.6667,84.74,47.6
91.8333,84.82,46.7
92.0000,85.15,47.1
92.1667,84.92,46.0
92.3333,85.43,45.0
92.5000,84.70,48.0
92.6667,84.93,47.9
92.8333,84.62,46.1
93.0000,84.92,46.7
93.1667,64.39,44.3
93.3333,43.85,45.1
93.5000,22.81,44.7
93.6667,1.83,46.2
93.8333,-18.96,44.3
94.0000,-39.85,44.4
94.1667,-39.88,44.4
94.3333,-40.35,43.7
94.5000,-39.99,43.9
94.6667,-40.35,43.8
94.8333,-39.80,44.5
95.0000,-39.94,43.0
95.1667,-39.99,43.9
95.3333,-39.57,44.3
95.5000,-40.27,42.3
95.6667,-40.08,42.7
95.8333,-40.14,44.5
96.0000,-40.39,43.9
96.1667,-19.29,42.3
96.3333,1.88,41.8
96.5000,22.43,42.3
96.6667,43.35,40.2
96.8333,63.93,41.4
97.0000,84.78,40.8
97.1667,84.46,41.2
97.3333,85.29,38.6
97.5000,85.28,40.3
97.6667,85.20,40.9
97.8333,84.80,38.7
98.0000,84.93,39.4
98.1667,84.67,37.5
98.3333,85.14,38.5
98.5000,84.85,38.4
98.6667,84.87,37.5
98.8333,84.97,37.1
99.0000,85.07,38.3
99.1667,63.77,35.8
99.3333,43.51,36.9
99.5000,22.34,36.7
99.6667,1.73,37.3
99.8333,-19.41,38.6
100.0000,-39.74,36.0
100.1667,-40.10,37.2
100.3333,-39.83,36.4
100.5000,-40.03,37.0
100.6667,-39.68,36.5
100.8333,-39.96,36.8
101.0000,-40.00,36.2
101.1667,-40.30,35.9
101.3333,-39.80,35.2
101.5000,-39.83,35.9
101.6667,-40.15,36.1
101.8333,-40.12,38.0
102.0000,-39.54,34.2
102.1667,-19.46,38.0
102.3333,1.64,35.2
102.5000,22.47,35.9
102.6667,43.55,35.2
102.8333,64.40,36.8
103.0000,84.81,37.1
103.1667,84.67,33.9
103.3333,85.21,37.4
103.5000,84.32,35.7
103.6667,84.70,34.6
103.8333,84.86,35.8
104.0000,84.63,37.2
104.1667,84.98,34.6
104.3333,84.52,35.5
104.5000,85.17,37.8
104.6667,84.88,36.7
104.8333,85.49,37.7
105.0000,85.43,36.9
105.1667,63.74,36.0
105.3333,43.53,37.4
105.5000,22.47,37.1
105.6667,1.58,37.5
105.8333,-19.23,37.2
106.0000,-39.80,35.5
106.1667,-39.99,38.1
106.3333,-39.35,38.2
106.5000,-40.06,37.8
106.6667,-39.45,37.8
106.8333,-40.02,38.0
107.0000,-39.86,38.9
107.1667,-40.63,39.1
107.3333,-39.75,37.4
107.5000,-39.99,39.4
107.6667,-39.95,37.7
107.8333,-40.15,40.6
108.0000,-39.92,39.6
108.1667,-19.23,39.9
108.3333,1.65,40.3
108.5000,22.75,38.3
108.6667,43.78,38.2
108.8333,64.44,40.9
109.0000,85.60,40.5
109.1667,85.22,39.3
109.3333,84.96,40.5
109.5000,84.83,41.0
109.6667,84.71,39.9
109.8333,85.06,41.5
110.0000,84.65,40.6
110.1667,85.37,42.3
110.3333,84.94,42.5
110.5000,85.20,41.7
110.6667,85.51,40.7
110.8333,85.21,44.1
111.0000,84.49,41.7
111.1667,64.69,41.7
111.3333,43.52,42.6
111.5000,22.60,43.0
111.6667,2.39,42.9
111.8333,-19.48,43.7
112.0000,-40.04,44.3
112.1667,-40.50,41.2
112.3333,-39.85,42.1
112.5000,-39.65,43.0
112.6667,-39.80,42.0
112.8333,-39.93,42.2
113.0000,-39.84,43.5
113.1667,-40.05,43.1
113.3333,-39.84,42.6
113.5000,-39.87,41.5
113.6667,-40.20,42.2
113.8333,-40.28,42.6
114.0000,-40.42,41.7
114.1667,-19.40,41.2
114.3333,1.73,40.9
114.5000,23.04,43.0
114.6667,43.59,42.1
114.8333,64.48,41.8
115.0000,84.83,43.1
115.1667,85.07,41.5
115.3333,84.82,42.0
115.5000,85.22,40.7
115.6667,84.52,41.9
115.8333,85.13,41.3
116.0000,85.28,42.0
116.1667,85.15,42.0
116.3333,85.23,41.8
116.5000,85.24,41.1
116.6667,84.88,41.7
116.8333,85.13,40.1
117.0000,85.04,40.2
117.1667,64.16,41.8
117.3333,43.43,41.3
117.5000,22.33,38.5
117.6667,1.99,40.5
117.8333,-19.18,39.4
118.0000,-40.21,39.2
118.1667,-40.09,40.1
118.3333,-39.84,39.8
118.5000,-39.96,39.1
118.6667,-39.52,39.2
118.8333,-39.75,37.2
119.0000,-40.03,37.9
119.1667,-39.93,38.0
119.3333,-39.52,37.9
119.5000,-39.79,37.5
119.6667,-39.76,36.7
119.8333,-39.97,37.9
120.0000,-39.76,35.9
120.1667,-18.95,36.2
120.3333,2.07,35.5
120.5000,22.16,36.7
120.6667,43.27,36.3
120.8333,64.08,36.4
121.0000,84.73,36.4
121.1667,85.04,35.3
121.3333,84.91,34.8
121.5000,85.08,33.6
121.6667,85.14,34.9
121.8333,85.08,33.9
122.0000,85.30,33.9
122.1667,84.73,33.8
122.3333,84.53,33.9
122.5000,85.13,32.4
122.6667,84.73,33.4
122.8333,84.79,33.5
123.0000,84.96,32.9
123.1667,64.47,34.2
123.3333,43.61,32.8
123.5000,22.15,32.3
123.6667,1.86,33.3
123.8333,-19.38,32.6
124.0000,-39.62,32.0
124.1667,-39.98,33.7
124.3333,-40.13,34.0
124.5000,-40.25,32.3
124.6667,-39.62,33.4
124.8333,-39.87,31.8
125.0000,-39.47,31.5
125.1667,-40.18,30.6
125.3333,-39.62,32.1
125.5000,-39.49,32.5
125.6667,-40.04,31.3
125.8333,-39.96,32.6
126.0000,-40.10,31.8
126.1667,-19.29,31.2
126.3333,1.82,31.5
126.5000,22.24,32.8
126.6667,43.45,31.1
126.8333,64.30,33.5
127.0000,84.73,32.9
127.1667,84.94,32.9
127.3333,84.66,33.7
127.5000,84.82,32.2
127.6667,85.79,32.6
127.8333,85.24,32.8
128.0000,85.07,32.8
128.1667,84.61,31.7
128.3333,84.99,34.1
128.5000,84.58,33.1
128.6667,85.11,33.4
128.8333,84.86,33.9
129.0000,84.88,35.0
129.1667,64.24,34.4
129.3333,42.96,33.6
129.5000,22.68,34.1
129.6667,1.78,34.3
129.8333,-19.54,34.0
130.0000,-40.44,36.0
130.1667,-40.08,35.5
130.3333,-39.92,35.7
130.5000,-39.67,37.6
130.6667,-39.67,37.9
130.8333,-39.68,35.6
131.0000,-39.83,35.8
131.1667,-40.14,37.0
131.3333,-39.30,35.4
131.5000,-40.05,36.2
131.6667,-39.91,37.5
131.8333,-40.40,37.4
132.0000,-39.46,38.9
132.1667,-19.29,37.7
132.3333,1.99,39.2
132.5000,22.73,40.0
132.6667,43.14,37.6
132.8333,64.27,40.8
133.0000,84.66,38.6
133.1667,85.01,41.6
133.3333,84.67,40.9
133.5000,84.54,41.2
133.6667,85.02,38.4
133.8333,84.97,41.8
134.0000,85.14,40.6
134.1667,85.11,40.2
134.3333,85.19,42.4
134.5000,84.72,41.1
134.6667,85.82,43.0
134.8333,85.85,42.2
135.0000,85.12,41.4
135.1667,64.16,43.0
135.3333,43.18,41.7
135.5000,22.81,42.2
135.6667,1.92,43.5
135.8333,-18.62,43.6
136.0000,-40.12,42.8
136.1667,-39.65,42.7
136.3333,-39.88,42.3
136.5000,-39.32,43.2
136.6667,-39.57,43.7
136.8333,-40.21,42.8
137.0000,-39.99,44.5
137.1667,-39.89,43.6
137.3333,-39.89,44.4
137.5000,-39.77,43.3
137.6667,-39.92,45.1
137.8333,-39.70,44.5
138.0000,-40.14,44.6
138.1667,-19.02,43.8
138.3333,1.06,43.9
138.5000,22.79,45.7
138.6667,43.10,43.7
138.8333,64.62,44.2
139.0000,85.10,45.9
139.1667,84.73,44.4
139.3333,84.69,43.9
139.5000,84.80,44.2
139.6667,85.26,44.9
139.8333,84.89,44.9
140.0000,85.39,44.4
140.1667,85.51,45.0
140.3333,84.71,43.0
140.5000,85.50,43.7
140.6667,85.06,44.9
140.8333,85.02,42.7
141.0000,84.61,42.7
141.1667,64.19,43.7
141.3333,43.52,44.1
141.5000,22.64,42.8
141.6667,1.51,43.0
141.8333,-19.22,43.6
142.0000,-40.40,41.0
142.1667,-39.86,43.0
142.3333,-39.79,42.9
142.5000,-39.81,42.5
142.6667,-40.47,42.9
142.8333,-39.52,42.1
143.0000,-39.98,42.0
143.1667,-40.60,40.8
143.3333,-40.01,42.1
143.5000,-39.61,39.9
143.6667,-39.23,41.0
143.8333,-39.94,41.3
144.0000,-39.88,40.4
144.1667,-18.70,43.0
144.3333,1.59,39.7
144.5000,22.62,39.8
144.6667,43.79,40.8
144.8333,63.96,39.4
145.0000,85.15,41.1
145.1667,84.74,38.4
145.3333,85.01,40.3
145.5000,85.10,38.9
145.6667,84.81,40.1
145.8333,84.43,38.8
146.0000,84.91,40.3
146.1667,85.15,38.1
146.3333,84.97,39.4
146.5000,84.64,37.9
146.6667,85.16,37.7
146.8333,84.86,38.6
147.0000,84.64,37.1
147.1667,64.25,37.5
147.3333,43.02,38.1
147.5000,22.67,38.8
147.6667,1.97,36.2
147.8333,-18.90,36.8
148.0000,-40.31,38.4
148.1667,-40.05,38.9
148.3333,-39.55,36.7
148.5000,-39.74,37.9
148.6667,-40.15,36.7
148.8333,-39.81,36.7
149.0000,-40.10,37.2
149.1667,-39.88,36.7
149.3333,-40.17,37.2
149.5000,-40.01,38.3
149.6667,-40.15,37.1
149.8333,-39.27,37.0
150.0000,-40.20,36.9
150.1667,-19.06,36.7
150.3333,1.64,39.2
150.5000,22.25,38.9
150.6667,43.14,37.4
150.8333,64.05,37.2
151.0000,84.94,36.9
151.1667,84.46,37.7
151.3333,85.19,38.9
151.5000,85.09,39.3
151.6667,85.22,38.4
151.8333,84.98,37.3
152.0000,85.27,38.7
152.1667,84.41,39.6
152.3333,84.94,39.8
152.5000,85.19,39.6
152.6667,85.20,40.4
152.8333,84.88,40.0
153.0000,84.76,39.4
153.1667,64.33,41.3
153.3333,43.23,40.5
153.5000,22.21,41.6
153.6667,1.48,41.6
153.8333,-19.51,40.4
154.0000,-39.86,39.9
154.1667,-39.82,40.1
154.3333,-40.42,41.3
154.5000,-39.64,41.8
154.6667,-39.75,41.7
154.8333,-39.58,42.4
155.0000,-40.07,42.7
155.1667,-40.39,42.2
155.3333,-39.68,42.6
155.5000,-40.04,40.5
155.6667,-40.50,43.2
155.8333,-40.37,41.9
156.0000,-39.77,43.2
156.1667,-18.96,42.3
156.3333,1.91,43.8
156.5000,22.04,42.5
156.6667,43.39,43.1
156.8333,64.14,45.2
157.0000,84.80,44.8
157.1667,85.38,44.9
157.3333,84.79,45.0
157.5000,84.69,44.5
157.6667,84.94,44.7
157.8333,85.08,45.6
158.0000,84.42,45.9
158.1667,85.21,45.9
158.3333,85.29,45.9
158.5000,85.24,46.9
158.6667,84.86,46.7
158.8333,84.60,47.2
159.0000,84.56,46.3
159.1667,64.44,47.3
159.3333,43.24,47.3
159.5000,22.57,47.7
159.6667,1.67,47.2
159.8333,-19.44,46.8
160.0000,-40.18,47.0
160.1667,-39.96,48.7
160.3333,-40.34,47.4
160.5000,-39.63,48.1
160.6667,-40.36,47.2
160.8333,-39.58,47.2
161.0000,-39.94,47.5
161.1667,-39.91,48.0
161.3333,-40.09,47.0
161.5000,-39.90,48.0
161.6667,-39.52,47.7
161.8333,-40.06,46.5
162.0000,-40.19,48.4
162.1667,-18.89,48.7
162.3333,1.87,47.5
162.5000,22.21,48.3
162.6667,43.66,47.1
162.8333,63.70,46.4
163.0000,85.11,47.6
163.1667,84.79,46.5
163.3333,84.86,46.1
163.5000,84.78,47.4
163.6667,84.49,46.8
163.8333,84.93,47.4
164.0000,85.17,48.2
164.1667,84.79,46.7
164.3333,85.14,46.0
164.5000,84.70,46.2
164.6667,84.62,45.1
164.8333,85.19,45.7
165.0000,84.77,45.4
165.1667,64.86,45.4
165.3333,43.18,46.0
165.5000,22.17,44.7
165.6667,1.58,46.2
165.8333,-19.35,44.1
166.0000,-39.48,45.8
166.1667,-39.51,44.7
166.3333,-39.93,43.2
166.5000,-40.70,43.1
166.6667,-40.51,43.7
166.8333,-39.65,43.9
167.0000,-40.25,43.7
167.1667,-40.47,43.9
167.3333,-40.28,40.7
167.5000,-40.20,40.9
167.6667,-40.23,42.3
167.8333,-39.73,41.9
168.0000,-39.32,41.6
