time (h),temperature (°C),relative_humidity (%)
13.6667,85.49,85.1
13.8333,84.83,84.3
14.0000,85.15,85.5
14.1667,85.29,85.0
14.3333,85.23,85.0
14.5000,84.99,85.5
14.6667,85.18,85.1
14.8333,84.46,84.7
15.0000,84.96,84.4
15.1667,84.71,84.9
15.3333,84.89,84.2
15.5000,84.55,85.2
15.6667,85.05,84.8
15.8333,85.77,85.2
16.0000,84.95,84.7
16.1667,84.88,85.1
16.3333,85.49,85.5
16.5000,84.78,85.6
16.6667,84.87,85.0
16.8333,84.94,84.9
17.0000,85.05,84.8
17.1667,85.09,84.9
17.3333,84.64,84.1
17.5000,84.97,84.3
17.6667,84.75,85.0
17.8333,84.58,85.3
18.0000,84.85,85.3
18.1667,84.45,85.0
18.3333,84.64,85.0
18.5000,84.75,84.4
18.6667,84.88,85.1
18.8333,84.74,86.2
19.0000,84.71,85.5
19.1667,85.46,84.8
19.3333,85.19,84.7
19.5000,84.75,85.3
19.6667,84.86,84.6
19.8333,85.00,84.8
20.0000,85.36,84.5
20.1667,85.10,84.9
20.3333,85.42,84.9
20.5000,84.68,84.7
20.6667,85.44,84.9
20.8333,84.76,84.7
21.0000,84.82,85.0
21.1667,85.59,85.0
21.3333,84.58,84.8
21.5000,85.34,84.8
21.6667,85.18,84.0
21.8333,85.12,85.7
22.0000,84.68,85.3
22.1667,85.43,84.4
22.3333,85.07,86.1
22.5000,85.06,84.4
22.6667,85.17,85.0
22.8333,84.82,84.9
23.0000,84.96,84.9
23.1667,84.51,84.3
23.3333,85.29,84.7
23.5000,85.31,84.8
23.6667,85.15,84.9
23.8333,84.59,84.9
24.0000,84.94,85.0
24.1667,85.24,84.6
24.3333,84.16,85.2
24.5000,85.18,85.3
24.6667,85.04,84.8
24.8333,85.18,84.1
25.0000,84.87,84.9
25.1667,84.92,85.0
25.3333,85.09,85.4
25.5000,84.70,85.5
25.6667,84.58,83.9
25.8333,85.15,84.0
26.0000,84.53,85.3
26.1667,84.54,85.5
26.3333,85.34,85.0
26.5000,85.33,83.8
26.6667,85.13,85.5
26.8333,85.44,85.0
27.0000,84.81,85.0
27.1667,85.25,84.9
27.3333,84.84,84.9
27.5000,85.39,84.6
27.6667,85.26,85.7
27.8333,85.28,84.5
28.0000,85.21,84.4
28.1667,84.65,85.0
28.3333,84.92,84.6
28.5000,84.82,84.5
28.6667,84.94,85.4
28.8333,84.93,85.2
29.0000,85.01,85.1
29.1667,85.45,85.4
29.3333,85.06,84.0
29.5000,85.20,84.8
29.6667,84.98,85.0
29.8333,85.01,85.1
30.0000,84.97,85.7
30.1667,84.74,84.6
30.3333,84.82,85.1
30.5000,85.37,86.1
30.6667,85.43,85.3
30.8333,84.87,85.6
31.0000,85.40,84.7
31.1667,85.50,84.5
31.3333,84.83,85.5
31.5000,85.11,85.3
31.6667,84.70,83.9
31.8333,85.12,84.8
32.0000,85.16,85.4
32.1667,84.90,83.7
32.3333,85.07,86.2
32.5000,85.10,85.0
32.6667,85.19,84.6
32.8333,85.75,84.8
33.0000,85.71,85.1
33.1667,84.37,85.3
33.3333,85.25,84.7
33.5000,84.35,85.5
33.6667,84.99,84.8
33.8333,85.36,85.6
34.0000,85.22,84.7
34.1667,84.83,83.9
34.3333,84.55,84.8
34.5000,84.58,85.3
34.6667,85.28,84.9
34.8333,84.61,85.0
35.0000,85.17,84.5
35.1667,85.47,85.0
35.3333,85.00,84.6
35.5000,84.58,85.3
35.6667,84.68,85.2
35.8333,84.69,85.3
36.0000,84.69,85.2
36.1667,85.11,84.4
36.3333,84.75,85.0
36.5000,84.10,85.0
36.6667,85.13,85.2
36.8333,84.88,85.5
37.0000,85.02,84.7
37.1667,84.94,85.3
37.3333,85.35,85.3
37.5000,84.79,84.1
37.6667,84.99,84.9
37.8333,84.58,85.0
38.0000,85.29,85.0
38.1667,84.52,85.5
38.3333,85.08,85.0
38.5000,85.30,85.4
38.6667,84.99,84.6
38.8333,85.03,85.0
39.0000,84.88,85.0
39.1667,85.56,84.4
39.3333,84.87,85.4
39.5000,85.06,85.0
39.6667,85.22,84.8
39.8333,85.10,85.2
40.0000,84.85,85.0
40.1667,85.43,84.3
40.3333,85.13,85.7
40.5000,85.03,84.7
40.6667,84.86,85.1
40.8333,85.26,85.5
41.0000,84.90,84.6
41.1667,84.99,85.4
41.3333,85.73,85.9
41.5000,85.19,84.3
41.6667,84.81,84.7
41.8333,85.12,84.6
42.0000,85.65,84.6
42.1667,84.18,85.1
42.3333,84.68,84.6
42.5000,85.24,84.5
42.6667,84.54,85.2
42.8333,85.11,85.6
43.0000,85.03,85.0
43.1667,84.90,85.6
43.3333,85.07,85.0
43.5000,85.04,84.2
43.6667,84.95,84.4
43.8333,85.07,84.8
44.0000,85.04,83.9
44.1667,85.23,85.5
44.3333,84.75,84.6
44.5000,84.56,84.7
44.6667,84.63,84.8
44.8333,84.78,85.8
45.0000,84.71,85.3
45.1667,84.48,84.9
45.3333,85.34,84.3
45.5000,84.52,85.5
45.6667,85.19,85.4
45.8333,84.82,84.8
46.0000,84.67,84.4
46.1667,85.35,84.6
46.3333,85.03,84.0
46.5000,85.21,84.1
46.6667,84.96,85.3
46.8333,85.08,85.8
47.0000,84.96,85.5
47.1667,85.19,84.7
47.3333,84.67,85.5
47.5000,84.88,85.8
47.6667,84.76,84.5
47.8333,84.96,84.7
48.0000,85.00,85.2
48.1667,85.02,85.0
48.3333,84.98,85.1
48.5000,85.05,84.6
48.6667,85.12,84.7
48.8333,84.88,85.0
49.0000,84.76,84.2
49.1667,84.88,84.8
49.3333,84.80,85.1
49.5000,84.57,86.3
49.6667,85.04,85.8
49.8333,85.23,84.5
50.0000,85.31,85.3
50.1667,84.92,86.1
50.3333,84.86,84.4
50.5000,85.03,85.3
50.6667,85.76,83.9
50.8333,84.95,84.7
51.0000,84.93,85.1
51.1667,85.11,84.9
51.3333,85.06,85.8
51.5000,84.59,85.1
51.6667,85.13,83.2
51.8333,85.53,85.5
52.0000,84.95,84.8
52.1667,84.61,84.9
52.3333,84.88,84.5
52.5000,84.92,85.5
52.6667,85.38,84.7
52.8333,85.02,84.9
53.0000,85.23,85.5
53.1667,85.24,84.7
53.3333,84.83,85.0
53.5000,84.62,85.0
53.6667,84.83,85.1
53.8333,85.13,84.3
54.0000,85.25,85.1
54.1667,84.70,84.7
54.3333,85.03,84.6
54.5000,84.39,84.5
54.6667,85.06,85.4
54.8333,85.18,85.6
55.0000,85.07,85.2
55.1667,84.84,84.9
55.3333,84.52,85.4
55.5000,85.08,84.0
55.6667,85.06,84.8
55.8333,84.88,84.2
56.0000,84.71,84.3
56.1667,84.85,85.0
56.3333,84.84,85.1
56.5000,84.42,85.1
56.6667,84.84,84.7
56.8333,84.72,84.6
57.0000,85.40,85.9
57.1667,85.62,85.4
57.3333,84.58,84.6
57.5000,85.35,85.3
57.6667,84.91,84.3
57.8333,85.32,85.2
58.0000,84.77,85.2
58.1667,85.17,85.4
58.3333,85.18,84.2
58.5000,84.72,84.3
58.6667,84.97,85.4
58.8333,85.13,84.7
59.0000,85.27,85.0
59.1667,85.09,83.3
59.3333,84.80,85.1
59.5000,84.63,84.5
59.6667,84.81,84.8
59.8333,85.06,85.0
60.0000,84.87,85.1
60.1667,84.86,84.9
60.3333,85.34,84.5
60.5000,84.81,85.4
60.6667,84.73,86.5
60.8333,84.74,85.0
61.0000,84.62,85.4
61.1667,85.04,85.0
61.3333,85.37,85.4
61.5000,84.57,84.9
61.6667,85.18,85.2
61.8333,84.95,84.4
62.0000,85.41,85.7
62.1667,84.46,85.5
62.3333,84.52,84.6
62.5000,85.22,84.7
62.6667,85.37,85.3
62.8333,85.03,84.8
63.0000,84.81,85.7
63.1667,84.43,85.3
63.3333,84.95,85.6
63.5000,84.89,84.5
63.6667,84.42,85.8
63.8333,84.75,84.8
64.0000,85.17,85.0
64.1667,84.63,84.4
64.3333,84.78,85.4
64.5000,84.99,85.7
64.6667,84.81,85.0
64.8333,85.44,85.9
65.0000,84.72,85.4
65.1667,84.47,84.2
65.3333,85.14,85.5
65.5000,85.16,83.8
65.6667,84.79,85.4
65.8333,84.91,85.4
66.0000,84.52,84.4
66.1667,84.85,85.5
66.3333,84.94,85.1
66.5000,84.84,84.8
66.6667,84.25,85.4
66.8333,85.05,85.8
67.0000,84.89,85.1
67.1667,85.00,84.3
67.3333,85.05,84.6
67.5000,84.63,84.8
67.6667,84.94,85.2
67.8333,85.34,85.4
68.0000,84.85,84.7
68.1667,84.76,85.6
68.3333,84.60,84.6
68.5000,84.81,85.6
68.6667,85.15,84.7
68.8333,85.11,86.3
69.0000,85.03,85.3
69.1667,85.28,84.1
69.3333,84.72,85.2
69.5000,84.78,85.4
69.6667,85.17,85.0
69.8333,84.96,84.9
70.0000,84.87,85.8
70.1667,85.20,84.9
70.3333,85.08,85.8
70.5000,84.96,85.6
70.6667,84.54,85.4
70.8333,84.90,84.8
71.0000,84.92,85.7
71.1667,85.11,85.1
71.3333,84.93,86.3
71.5000,84.91,85.4
71.6667,85.10,85.4
71.8333,84.71,84.0
72.0000,85.47,84.1
72.1667,84.40,85.1
72.3333,84.53,85.5
72.5000,84.95,85.0
72.6667,84.80,85.3
72.8333,85.09,85.0
73.0000,84.56,84.4
73.1667,85.33,85.6
73.3333,84.41,85.4
73.5000,84.88,84.2
73.6667,85.34,84.9
73.8333,84.83,85.3
74.0000,84.72,84.9
74.1667,84.95,85.4
74.3333,84.75,85.0
74.5000,84.96,84.5
74.6667,84.61,84.3
74.8333,84.87,84.8
75.0000,84.40,84.8
75.1667,85.25,84.8
75.3333,84.85,84.7
75.5000,84.67,84.3
75.6667,85.24,85.0
75.8333,85.25,84.9
76.0000,85.12,84.5
76.1667,85.07,85.2
76.3333,85.23,85.5
76.5000,85.20,84.9
76.6667,85.21,85.3
76.8333,85.07,85.0
77.0000,84.84,85.3
77.1667,84.85,84.0
77.3333,85.04,84.3
77.5000,84.27,85.9
77.6667,85.10,85.4
77.8333,84.78,85.4
78.0000,84.59,85.4
78.1667,84.66,85.5
78.3333,85.02,85.1
78.5000,85.31,84.2
78.6667,85.39,85.0
78.8333,85.11,84.5
79.0000,84.93,84.5
79.1667,85.27,85.4
79.3333,85.10,85.9
79.5000,85.10,85.7
79.6667,84.88,85.5
79.8333,84.88,84.3
80.0000,85.01,85.1
80.1667,85.02,86.2
80.3333,84.72,84.7
80.5000,84.63,84.3
80.6667,85.00,84.3
80.8333,84.98,84.6
81.0000,85.28,85.5
81.1667,84.93,85.3
81.3333,85.16,84.8
81.5000,85.44,84.6
81.6667,85.22,85.3
81.8333,85.32,84.8
82.0000,85.28,85.0
82.1667,85.77,84.6
82.3333,84.92,85.6
82.5000,85.42,84.9
82.6667,84.86,84.5
82.8333,85.25,85.1
83.0000,85.18,85.0
83.1667,85.64,85.6
83.3333,85.70,85.2
83.5000,84.99,85.5
83.6667,85.15,85.2
83.8333,85.20,84.7
84.0000,84.97,86.1
84.1667,85.19,85.6
84.3333,84.90,85.4
84.5000,84.82,84.7
84.6667,84.91,85.0
84.8333,85.29,85.3
85.0000,84.71,84.2
85.1667,84.80,85.2
85.3333,85.14,84.5
85.5000,85.33,84.7
85.6667,85.27,84.1
85.8333,85.37,83.8
86.0000,84.99,84.8
86.1667,84.49,84.1
86.3333,85.36,85.4
86.5000,84.89,84.5
86.6667,84.77,86.0
86.8333,84.59,85.1
87.0000,85.10,84.4
87.1667,85.45,86.1
87.3333,85.76,84.5
87.5000,84.96,85.1
87.6667,84.93,85.1
87.8333,84.41,84.8
88.0000,84.80,85.1
88.1667,85.63,86.0
88.3333,85.14,85.4
88.5000,85.39,85.9
88.6667,84.56,84.8
88.8333,84.83,85.3
89.0000,85.40,85.1
89.1667,85.04,84.8
89.3333,84.66,84.1
89.5000,84.75,85.2
89.6667,85.41,85.3
89.8333,84.74,84.3
90.0000,84.84,84.8
90.1667,85.01,85.8
90.3333,85.03,83.8
90.5000,84.44,85.6
90.6667,85.01,85.2
90.8333,85.11,85.5
91.0000,85.18,85.8
91.1667,85.01,85.0
91.3333,84.86,84.2
91.5000,84.84,85.4
91.6667,85.60,85.5
91.8333,84.66,85.3
92.0000,85.00,85.2
92.1667,84.89,85.4
92.3333,84.91,85.5
92.5000,84.86,84.6
92.6667,84.94,85.2
92.8333,85.37,85.2
93.0000,84.96,84.9
93.1667,85.18,85.1
93.3333,84.45,85.1
93.5000,85.31,84.1
93.6667,84.40,84.9
93.8333,85.39,85.6
94.0000,85.23,85.0
94.1667,84.72,84.8
94.3333,84.83,85.0
94.5000,84.93,84.0
94.6667,85.02,83.6
94.8333,85.22,85.7
95.0000,85.11,85.3
95.1667,84.57,84.0
95.3333,85.00,85.7
95.5000,85.28,85.5
95.6667,85.67,84.4
95.8333,84.48,85.5
96.0000,85.67,85.4
96.1667,85.17,85.0
96.3333,84.39,85.6
96.5000,85.18,84.8
96.6667,85.03,84.9
96.8333,84.63,85.2
97.0000,84.64,84.9
97.1667,85.04,85.3
97.3333,85.59,84.6
97.5000,85.19,85.6
97.6667,84.97,85.6
97.8333,85.04,85.0
98.0000,84.89,84.6
98.1667,85.92,85.5
98.3333,84.55,85.1
98.5000,85.24,84.5
98.6667,85.21,84.6
98.8333,84.55,85.3
99.0000,84.84,85.9
99.1667,85.11,84.7
99.3333,85.27,85.4
99.5000,84.89,85.0
99.6667,84.69,85.4
99.8333,84.94,84.9
100.0000,85.25,85.5
100.1667,84.97,85.3
100.3333,85.03,84.3
100.5000,84.80,84.6
100.6667,84.63,84.2
100.8333,85.24,85.9
101.0000,84.87,84.9
101.1667,85.85,85.2
101.3333,85.45,85.0
101.5000,85.01,84.6
101.6667,84.93,84.1
101.8333,85.37,84.5
102.0000,84.04,84.5
102.1667,85.11,85.4
102.3333,84.86,85.2
102.5000,85.25,85.4
102.6667,85.20,84.7
102.8333,85.44,85.7
103.0000,85.24,84.8
103.1667,84.49,85.6
103.3333,84.71,85.0
103.5000,84.70,85.0
103.6667,85.10,84.4
103.8333,85.01,84.7
104.0000,84.86,84.7
104.1667,85.39,84.4
104.3333,85.86,85.0
104.5000,84.92,84.9
104.6667,84.96,85.7
104.8333,84.93,85.1
105.0000,85.15,85.2
105.1667,85.34,85.5
105.3333,84.62,85.3
105.5000,85.19,85.6
105.6667,84.89,85.3
105.8333,85.14,84.7
106.0000,85.63,84.4
106.1667,84.89,84.9
106.3333,85.10,85.6
106.5000,85.07,84.9
106.6667,84.89,85.5
106.8333,84.41,85.7
107.0000,84.88,84.6
107.1667,84.84,85.4
107.3333,84.56,84.5
107.5000,84.69,84.7
107.6667,85.24,85.0
107.8333,85.18,85.0
108.0000,84.99,85.5
108.1667,85.46,85.3
108.3333,84.53,85.1
108.5000,85.67,84.8
108.6667,84.79,85.8
108.8333,85.08,85.8
109.0000,84.70,84.6
109.1667,84.79,85.5
109.3333,84.41,85.6
109.5000,85.31,84.2
109.6667,84.76,85.6
109.8333,84.85,84.8
110.0000,84.94,85.3
110.1667,84.22,85.3
110.3333,84.55,84.4
110.5000,85.14,85.2
110.6667,84.72,84.3
110.8333,85.24,84.6
111.0000,84.68,83.7
111.1667,84.72,84.7
111.3333,85.13,85.5
111.5000,85.32,84.7
111.6667,84.41,85.6
111.8333,85.42,84.4
112.0000,85.45,84.9
112.1667,85.26,85.4
112.3333,84.82,85.2
112.5000,84.96,85.7
112.6667,84.52,85.0
112.8333,85.23,85.2
113.0000,85.57,84.0
113.1667,85.01,84.8
113.3333,84.87,84.3
113.5000,85.46,84.9
113.6667,85.06,85.7
113.8333,85.24,84.7
114.0000,85.28,85.3
114.1667,85.09,85.3
114.3333,85.21,85.0
114.5000,84.99,85.5
114.6667,84.78,84.8
114.8333,85.55,85.0
115.0000,85.43,84.5
115.1667,85.11,84.7
115.3333,85.45,84.4
115.5000,85.46,85.2
115.6667,85.23,84.0
115.8333,85.03,85.1
116.0000,84.87,85.2
116.1667,84.79,84.9
116.3333,84.74,85.7
116.5000,85.02,85.0
116.6667,85.15,85.7
116.8333,84.62,84.4
117.0000,84.47,85.3
117.1667,85.20,84.8
117.3333,85.26,85.0
117.5000,84.75,84.7
117.6667,84.90,84.7
117.8333,84.70,85.0
118.0000,84.78,85.3
118.1667,85.33,85.3
118.3333,85.02,85.2
118.5000,84.98,84.9
118.6667,84.60,84.8
118.8333,85.18,85.1
119.0000,84.99,85.4
119.1667,85.18,85.0
119.3333,85.82,84.7
119.5000,85.23,85.4
119.6667,85.00,84.2
119.8333,85.02,85.3
120.0000,84.97,85.4
120.1667,84.90,84.7
120.3333,85.19,84.6
120.5000,85.15,85.3
120.6667,84.67,84.0
120.8333,85.24,85.6
121.0000,84.85,84.4
121.1667,84.88,85.0
121.3333,84.84,85.8
121.5000,85.15,85.9
121.6667,85.15,85.6
121.8333,84.90,84.9
122.0000,85.31,84.2
122.1667,85.15,85.1
122.3333,84.79,85.0
122.5000,84.78,86.1
122.6667,85.45,84.8
122.8333,84.90,84.7
123.0000,85.61,83.5
123.1667,85.21,85.9
123.3333,84.49,85.2
123.5000,85.14,85.3
123.6667,85.25,84.5
123.8333,85.10,84.2
124.0000,85.08,85.3
124.1667,85.00,85.8
124.3333,84.61,85.2
124.5000,84.99,85.1
124.6667,84.71,84.7
124.8333,85.09,84.7
125.0000,85.05,85.6
125.1667,85.05,84.9
125.3333,85.22,84.5
125.5000,84.83,84.5
125.6667,84.99,85.2
125.8333,84.51,84.3
126.0000,84.69,84.7
126.1667,85.04,85.2
126.3333,85.23,84.7
126.5000,85.28,85.4
126.6667,84.34,84.7
126.8333,84.99,85.6
127.0000,85.38,85.2
127.1667,85.20,84.9
127.3333,84.75,85.8
127.5000,84.50,84.4
127.6667,85.11,86.0
127.8333,85.05,85.8
128.0000,84.75,85.2
128.1667,85.15,85.5
128.3333,84.72,84.9
128.5000,85.17,85.5
128.6667,85.12,85.0
128.8333,84.65,85.3
129.0000,85.07,84.9
129.1667,85.04,84.9
129.3333,85.20,84.3
129.5000,84.93,84.8
129.6667,84.48,85.2
129.8333,85.14,84.7
130.0000,85.05,86.0
130.1667,85.37,86.2
130.3333,85.11,84.5
130.5000,84.93,84.5
130.6667,85.32,84.8
130.8333,85.22,84.7
131.0000,84.93,85.1
131.1667,84.50,85.4
131.3333,85.00,85.5
131.5000,85.52,85.3
131.6667,85.31,85.5
131.8333,85.08,84.7
132.0000,85.06,85.0
132.1667,85.55,84.7
132.3333,84.88,85.6
132.5000,85.52,84.6
132.6667,84.81,85.2
132.8333,84.97,84.4
133.0000,85.15,84.6
133.1667,84.40,85.4
133.3333,84.97,84.9
133.5000,85.79,86.0
133.6667,85.15,83.9
133.8333,84.66,85.2
134.0000,85.33,84.8
134.1667,85.07,84.8
134.3333,85.10,85.1
134.5000,85.26,85.7
134.6667,85.59,84.0
134.8333,84.97,84.9
135.0000,84.55,85.0
135.1667,85.17,85.5
135.3333,85.24,85.5
135.5000,85.34,84.8
135.6667,84.87,84.2
135.8333,84.91,86.5
136.0000,85.35,84.5
136.1667,84.95,84.3
136.3333,85.01,85.5
136.5000,84.91,83.9
136.6667,84.65,85.6
136.8333,84.83,84.6
137.0000,84.94,85.2
137.1667,85.07,85.1
137.3333,84.77,84.9
137.5000,85.19,85.1
137.6667,84.96,85.1
137.8333,85.24,85.3
138.0000,84.90,84.7
138.1667,84.99,84.7
138.3333,84.93,85.3
138.5000,85.10,85.0
138.6667,84.97,85.2
138.8333,85.39,84.5
139.0000,85.11,84.9
139.1667,84.41,84.9
139.3333,84.80,85.5
139.5000,85.22,85.4
139.6667,85.28,84.6
139.8333,85.34,85.0
140.0000,85.04,84.9
140.1667,84.68,85.5
140.3333,85.06,86.0
140.5000,84.89,85.0
140.6667,85.75,85.4
140.8333,84.92,85.5
141.0000,85.41,84.9
141.1667,85.65,85.8
141.3333,84.34,85.4
141.5000,84.74,84.6
141.6667,84.92,85.7
141.8333,85.24,85.2
142.0000,85.12,85.5
142.1667,84.96,85.4
142.3333,84.89,85.4
142.5000,85.00,85.0
142.6667,84.93,84.4
142.8333,85.35,85.5
143.0000,85.23,84.7
143.1667,85.02,84.9
143.3333,84.80,84.8
143.5000,84.91,84.9
143.6667,84.76,84.6
143.8333,85.01,84.0
144.0000,85.15,85.9
144.1667,84.98,85.0
144.3333,85.01,84.7
144.5000,84.88,84.8
144.6667,84.99,85.1
144.8333,84.71,85.4
145.0000,84.99,85.4
145.1667,85.44,84.9
145.3333,85.21,85.2
145.5000,84.37,84.9
145.6667,85.15,84.0
145.8333,85.09,83.9
146.0000,84.80,84.8
146.1667,84.83,84.6
146.3333,84.60,85.6
146.5000,84.99,85.0
146.6667,85.04,85.0
146.8333,85.24,85.3
147.0000,84.91,85.6
147.1667,84.95,83.9
147.3333,84.45,85.5
147.5000,84.77,85.4
147.6667,84.82,84.2
147.8333,84.65,85.0
148.0000,85.46,84.4
148.1667,85.31,85.1
148.3333,85.01,85.0
148.5000,84.62,85.1
148.6667,85.37,84.6
148.8333,85.05,86.0
149.0000,85.12,84.2
149.1667,85.03,84.9
149.3333,85.13,84.4
149.5000,85.11,85.6
149.6667,85.42,83.4
149.8333,85.43,85.5
150.0000,85.06,85.2
150.1667,85.16,85.4
150.3333,84.55,85.9
150.5000,85.25,85.6
150.6667,84.93,85.5
150.8333,84.76,85.7
151.0000,84.26,85.4
151.1667,85.15,84.8
151.3333,85.04,85.6
151.5000,85.10,84.9
151.6667,84.93,84.9
151.8333,84.64,85.0
152.0000,84.53,86.7
152.1667,85.25,86.0
152.3333,85.49,85.9
152.5000,84.73,84.1
152.6667,84.98,83.7
152.8333,85.18,85.3
153.0000,85.05,84.7
153.1667,85.42,85.2
153.3333,85.48,85.5
153.5000,84.86,84.8
153.6667,84.86,84.3
153.8333,84.73,85.0
154.0000,84.83,85.4
154.1667,84.83,85.0
154.3333,85.55,85.0
154.5000,85.00,84.5
154.6667,85.04,84.1
154.8333,84.90,84.1
155.0000,84.64,84.9
155.1667,85.06,84.8
155.3333,85.50,84.2
155.5000,84.85,85.1
155.6667,84.79,84.7
155.8333,85.22,85.0
156.0000,85.65,85.4
156.1667,85.19,85.6
156.3333,85.06,84.8
156.5000,85.06,84.7
156.6667,85.14,85.3
156.8333,84.93,85.6
157.0000,84.88,84.7
157.1667,85.07,85.1
157.3333,85.20,84.8
157.5000,84.52,85.1
157.6667,84.98,84.7
157.8333,85.31,85.1
158.0000,84.87,84.5
158.1667,85.18,84.5
158.3333,84.95,84.4
158.5000,85.08,84.5
158.6667,85.20,84.7
158.8333,84.76,84.6
159.0000,84.90,84.8
159.1667,85.63,85.5
159.3333,84.97,86.1
159.5000,85.37,85.1
159.6667,85.10,86.1
159.8333,85.19,85.0
160.0000,85.00,84.8
160.1667,85.31,85.0
160.3333,85.11,85.5
160.5000,84.58,85.0
160.6667,85.07,84.0
160.8333,85.38,85.3
161.0000,84.96,85.5
161.1667,85.20,85.1
161.3333,85.06,84.2
161.5000,85.01,84.5
161.6667,85.27,85.2
161.8333,84.93,84.6
162.0000,84.72,84.9
162.1667,85.09,84.3
162.3333,84.68,85.1
162.5000,85.52,85.0
162.6667,84.90,84.4
162.8333,84.88,85.6
163.0000,85.08,84.9
163.1667,85.10,84.9
163.3333,85.07,85.6
163.5000,85.23,85.4
163.6667,85.18,85.3
163.8333,84.91,85.2
164.0000,84.96,84.3
164.1667,85.44,85.6
164.3333,84.93,84.8
164.5000,84.90,85.0
164.6667,85.23,85.3
164.8333,84.94,85.3
165.0000,85.27,85.0
165.1667,84.74,85.3
165.3333,85.22,84.7
165.5000,84.75,84.8
165.6667,84.45,84.6
165.8333,84.76,84.5
166.0000,85.23,84.9
166.1667,84.80,84.8
166.3333,84.47,84.6
166.5000,84.76,83.5
166.6667,85.20,84.1
166.8333,85.13,85.3
167.0000,84.87,85.0
167.1667,84.81,85.6
167.3333,84.85,85.7
167.5000,85.35,85.1
167.6667,84.82,85.1
167.8333,84.81,84.8
168.0000,85.03,85.7
