time (h),temperature (°C),relative_humidity (%)
47.0000,65.21,85.4
47.1667,64.73,84.9
47.3333,65.28,85.4
47.5000,64.68,84.5
47.6667,65.30,84.6
47.8333,64.73,85.6
48.0000,65.47,85.2
48.1667,65.20,84.8
48.3333,64.47,85.0
48.5000,65.27,85.1
48.6667,65.52,84.9
48.8333,64.80,84.6
49.0000,64.80,84.7
49.1667,64.99,84.3
49.3333,65.14,84.7
49.5000,65.42,85.4
49.6667,64.71,84.7
49.8333,64.79,85.1
50.0000,65.35,84.9
50.1667,65.27,85.0
50.3333,64.59,85.0
50.5000,65.02,84.9
50.6667,64.96,84.7
50.8333,64.94,85.1
51.0000,65.41,85.6
51.1667,65.37,84.9
51.3333,64.69,85.6
51.5000,64.92,85.6
51.6667,64.86,85.2
51.8333,65.04,84.8
52.0000,65.23,85.0
52.1667,64.83,84.8
52.3333,64.95,86.2
52.5000,64.87,86.3
52.6667,65.35,85.1
52.8333,64.94,85.8
53.0000,64.80,84.8
53.1667,64.92,84.4
53.3333,64.85,84.7
53.5000,64.79,85.4
53.6667,64.50,84.6
53.8333,64.84,85.1
54.0000,64.84,85.4
54.1667,64.91,85.5
54.3333,65.33,84.8
54.5000,64.49,84.9
54.6667,64.87,84.9
54.8333,65.65,84.5
55.0000,65.51,85.0
55.1667,64.78,83.9
55.3333,64.73,84.1
55.5000,64.94,85.5
55.6667,64.57,85.0
55.8333,65.05,85.3
56.0000,65.17,85.3
56.1667,64.62,85.2
56.3333,65.13,85.0
56.5000,65.26,84.8
56.6667,65.11,84.9
56.8333,64.26,84.6
57.0000,65.02,85.6
57.1667,65.10,84.9
57.3333,65.74,84.6
57.5000,64.74,85.7
57.6667,65.20,84.7
57.8333,65.00,83.8
58.0000,65.01,85.3
58.1667,64.65,85.6
58.3333,64.67,84.9
58.5000,64.36,85.3
58.6667,65.34,85.4
58.8333,64.88,85.0
59.0000,64.90,85.1
59.1667,64.64,85.7
59.3333,65.19,86.0
59.5000,65.54,85.3
59.6667,64.67,85.1
59.8333,65.17,84.8
60.0000,64.98,86.6
60.1667,64.97,85.3
60.3333,64.89,84.8
60.5000,65.00,84.7
60.6667,65.22,85.0
60.8333,65.11,84.9
61.0000,64.77,85.0
61.1667,64.75,85.4
61.3333,65.46,84.5
61.5000,65.37,84.7
61.6667,65.24,86.4
61.8333,65.32,85.0
62.0000,64.78,84.0
62.1667,65.17,85.4
62.3333,64.75,85.1
62.5000,64.99,84.8
62.6667,65.22,84.5
62.8333,64.49,84.7
63.0000,65.06,84.6
63.1667,65.14,84.3
63.3333,64.63,84.1
63.5000,64.83,85.5
63.6667,64.92,85.2
63.8333,65.14,84.4
64.0000,64.78,85.1
64.1667,64.90,85.8
64.3333,64.77,84.7
64.5000,65.36,84.8
64.6667,64.67,84.3
64.8333,64.85,84.9
65.0000,65.44,84.7
65.1667,65.11,85.7
65.3333,64.98,84.9
65.5000,65.11,85.1
65.6667,65.25,85.0
65.8333,65.37,85.0
66.0000,64.53,85.0
66.1667,64.84,84.6
66.3333,65.05,85.1
66.5000,65.33,85.3
66.6667,64.64,85.7
66.8333,65.09,85.5
67.0000,64.57,85.8
67.1667,65.29,85.7
67.3333,65.20,85.8
67.5000,65.14,85.3
67.6667,64.60,85.3
67.8333,65.33,84.4
68.0000,64.59,85.0
68.1667,64.88,84.4
68.3333,65.35,85.0
68.5000,64.66,85.4
68.6667,65.18,84.5
68.8333,64.80,84.8
69.0000,64.92,85.5
69.1667,65.07,85.4
69.3333,66.07,84.2
69.5000,65.01,84.8
69.6667,65.13,84.6
69.8333,64.96,84.9
70.0000,65.24,85.3
70.1667,65.19,85.4
70.3333,65.42,85.5
70.5000,65.45,84.8
70.6667,64.81,84.2
70.8333,65.18,85.7
71.0000,64.95,84.5
71.1667,65.05,84.8
71.3333,65.66,84.4
71.5000,64.87,84.7
71.6667,65.17,85.1
71.8333,65.23,84.8
72.0000,64.57,84.5
72.1667,64.92,84.5
72.3333,65.01,85.1
72.5000,64.70,85.5
72.6667,64.44,84.4
72.8333,65.00,85.3
73.0000,65.02,84.1
73.1667,64.82,84.8
73.3333,65.63,85.7
73.5000,65.28,84.9
73.6667,65.03,84.6
73.8333,65.15,85.8
74.0000,64.97,84.5
74.1667,65.23,85.6
74.3333,64.86,85.0
74.5000,64.60,84.6
74.6667,64.86,85.0
74.8333,64.70,85.2
75.0000,64.79,85.0
75.1667,64.64,84.9
75.3333,64.98,85.7
75.5000,64.60,84.7
75.6667,64.83,84.9
75.8333,65.24,84.7
76.0000,65.42,84.9
76.1667,64.68,85.1
76.3333,65.05,85.7
76.5000,65.46,85.5
76.6667,65.11,85.1
76.8333,65.04,85.3
77.0000,65.20,85.5
77.1667,64.67,84.5
77.3333,64.87,84.5
77.5000,64.66,85.5
77.6667,65.12,86.0
77.8333,64.92,84.5
78.0000,64.94,85.2
78.1667,65.34,85.3
78.3333,65.55,85.3
78.5000,64.68,85.4
78.6667,64.93,85.1
78.8333,65.40,84.6
79.0000,65.02,84.7
79.1667,64.85,85.5
79.3333,64.50,85.1
79.5000,65.16,85.2
79.6667,65.15,86.0
79.8333,64.44,85.6
80.0000,65.39,84.9
80.1667,64.69,85.7
80.3333,64.48,84.9
80.5000,64.45,85.1
80.6667,65.00,85.2
80.8333,65.07,84.0
81.0000,64.84,85.5
81.1667,65.22,85.8
81.3333,64.77,84.9
81.5000,65.30,85.4
81.6667,65.17,84.9
81.8333,64.89,84.7
82.0000,65.87,84.9
82.1667,65.52,85.2
82.3333,65.77,84.8
82.5000,64.73,85.0
82.6667,65.63,85.3
82.8333,65.43,85.0
83.0000,65.20,84.4
83.1667,64.96,85.6
83.3333,64.69,85.4
83.5000,64.88,84.6
83.6667,65.73,85.4
83.8333,65.37,84.9
84.0000,65.19,85.4
84.1667,64.69,84.7
84.3333,64.99,85.0
84.5000,65.12,84.8
84.6667,65.00,84.6
84.8333,64.77,85.2
85.0000,64.75,85.0
85.1667,64.87,84.9
85.3333,64.39,85.3
85.5000,64.89,85.3
85.6667,64.73,84.4
85.8333,65.32,85.4
86.0000,64.77,84.3
86.1667,64.67,85.0
86.3333,65.15,85.5
86.5000,64.72,84.8
86.6667,65.29,84.7
86.8333,65.32,85.0
87.0000,65.02,85.1
87.1667,64.78,84.6
87.3333,64.82,84.4
87.5000,65.07,85.6
87.6667,65.02,85.2
87.8333,65.16,84.5
88.0000,65.70,85.2
88.1667,65.02,85.5
88.3333,64.86,85.0
88.5000,65.00,84.9
88.6667,64.94,84.6
88.8333,65.01,84.9
89.0000,65.01,84.5
89.1667,65.32,84.3
89.3333,65.30,84.7
89.5000,64.70,85.0
89.6667,65.04,84.8
89.8333,65.18,85.4
90.0000,64.86,85.2
90.1667,65.30,85.4
90.3333,64.39,85.5
90.5000,65.47,85.8
90.6667,64.80,84.7
90.8333,64.94,85.1
91.0000,65.19,84.0
91.1667,65.33,84.0
91.3333,64.86,85.1
91.5000,65.04,84.7
91.6667,65.16,85.2
91.8333,65.32,84.4
92.0000,64.58,83.8
92.1667,64.68,85.8
92.3333,64.84,85.0
92.5000,64.82,85.3
92.6667,65.15,85.1
92.8333,65.30,84.9
93.0000,65.12,85.0
93.1667,65.35,85.5
93.3333,65.34,84.7
93.5000,65.27,85.3
93.6667,65.05,85.8
93.8333,65.04,84.6
94.0000,65.08,85.0
94.1667,65.12,85.5
94.3333,65.28,84.6
94.5000,65.37,85.1
94.6667,65.60,84.6
94.8333,65.15,84.7
95.0000,64.88,84.8
95.1667,65.13,84.3
95.3333,64.75,85.2
95.5000,65.22,84.6
95.6667,65.17,83.8
95.8333,64.75,84.6
96.0000,64.97,84.9
96.1667,64.72,84.4
96.3333,64.76,86.0
96.5000,64.81,84.9
96.6667,65.01,84.7
96.8333,65.11,84.0
97.0000,64.48,85.1
97.1667,65.36,84.9
97.3333,65.40,84.4
97.5000,65.03,85.0
97.6667,65.35,84.8
97.8333,64.72,84.8
98.0000,65.19,85.6
98.1667,65.23,85.3
98.3333,64.66,85.0
98.5000,64.91,85.8
98.6667,65.30,85.7
98.8333,65.03,84.9
99.0000,65.46,84.8
99.1667,64.83,84.8
99.3333,65.40,85.7
99.5000,64.66,84.9
99.6667,64.88,84.6
99.8333,65.20,84.8
100.0000,65.06,85.5
100.1667,65.37,84.5
100.3333,64.95,84.8
100.5000,64.82,84.6
100.6667,64.57,85.5
100.8333,64.74,84.6
101.0000,65.06,84.8
101.1667,65.10,85.4
101.3333,64.57,84.9
101.5000,64.79,85.0
101.6667,65.10,84.6
101.8333,65.13,84.8
102.0000,64.54,85.0
102.1667,65.03,85.1
102.3333,65.22,84.3
102.5000,64.80,84.0
102.6667,64.97,84.6
102.8333,65.30,85.4
103.0000,65.45,84.5
103.1667,64.59,85.4
103.3333,64.48,85.0
103.5000,65.26,85.3
103.6667,64.66,84.4
103.8333,65.06,84.4
104.0000,64.78,85.5
104.1667,65.16,85.4
104.3333,65.05,84.9
104.5000,64.97,84.7
104.6667,64.62,84.9
104.8333,65.31,84.7
105.0000,64.99,85.8
105.1667,64.53,85.2
105.3333,64.90,85.5
105.5000,64.86,85.4
105.6667,65.03,85.5
105.8333,65.11,85.3
106.0000,65.11,85.4
106.1667,64.33,85.2
106.3333,64.60,85.2
106.5000,65.62,85.4
106.6667,64.88,83.5
106.8333,65.46,84.7
107.0000,64.38,85.3
107.1667,64.83,84.8
107.3333,64.99,85.3
107.5000,65.30,85.9
107.6667,64.65,85.0
107.8333,64.96,85.4
108.0000,65.05,85.3
108.1667,65.40,85.0
108.3333,64.81,84.5
108.5000,65.37,84.9
108.6667,65.39,84.1
108.8333,65.02,84.5
109.0000,64.66,84.4
109.1667,65.03,84.7
109.3333,65.34,85.1
109.5000,65.13,85.0
109.6667,65.09,85.3
109.8333,64.86,84.5
110.0000,64.81,84.8
110.1667,64.91,85.3
110.3333,65.29,85.0
110.5000,65.06,85.2
110.6667,65.06,84.2
110.8333,65.24,84.8
111.0000,64.65,84.6
111.1667,64.50,84.6
111.3333,65.44,85.3
111.5000,65.02,85.1
111.6667,64.97,84.3
111.8333,64.62,85.3
112.0000,64.97,84.9
112.1667,65.19,85.3
112.3333,65.60,85.0
112.5000,65.43,84.9
112.6667,65.35,84.8
112.8333,65.04,85.7
113.0000,65.29,85.0
113.1667,64.97,84.7
113.3333,65.00,84.5
113.5000,64.77,86.4
113.6667,65.26,85.1
113.8333,65.01,84.9
114.0000,64.89,85.2
114.1667,64.99,84.9
114.3333,65.25,84.2
114.5000,64.89,85.8
114.6667,64.86,83.7
114.8333,64.79,85.1
115.0000,65.62,85.6
115.1667,65.53,84.0
115.3333,64.22,84.7
115.5000,64.43,84.4
115.6667,64.66,85.4
115.8333,65.08,85.7
116.0000,64.86,85.3
116.1667,65.23,85.0
116.3333,65.04,85.2
116.5000,64.65,85.1
116.6667,65.21,85.3
116.8333,64.93,84.7
117.0000,65.11,85.3
117.1667,64.96,85.2
117.3333,64.94,85.5
117.5000,64.93,85.7
117.6667,65.50,84.5
117.8333,65.14,86.5
118.0000,64.83,84.0
118.1667,65.10,84.2
118.3333,64.57,84.9
118.5000,64.74,84.6
118.6667,65.02,85.0
118.8333,65.24,84.8
119.0000,65.13,84.9
119.1667,65.11,85.1
119.3333,65.28,85.2
119.5000,64.95,85.8
119.6667,64.70,85.3
119.8333,64.83,84.8
120.0000,64.76,85.6
120.1667,64.99,84.8
120.3333,64.51,85.0
120.5000,64.63,84.7
120.6667,64.72,84.5
120.8333,64.83,84.9
121.0000,64.66,84.5
121.1667,65.45,84.9
121.3333,64.96,85.6
121.5000,65.14,84.7
121.6667,65.03,85.7
121.8333,64.64,85.1
122.0000,64.87,84.7
122.1667,65.26,84.3
122.3333,65.31,83.9
122.5000,65.56,85.3
122.6667,65.48,84.4
122.8333,65.07,85.4
123.0000,65.20,85.1
123.1667,64.93,85.3
123.3333,64.45,85.4
123.5000,65.27,85.2
123.6667,65.02,85.9
123.8333,65.06,84.5
124.0000,64.72,85.3
124.1667,65.43,86.0
124.3333,65.14,84.8
124.5000,64.45,85.2
124.6667,65.18,84.5
124.8333,65.02,85.1
125.0000,65.07,85.0
125.1667,65.44,85.0
125.3333,64.62,85.4
125.5000,65.06,85.3
125.6667,65.09,84.9
125.8333,65.29,84.9
126.0000,64.41,85.4
126.1667,64.69,84.3
126.3333,64.81,85.1
126.5000,65.38,85.2
126.6667,64.33,85.5
126.8333,64.40,85.4
127.0000,64.64,85.7
127.1667,65.20,85.8
127.3333,64.69,84.6
127.5000,65.02,84.5
127.6667,64.98,85.4
127.8333,64.87,85.3
128.0000,65.02,84.9
128.1667,64.85,85.0
128.3333,64.40,84.6
128.5000,65.25,85.9
128.6667,64.60,84.5
128.8333,64.66,86.0
129.0000,65.01,85.0
129.1667,64.67,85.1
129.3333,64.79,85.7
129.5000,64.42,84.2
129.6667,65.37,84.2
129.8333,65.38,84.4
130.0000,64.81,85.2
130.1667,64.87,85.0
130.3333,65.20,84.1
130.5000,65.04,85.0
130.6667,65.25,85.0
130.8333,65.02,84.7
131.0000,64.51,84.8
131.1667,64.85,84.8
131.3333,65.13,85.5
131.5000,65.07,84.6
131.6667,64.52,85.9
131.8333,65.36,85.6
132.0000,65.40,84.8
132.1667,65.14,85.4
132.3333,65.02,85.7
132.5000,65.31,85.2
132.6667,64.61,85.1
132.8333,65.42,85.3
133.0000,65.12,85.1
133.1667,64.31,83.9
133.3333,64.92,85.1
133.5000,64.87,85.3
133.6667,65.28,84.6
133.8333,65.49,84.8
134.0000,64.90,85.8
134.1667,65.02,84.6
134.3333,65.12,85.4
134.5000,64.78,85.1
134.6667,64.85,85.2
134.8333,64.79,85.7
135.0000,64.43,85.5
135.1667,64.72,85.8
135.3333,65.00,85.1
135.5000,65.25,85.7
135.6667,64.62,84.9
135.8333,64.93,86.3
136.0000,64.78,84.3
136.1667,64.80,85.7
136.3333,65.29,85.9
136.5000,64.86,85.6
136.6667,64.52,85.0
136.8333,65.46,85.9
137.0000,65.44,84.6
137.1667,65.06,85.4
137.3333,65.38,84.4
137.5000,65.12,85.7
137.6667,64.55,85.1
137.8333,65.46,84.2
138.0000,65.41,84.5
138.1667,64.87,84.9
138.3333,65.14,85.6
138.5000,64.95,85.3
138.6667,65.67,86.2
138.8333,65.39,84.6
139.0000,64.73,84.4
139.1667,65.01,84.3
139.3333,65.04,85.3
139.5000,64.17,84.9
139.6667,65.09,84.8
139.8333,65.10,84.6
140.0000,64.86,84.7
140.1667,64.67,85.2
140.3333,64.77,85.1
140.5000,65.28,84.4
140.6667,64.61,85.3
140.8333,64.71,85.4
141.0000,64.79,85.2
141.1667,65.23,85.6
141.3333,65.27,84.8
141.5000,64.79,85.2
141.6667,65.36,84.9
141.8333,64.75,84.7
142.0000,65.09,84.4
142.1667,65.56,85.3
142.3333,65.20,84.7
142.5000,65.36,85.0
142.6667,65.33,85.0
142.8333,65.22,85.4
143.0000,65.11,85.3
143.1667,64.44,84.6
143.3333,64.56,85.2
143.5000,64.91,84.7
143.6667,65.15,84.8
143.8333,64.79,84.2
144.0000,65.18,84.7
144.1667,65.06,85.0
144.3333,64.67,84.4
144.5000,65.50,85.0
144.6667,65.40,85.5
144.8333,65.12,84.6
145.0000,64.78,84.8
145.1667,65.29,85.4
145.3333,64.85,85.9
145.5000,65.47,85.1
145.6667,65.01,85.0
145.8333,64.86,83.9
146.0000,64.81,84.3
146.1667,65.00,84.5
146.3333,65.21,85.2
146.5000,64.76,84.8
146.6667,64.74,84.9
146.8333,65.12,85.1
147.0000,65.09,84.8
147.1667,65.54,84.6
147.3333,65.18,84.7
147.5000,64.82,85.3
147.6667,64.63,84.2
147.8333,64.84,84.8
148.0000,64.68,85.8
148.1667,65.22,84.6
148.3333,64.86,84.8
148.5000,65.20,84.4
148.6667,65.53,84.0
148.8333,64.78,85.0
149.0000,65.10,84.7
149.1667,64.92,85.2
149.3333,64.99,85.1
149.5000,64.98,85.0
149.6667,64.99,85.1
149.8333,64.78,85.4
150.0000,64.65,85.9
150.1667,64.92,85.5
150.3333,64.71,84.8
150.5000,64.97,85.5
150.6667,65.35,84.9
150.8333,65.19,85.4
151.0000,64.78,85.4
151.1667,64.98,84.9
151.3333,64.89,85.4
151.5000,65.52,84.9
151.6667,64.93,83.7
151.8333,64.87,84.4
152.0000,64.73,84.9
152.1667,65.30,84.6
152.3333,64.73,84.8
152.5000,64.53,85.1
152.6667,64.90,85.3
152.8333,64.94,84.8
153.0000,65.33,85.4
153.1667,65.16,84.2
153.3333,64.68,85.5
153.5000,65.16,85.6
153.6667,64.68,84.7
153.8333,65.10,85.3
154.0000,64.56,85.4
154.1667,65.07,85.4
154.3333,64.75,84.6
154.5000,64.77,84.4
154.6667,65.02,85.8
154.8333,65.03,84.8
155.0000,65.32,84.5
155.1667,64.91,84.2
155.3333,65.15,84.3
155.5000,65.57,84.9
155.6667,64.89,85.8
155.8333,65.05,84.8
156.0000,64.96,84.6
156.1667,64.90,85.5
156.3333,65.66,85.6
156.5000,64.86,85.6
156.6667,64.62,85.4
156.8333,64.65,85.5
157.0000,64.80,85.3
157.1667,64.59,84.3
157.3333,65.00,84.7
157.5000,64.73,84.8
157.6667,64.96,85.1
157.8333,65.31,85.7
158.0000,64.86,84.6
158.1667,64.71,84.9
158.3333,65.28,85.4
158.5000,64.65,85.8
158.6667,65.25,85.4
158.8333,65.01,84.3
159.0000,64.87,85.2
159.1667,65.11,84.8
159.3333,65.01,86.2
159.5000,65.28,84.6
159.6667,65.32,85.3
159.8333,65.21,84.0
160.0000,65.34,85.8
160.1667,65.17,85.2
160.3333,64.92,85.1
160.5000,64.96,85.5
160.6667,64.78,85.4
160.8333,65.20,85.6
161.0000,65.44,85.6
161.1667,64.92,84.3
161.3333,65.36,85.5
161.5000,65.21,85.1
161.6667,65.07,84.0
161.8333,65.17,85.7
162.0000,65.11,85.8
162.1667,64.73,85.0
162.3333,65.15,85.3
162.5000,65.21,85.2
162.6667,64.69,84.0
162.8333,65.14,84.2
163.0000,65.18,85.5
163.1667,65.03,85.2
163.3333,65.00,85.5
163.5000,64.76,84.9
163.6667,64.82,84.9
163.8333,65.07,85.0
164.0000,65.27,84.8
164.1667,64.55,84.4
164.3333,65.19,85.0
164.5000,65.06,84.1
164.6667,65.26,85.3
164.8333,64.89,85.1
165.0000,64.81,84.8
165.1667,64.71,84.2
165.3333,65.15,85.5
165.5000,65.09,85.7
165.6667,64.69,84.3
165.8333,64.90,83.8
166.0000,64.92,85.3
166.1667,64.51,85.7
166.3333,64.61,84.9
166.5000,65.35,85.5
166.6667,64.55,85.0
166.8333,65.22,84.4
167.0000,64.79,85.5
167.1667,64.73,85.4
167.3333,64.75,84.8
167.5000,64.86,84.4
167.6667,65.03,84.9
167.8333,65.14,85.1
168.0000,64.47,85.4
