time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
7.0000,65.07,0.0,36.8,0.0000,0.000,0.000
7.1667,64.75,0.0,37.2,0.0000,0.000,0.000
7.3333,65.14,0.0,36.3,0.0000,0.000,0.000
7.5000,65.19,0.0,37.6,0.0000,0.000,0.000
7.6667,65.24,0.0,36.2,0.0000,0.000,0.000
7.8333,65.18,0.0,36.7,0.0000,0.000,0.000
8.0000,65.24,934.2,37.3,0.8592,19.390,16.659
8.1667,64.79,931.8,38.3,0.8648,19.181,16.587
8.3333,65.06,931.3,37.9,0.8618,19.118,16.477
8.5000,65.31,939.8,38.1,0.8619,19.304,16.639
8.6667,64.34,937.8,39.0,0.8644,19.018,16.440
8.8333,65.05,941.0,38.8,0.8625,19.153,16.519
9.0000,64.93,0.0,37.8,0.0000,0.000,0.000
9.1667,65.15,0.0,38.8,0.0000,0.000,0.000
9.3333,65.36,0.0,38.6,0.0000,0.000,0.000
9.5000,64.93,0.0,39.4,0.0000,0.000,0.000
9.6667,65.24,0.0,39.8,0.0000,0.000,0.000
9.8333,65.13,0.0,40.9,0.0000,0.000,0.000
10.0000,65.03,936.0,40.3,0.8575,19.068,16.351
10.1667,64.70,934.5,40.3,0.8611,19.201,16.535
10.3333,65.00,939.7,40.6,0.8615,19.240,16.576
10.5000,64.78,937.1,39.9,0.8606,19.095,16.433
10.6667,64.95,939.2,42.0,0.8640,19.248,16.629
10.8333,65.26,937.1,41.9,0.8619,19.277,16.616
11.0000,64.87,0.0,41.6,0.0000,0.000,0.000
11.1667,64.83,0.0,41.9,0.0000,0.000,0.000
11.3333,64.87,0.0,41.8,0.0000,0.000,0.000
11.5000,65.07,0.0,42.0,0.0000,0.000,0.000
11.6667,65.22,0.0,42.7,0.0000,0.000,0.000
11.8333,65.33,0.0,41.6,0.0000,0.000,0.000
12.0000,65.33,941.3,42.4,0.8641,19.000,16.417
12.1667,65.16,937.9,42.8,0.8593,19.049,16.368
12.3333,65.04,934.0,42.1,0.8572,19.167,16.430
12.5000,64.85,938.4,43.1,0.8610,19.136,16.476
12.6667,65.47,941.0,44.5,0.8600,19.160,16.478
12.8333,65.08,938.3,43.9,0.8604,18.968,16.321
13.0000,65.35,0.0,44.3,0.0000,0.000,0.000
13.1667,65.19,0.0,44.6,0.0000,0.000,0.000
13.3333,64.74,0.0,45.4,0.0000,0.000,0.000
13.5000,64.91,0.0,44.1,0.0000,0.000,0.000
13.6667,65.45,0.0,45.1,0.0000,0.000,0.000
13.8333,64.74,0.0,46.2,0.0000,0.000,0.000
14.0000,65.29,941.1,45.2,0.8579,19.291,16.550
14.1667,65.07,933.8,43.5,0.8588,19.060,16.370
14.3333,64.41,940.0,45.7,0.8596,18.991,16.325
14.5000,64.95,938.1,46.6,0.8612,18.995,16.358
14.6667,65.87,938.6,46.5,0.8581,18.960,16.269
14.8333,64.93,945.3,46.6,0.8599,19.249,16.552
15.0000,65.48,0.0,46.0,0.0000,0.000,0.000
15.1667,64.82,0.0,46.7,0.0000,0.000,0.000
15.3333,65.18,0.0,46.4,0.0000,0.000,0.000
15.5000,64.59,0.0,47.7,0.0000,0.000,0.000
15.6667,65.56,0.0,45.8,0.0000,0.000,0.000
15.8333,65.49,0.0,47.5,0.0000,0.000,0.000
16.0000,64.64,935.5,46.8,0.8573,19.085,16.361
16.1667,64.89,939.0,49.3,0.8587,19.147,16.442
16.3333,65.25,933.6,46.5,0.8592,18.959,16.290
16.5000,64.81,930.2,47.9,0.8594,18.816,16.171
16.6667,65.05,931.9,48.2,0.8615,18.956,16.331
16.8333,65.06,934.9,48.3,0.8573,18.970,16.262
17.0000,64.99,0.0,47.6,0.0000,0.000,0.000
17.1667,65.55,0.0,46.4,0.0000,0.000,0.000
17.3333,65.16,0.0,48.0,0.0000,0.000,0.000
17.5000,64.92,0.0,49.1,0.0000,0.000,0.000
17.6667,64.86,0.0,48.5,0.0000,0.000,0.000
17.8333,64.61,0.0,47.9,0.0000,0.000,0.000
18.0000,64.50,928.3,46.9,0.8627,18.867,16.277
18.1667,64.64,932.6,46.9,0.8581,18.824,16.152
18.3333,64.63,925.8,48.6,0.8576,18.740,16.071
18.5000,65.23,928.4,48.1,0.8541,18.840,16.091
18.6667,65.34,927.4,47.7,0.8550,18.843,16.112
18.8333,65.10,931.8,49.8,0.8577,18.844,16.162
19.0000,64.79,0.0,48.0,0.0000,0.000,0.000
19.1667,64.71,0.0,48.4,0.0000,0.000,0.000
19.3333,65.02,0.0,47.7,0.0000,0.000,0.000
19.5000,65.10,0.0,47.6,0.0000,0.000,0.000
19.6667,65.05,0.0,47.0,0.0000,0.000,0.000
19.8333,64.82,0.0,46.3,0.0000,0.000,0.000
20.0000,65.13,917.1,48.4,0.8574,18.669,16.007
20.1667,65.05,921.5,46.8,0.8588,18.713,16.070
20.3333,65.28,923.2,46.4,0.8533,18.765,16.012
20.5000,64.81,920.9,45.3,0.8565,18.728,16.041
20.6667,64.78,917.0,45.7,0.8563,18.551,15.884
20.8333,65.50,914.2,46.0,0.8533,18.429,15.725
21.0000,65.34,0.0,46.0,0.0000,0.000,0.000
21.1667,65.34,0.0,46.3,0.0000,0.000,0.000
21.3333,64.47,0.0,46.7,0.0000,0.000,0.000
21.5000,64.50,0.0,44.1,0.0000,0.000,0.000
21.6667,65.13,0.0,45.3,0.0000,0.000,0.000
21.8333,65.07,0.0,45.3,0.0000,0.000,0.000
22.0000,65.32,914.0,46.5,0.8584,18.541,15.915
22.1667,64.93,911.8,45.8,0.8554,18.524,15.845
22.3333,64.75,915.9,44.1,0.8538,18.609,15.888
22.5000,64.91,912.1,44.4,0.8534,18.587,15.862
22.6667,64.88,916.7,44.1,0.8518,18.601,15.844
22.8333,65.04,903.1,42.9,0.8530,18.447,15.735
23.0000,65.07,0.0,43.7,0.0000,0.000,0.000
23.1667,65.44,0.0,43.0,0.0000,0.000,0.000
23.3333,65.22,0.0,42.9,0.0000,0.000,0.000
23.5000,65.08,0.0,43.0,0.0000,0.000,0.000
23.6667,65.36,0.0,41.5,0.0000,0.000,0.000
23.8333,64.94,0.0,42.3,0.0000,0.000,0.000
24.0000,64.76,904.4,42.8,0.8543,18.178,15.529
24.1667,64.81,907.5,41.6,0.8561,18.229,15.607
24.3333,64.77,899.2,41.9,0.8567,18.118,15.522
24.5000,65.12,904.2,41.5,0.8557,18.203,15.576
24.6667,64.88,901.4,41.3,0.8563,18.236,15.616
24.8333,64.92,899.7,40.0,0.8568,17.816,15.265
25.0000,65.10,0.0,40.7,0.0000,0.000,0.000
25.1667,65.36,0.0,40.7,0.0000,0.000,0.000
25.3333,65.01,0.0,40.2,0.0000,0.000,0.000
25.5000,65.14,0.0,40.4,0.0000,0.000,0.000
25.6667,65.45,0.0,40.2,0.0000,0.000,0.000
25.8333,64.55,0.0,38.9,0.0000,0.000,0.000
26.0000,65.26,892.2,39.7,0.8502,17.945,15.257
26.1667,64.79,892.3,40.9,0.8512,17.867,15.208
26.3333,64.95,891.0,39.1,0.8543,17.979,15.360
26.5000,64.75,895.1,40.0,0.8551,17.848,15.263
26.6667,65.28,892.5,37.9,0.8544,17.902,15.296
26.8333,64.57,890.1,39.3,0.8529,17.969,15.327
27.0000,65.05,0.0,38.8,0.0000,0.000,0.000
27.1667,64.71,0.0,36.0,0.0000,0.000,0.000
27.3333,64.27,0.0,37.2,0.0000,0.000,0.000
27.5000,65.30,0.0,37.8,0.0000,0.000,0.000
27.6667,64.90,0.0,36.4,0.0000,0.000,0.000
27.8333,64.53,0.0,37.3,0.0000,0.000,0.000
28.0000,64.95,882.8,37.0,0.8532,17.845,15.225
28.1667,65.62,885.0,37.6,0.8542,17.648,15.076
28.3333,65.17,882.3,37.8,0.8527,17.649,15.049
28.5000,64.83,877.6,36.7,0.8543,17.653,15.081
28.6667,65.25,879.1,35.7,0.8526,17.774,15.153
28.8333,64.93,886.3,35.5,0.8519,17.878,15.230
29.0000,65.62,0.0,36.6,0.0000,0.000,0.000
29.1667,64.68,0.0,36.4,0.0000,0.000,0.000
29.3333,64.79,0.0,35.5,0.0000,0.000,0.000
29.5000,65.29,0.0,37.6,0.0000,0.000,0.000
29.6667,64.83,0.0,37.0,0.0000,0.000,0.000
29.8333,65.77,0.0,34.9,0.0000,0.000,0.000
30.0000,64.93,876.8,35.3,0.8553,17.555,15.014
30.1667,64.94,868.3,35.7,0.8519,17.436,14.854
30.3333,64.84,875.1,37.2,0.8555,17.522,14.990
30.5000,64.63,876.2,36.8,0.8509,17.486,14.879
30.6667,65.12,873.3,36.3,0.8524,17.342,14.782
30.8333,65.26,876.2,37.1,0.8502,17.735,15.079
31.0000,65.38,0.0,34.7,0.0000,0.000,0.000
31.1667,65.11,0.0,35.3,0.0000,0.000,0.000
31.3333,64.97,0.0,36.0,0.0000,0.000,0.000
31.5000,65.26,0.0,36.5,0.0000,0.000,0.000
31.6667,64.63,0.0,36.1,0.0000,0.000,0.000
31.8333,65.06,0.0,37.4,0.0000,0.000,0.000
32.0000,65.44,869.1,36.1,0.8502,17.599,14.963
32.1667,65.22,868.7,37.1,0.8498,17.249,14.658
32.3333,65.48,865.4,37.6,0.8508,17.230,14.659
32.5000,64.94,868.8,37.8,0.8528,17.507,14.930
32.6667,65.04,866.3,37.5,0.8509,17.189,14.627
32.8333,65.08,865.8,37.0,0.8516,17.271,14.708
33.0000,64.77,0.0,36.5,0.0000,0.000,0.000
33.1667,64.55,0.0,37.0,0.0000,0.000,0.000
33.3333,64.88,0.0,37.3,0.0000,0.000,0.000
33.5000,65.16,0.0,38.0,0.0000,0.000,0.000
33.6667,64.87,0.0,37.3,0.0000,0.000,0.000
33.8333,64.67,0.0,38.3,0.0000,0.000,0.000
34.0000,64.89,864.7,38.0,0.8525,17.341,14.783
34.1667,65.52,863.0,38.0,0.8515,17.405,14.821
34.3333,65.20,865.1,38.6,0.8497,17.352,14.744
34.5000,64.85,866.7,38.6,0.8484,17.345,14.716
34.6667,65.16,857.2,39.5,0.8532,17.167,14.646
34.8333,65.20,860.9,40.3,0.8489,17.365,14.742
35.0000,64.63,0.0,39.4,0.0000,0.000,0.000
35.1667,65.27,0.0,38.0,0.0000,0.000,0.000
35.3333,65.10,0.0,40.0,0.0000,0.000,0.000
35.5000,64.86,0.0,39.7,0.0000,0.000,0.000
35.6667,65.10,0.0,40.1,0.0000,0.000,0.000
35.8333,64.42,0.0,40.3,0.0000,0.000,0.000
36.0000,64.94,865.4,39.4,0.8510,17.410,14.817
36.1667,64.15,862.7,40.7,0.8530,17.283,14.743
36.3333,65.56,863.3,39.9,0.8497,17.328,14.724
36.5000,64.51,861.4,41.1,0.8518,17.109,14.573
36.6667,64.79,861.8,41.9,0.8493,17.183,14.594
36.8333,65.31,862.1,41.6,0.8516,17.372,14.794
37.0000,65.21,0.0,41.2,0.0000,0.000,0.000
37.1667,64.80,0.0,41.8,0.0000,0.000,0.000
37.3333,65.46,0.0,41.8,0.0000,0.000,0.000
37.5000,64.82,0.0,42.2,0.0000,0.000,0.000
37.6667,65.37,0.0,41.6,0.0000,0.000,0.000
37.8333,65.11,0.0,41.4,0.0000,0.000,0.000
38.0000,65.18,855.6,41.8,0.8467,17.315,14.660
38.1667,65.25,858.9,42.1,0.8515,17.045,14.514
38.3333,64.85,855.6,43.0,0.8488,17.215,14.612
38.5000,65.00,862.2,43.7,0.8483,17.135,14.536
38.6667,65.17,858.1,42.2,0.8545,17.116,14.625
38.8333,65.36,855.8,44.8,0.8486,17.053,14.471
39.0000,65.57,0.0,42.4,0.0000,0.000,0.000
39.1667,65.24,0.0,43.0,0.0000,0.000,0.000
39.3333,65.21,0.0,42.5,0.0000,0.000,0.000
39.5000,65.04,0.0,44.1,0.0000,0.000,0.000
39.6667,64.68,0.0,43.2,0.0000,0.000,0.000
39.8333,65.03,0.0,43.7,0.0000,0.000,0.000
40.0000,65.51,865.8,42.1,0.8490,17.363,14.741
40.1667,64.38,857.5,41.6,0.8512,17.215,14.654
40.3333,64.90,865.2,44.2,0.8509,17.076,14.530
40.5000,65.40,860.2,43.8,0.8484,17.202,14.594
40.6667,64.78,867.4,43.6,0.8463,17.515,14.824
40.8333,65.18,863.9,41.6,0.8434,17.379,14.657
41.0000,65.10,0.0,43.0,0.0000,0.000,0.000
41.1667,64.64,0.0,44.0,0.0000,0.000,0.000
41.3333,65.14,0.0,43.2,0.0000,0.000,0.000
41.5000,64.57,0.0,43.1,0.0000,0.000,0.000
41.6667,64.52,0.0,43.4,0.0000,0.000,0.000
41.8333,64.94,0.0,43.1,0.0000,0.000,0.000
42.0000,64.75,859.8,42.4,0.8498,17.032,14.473
42.1667,64.79,867.5,41.7,0.8471,17.355,14.702
42.3333,65.08,868.9,43.1,0.8504,17.230,14.652
42.5000,65.13,871.1,43.3,0.8485,17.308,14.686
42.6667,64.91,873.7,43.2,0.8499,17.293,14.698
42.8333,65.17,866.6,43.4,0.8469,17.301,14.652
43.0000,65.32,0.0,43.1,0.0000,0.000,0.000
43.1667,64.99,0.0,43.3,0.0000,0.000,0.000
43.3333,64.77,0.0,44.2,0.0000,0.000,0.000
43.5000,64.63,0.0,42.1,0.0000,0.000,0.000
43.6667,64.93,0.0,40.6,0.0000,0.000,0.000
43.8333,64.94,0.0,40.8,0.0000,0.000,0.000
44.0000,64.85,867.6,41.0,0.8504,17.293,14.706
44.1667,64.91,872.0,41.4,0.8498,17.379,14.769
44.3333,64.72,866.5,40.5,0.8472,17.266,14.627
44.5000,65.83,871.2,41.7,0.8471,17.241,14.604
44.6667,64.84,878.7,40.0,0.8494,17.568,14.922
44.8333,65.36,879.4,42.3,0.8473,17.534,14.857
45.0000,64.87,0.0,39.3,0.0000,0.000,0.000
45.1667,64.66,0.0,40.9,0.0000,0.000,0.000
45.3333,65.47,0.0,40.1,0.0000,0.000,0.000
45.5000,65.05,0.0,40.7,0.0000,0.000,0.000
45.6667,64.76,0.0,40.8,0.0000,0.000,0.000
45.8333,64.95,0.0,40.9,0.0000,0.000,0.000
46.0000,65.17,881.3,40.1,0.8499,17.547,14.913
46.1667,64.87,880.6,39.8,0.8513,17.508,14.905
46.3333,64.83,878.7,38.7,0.8459,17.400,14.718
46.5000,64.43,878.8,39.6,0.8509,17.482,14.875
46.6667,64.98,876.1,37.7,0.8483,17.482,14.830
46.8333,65.80,888.0,39.3,0.8442,17.660,14.908
47.0000,64.99,0.0,38.6,0.0000,0.000,0.000
47.1667,65.31,0.0,39.0,0.0000,0.000,0.000
47.3333,64.84,0.0,38.3,0.0000,0.000,0.000
47.5000,65.12,0.0,37.6,0.0000,0.000,0.000
47.6667,64.82,0.0,38.1,0.0000,0.000,0.000
47.8333,65.21,0.0,38.2,0.0000,0.000,0.000
48.0000,65.07,888.3,36.2,0.8509,17.629,15.001
48.1667,64.79,889.9,37.9,0.8473,17.589,14.904
48.3333,64.75,892.2,35.5,0.8488,17.742,15.060
48.5000,64.83,895.5,36.1,0.8487,17.710,15.030
48.6667,64.27,891.0,37.3,0.8493,17.786,15.106
48.8333,65.50,896.4,34.6,0.8484,17.742,15.053
49.0000,65.21,0.0,34.6,0.0000,0.000,0.000
49.1667,65.23,0.0,35.4,0.0000,0.000,0.000
49.3333,64.88,0.0,35.2,0.0000,0.000,0.000
49.5000,65.15,0.0,36.1,0.0000,0.000,0.000
49.6667,64.86,0.0,35.5,0.0000,0.000,0.000
49.8333,65.04,0.0,34.7,0.0000,0.000,0.000
50.0000,64.47,897.8,33.9,0.8494,17.617,14.964
50.1667,64.89,901.8,34.9,0.8483,17.752,15.059
50.3333,64.36,900.0,32.5,0.8500,17.710,15.052
50.5000,64.61,904.3,33.6,0.8509,17.829,15.170
50.6667,64.99,903.5,33.7,0.8468,17.883,15.144
50.8333,64.62,904.5,33.3,0.8476,17.895,15.167
51.0000,65.34,0.0,33.7,0.0000,0.000,0.000
51.1667,65.49,0.0,33.7,0.0000,0.000,0.000
51.3333,65.02,0.0,33.8,0.0000,0.000,0.000
51.5000,65.05,0.0,32.8,0.0000,0.000,0.000
51.6667,65.22,0.0,34.0,0.0000,0.000,0.000
51.8333,64.48,0.0,33.4,0.0000,0.000,0.000
52.0000,65.27,914.2,33.5,0.8442,18.048,15.236
52.1667,64.69,914.9,32.9,0.8466,17.980,15.223
52.3333,64.54,915.3,32.6,0.8498,18.201,15.468
52.5000,64.94,913.6,31.0,0.8449,18.179,15.360
52.6667,64.29,909.7,31.6,0.8503,17.915,15.233
52.8333,64.76,916.9,32.4,0.8480,17.964,15.233
53.0000,64.74,0.0,31.8,0.0000,0.000,0.000
53.1667,65.71,0.0,32.5,0.0000,0.000,0.000
53.3333,65.20,0.0,32.1,0.0000,0.000,0.000
53.5000,65.18,0.0,30.7,0.0000,0.000,0.000
53.6667,64.73,0.0,31.1,0.0000,0.000,0.000
53.8333,65.01,0.0,32.3,0.0000,0.000,0.000
54.0000,64.89,923.9,32.8,0.8496,18.158,15.428
54.1667,65.18,918.3,32.9,0.8465,18.105,15.325
54.3333,65.25,920.0,32.2,0.8485,18.064,15.327
54.5000,65.20,924.9,31.6,0.8474,18.420,15.609
54.6667,64.99,916.0,31.6,0.8470,18.121,15.349
54.8333,65.21,924.4,32.1,0.8476,18.217,15.441
55.0000,64.91,0.0,31.2,0.0000,0.000,0.000
55.1667,65.22,0.0,33.6,0.0000,0.000,0.000
55.3333,65.13,0.0,31.3,0.0000,0.000,0.000
55.5000,65.29,0.0,31.4,0.0000,0.000,0.000
55.6667,65.06,0.0,32.4,0.0000,0.000,0.000
55.8333,64.75,0.0,32.5,0.0000,0.000,0.000
56.0000,65.26,929.7,32.9,0.8441,18.238,15.395
56.1667,64.67,928.4,32.3,0.8492,18.373,15.602
56.3333,64.74,929.6,32.8,0.8497,18.203,15.467
56.5000,65.20,931.7,33.4,0.8493,18.395,15.623
56.6667,65.13,931.8,34.9,0.8512,18.297,15.575
56.8333,65.67,933.4,34.6,0.8439,18.304,15.447
57.0000,65.27,0.0,34.5,0.0000,0.000,0.000
57.1667,64.74,0.0,34.6,0.0000,0.000,0.000
57.3333,65.31,0.0,32.3,0.0000,0.000,0.000
57.5000,64.45,0.0,33.3,0.0000,0.000,0.000
57.6667,64.73,0.0,33.5,0.0000,0.000,0.000
57.8333,65.15,0.0,34.6,0.0000,0.000,0.000
58.0000,65.70,937.5,34.7,0.8442,18.529,15.642
58.1667,64.64,934.0,35.6,0.8464,18.374,15.552
58.3333,64.73,936.6,34.6,0.8449,18.410,15.554
58.5000,64.65,934.4,35.5,0.8466,18.435,15.606
58.6667,65.41,928.2,35.5,0.8482,17.987,15.257
58.8333,64.66,934.6,34.7,0.8500,18.272,15.532
59.0000,64.55,0.0,35.8,0.0000,0.000,0.000
59.1667,64.92,0.0,36.8,0.0000,0.000,0.000
59.3333,64.95,0.0,35.7,0.0000,0.000,0.000
59.5000,65.00,0.0,36.0,0.0000,0.000,0.000
59.6667,65.02,0.0,37.5,0.0000,0.000,0.000
59.8333,65.04,0.0,38.3,0.0000,0.000,0.000
60.0000,64.96,941.7,37.5,0.8490,18.421,15.640
60.1667,65.05,940.7,37.4,0.8465,18.465,15.631
60.3333,64.81,941.5,38.5,0.8467,18.468,15.637
60.5000,65.35,936.8,39.7,0.8453,18.418,15.569
60.6667,64.98,936.0,39.7,0.8481,18.446,15.645
60.8333,65.49,940.1,39.5,0.8446,18.393,15.535
61.0000,64.91,0.0,39.2,0.0000,0.000,0.000
61.1667,64.99,0.0,38.2,0.0000,0.000,0.000
61.3333,64.84,0.0,40.4,0.0000,0.000,0.000
61.5000,65.20,0.0,40.3,0.0000,0.000,0.000
61.6667,64.89,0.0,41.0,0.0000,0.000,0.000
61.8333,64.99,0.0,39.1,0.0000,0.000,0.000
62.0000,64.83,938.6,41.2,0.8476,18.363,15.564
62.1667,64.59,939.5,41.1,0.8440,18.253,15.405
62.3333,64.87,938.9,41.0,0.8457,18.311,15.485
62.5000,64.37,941.2,40.5,0.8484,18.507,15.702
62.6667,65.17,942.7,41.0,0.8426,18.526,15.610
62.8333,64.80,936.3,41.5,0.8432,18.435,15.545
63.0000,64.79,0.0,39.9,0.0000,0.000,0.000
63.1667,65.13,0.0,42.0,0.0000,0.000,0.000
63.3333,65.44,0.0,43.6,0.0000,0.000,0.000
63.5000,65.36,0.0,43.0,0.0000,0.000,0.000
63.6667,65.17,0.0,42.5,0.0000,0.000,0.000
63.8333,65.28,0.0,42.6,0.0000,0.000,0.000
64.0000,65.01,938.8,43.7,0.8485,18.294,15.523
64.1667,64.74,939.4,41.5,0.8466,18.392,15.571
64.3333,65.11,939.9,42.9,0.8425,18.383,15.487
64.5000,65.00,939.0,43.1,0.8433,18.564,15.655
64.6667,64.84,936.6,43.3,0.8480,18.274,15.496
64.8333,64.98,938.9,44.4,0.8422,18.258,15.377
65.0000,65.03,0.0,42.8,0.0000,0.000,0.000
65.1667,65.32,0.0,42.5,0.0000,0.000,0.000
65.3333,64.77,0.0,43.0,0.0000,0.000,0.000
65.5000,65.24,0.0,42.7,0.0000,0.000,0.000
65.6667,65.72,0.0,42.8,0.0000,0.000,0.000
65.8333,64.85,0.0,43.2,0.0000,0.000,0.000
66.0000,64.68,932.1,44.2,0.8452,18.314,15.478
66.1667,65.04,934.5,45.4,0.8427,18.519,15.605
66.3333,65.04,935.0,42.9,0.8458,18.127,15.332
66.5000,64.69,934.4,43.8,0.8453,18.229,15.409
66.6667,65.17,936.1,44.0,0.8435,18.280,15.420
66.8333,65.08,932.9,44.1,0.8472,18.236,15.449
67.0000,65.26,0.0,42.9,0.0000,0.000,0.000
67.1667,65.22,0.0,42.8,0.0000,0.000,0.000
67.3333,65.31,0.0,43.5,0.0000,0.000,0.000
67.5000,64.74,0.0,42.2,0.0000,0.000,0.000
67.6667,65.33,0.0,43.1,0.0000,0.000,0.000
67.8333,65.33,0.0,45.0,0.0000,0.000,0.000
68.0000,65.16,935.9,43.3,0.8433,18.409,15.524
68.1667,64.97,926.4,44.4,0.8455,18.085,15.290
68.3333,65.11,930.6,42.2,0.8453,18.007,15.221
68.5000,64.84,929.3,42.6,0.8428,18.251,15.382
68.6667,65.21,933.6,42.3,0.8453,18.275,15.448
68.8333,64.93,930.6,43.0,0.8396,18.244,15.319
69.0000,64.27,0.0,43.5,0.0000,0.000,0.000
69.1667,65.13,0.0,43.5,0.0000,0.000,0.000
69.3333,64.82,0.0,42.8,0.0000,0.000,0.000
69.5000,64.53,0.0,41.4,0.0000,0.000,0.000
69.6667,65.27,0.0,42.4,0.0000,0.000,0.000
69.8333,64.68,0.0,42.5,0.0000,0.000,0.000
70.0000,64.60,924.9,44.4,0.8443,18.050,15.240
70.1667,65.13,921.8,41.9,0.8452,17.891,15.121
70.3333,64.94,923.2,40.0,0.8439,17.852,15.065
70.5000,64.56,923.3,41.5,0.8393,17.980,15.090
70.6667,65.01,923.1,42.7,0.8404,17.903,15.046
70.8333,65.25,915.3,39.6,0.8414,17.686,14.881
71.0000,64.70,0.0,40.2,0.0000,0.000,0.000
71.1667,65.25,0.0,42.1,0.0000,0.000,0.000
71.3333,64.79,0.0,42.0,0.0000,0.000,0.000
71.5000,64.66,0.0,41.2,0.0000,0.000,0.000
71.6667,64.98,0.0,39.9,0.0000,0.000,0.000
71.8333,64.82,0.0,39.0,0.0000,0.000,0.000
72.0000,64.72,914.7,40.3,0.8426,17.862,15.051
72.1667,64.94,911.5,40.7,0.8454,17.671,14.940
72.3333,64.80,915.4,40.6,0.8430,17.739,14.953
72.5000,64.85,912.3,39.6,0.8457,17.785,15.041
72.6667,64.63,910.6,39.4,0.8433,17.707,14.932
72.8333,64.72,911.9,39.8,0.8398,17.683,14.851
73.0000,65.23,0.0,40.3,0.0000,0.000,0.000
73.1667,65.04,0.0,39.0,0.0000,0.000,0.000
73.3333,64.76,0.0,38.3,0.0000,0.000,0.000
73.5000,64.66,0.0,39.4,0.0000,0.000,0.000
73.6667,65.05,0.0,38.8,0.0000,0.000,0.000
73.8333,65.37,0.0,37.6,0.0000,0.000,0.000
74.0000,65.29,902.9,37.9,0.8420,17.659,14.869
74.1667,64.71,907.1,37.9,0.8453,17.584,14.864
74.3333,64.98,901.7,38.6,0.8421,17.619,14.836
74.5000,64.75,904.4,38.3,0.8399,17.610,14.791
74.6667,64.79,904.3,37.2,0.8426,17.542,14.781
74.8333,65.52,904.5,37.4,0.8427,17.351,14.623
75.0000,65.10,0.0,37.7,0.0000,0.000,0.000
75.1667,64.32,0.0,37.1,0.0000,0.000,0.000
75.3333,65.07,0.0,37.5,0.0000,0.000,0.000
75.5000,64.82,0.0,37.5,0.0000,0.000,0.000
75.6667,65.71,0.0,36.9,0.0000,0.000,0.000
75.8333,65.68,0.0,36.4,0.0000,0.000,0.000
76.0000,64.69,897.3,39.3,0.8427,17.482,14.731
76.1667,65.22,894.9,37.1,0.8382,17.440,14.618
76.3333,64.92,896.8,37.4,0.8382,17.618,14.767
76.5000,64.82,895.2,35.8,0.8416,17.235,14.505
76.6667,64.59,896.8,36.2,0.8397,17.377,14.591
76.8333,65.09,888.4,37.6,0.8392,17.465,14.656
