time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
11.3333,24.91,1002.4,41.2,0.9419,20.608,19.412
11.5000,24.80,999.0,42.3,0.9430,20.756,19.572
11.6667,24.88,997.2,42.3,0.9426,20.633,19.449
11.8333,24.84,1000.4,43.0,0.9414,20.699,19.486
12.0000,24.86,1001.4,41.5,0.9417,20.754,19.546
12.1667,25.46,1001.4,43.1,0.9467,20.545,19.450
12.3333,25.23,1006.6,43.9,0.9405,20.909,19.664
12.5000,24.93,1001.4,44.1,0.9444,20.455,19.317
12.6667,25.39,1002.6,44.5,0.9392,20.848,19.580
12.8333,24.73,998.4,43.6,0.9439,20.416,19.271
13.0000,24.62,1002.5,43.6,0.9433,20.684,19.510
13.1667,24.78,1003.2,44.1,0.9445,20.559,19.418
13.3333,24.56,1001.6,45.1,0.9437,20.525,19.369
13.5000,25.19,1004.4,45.2,0.9406,20.813,19.576
13.6667,25.09,998.1,45.5,0.9420,20.442,19.256
13.8333,25.56,1001.5,45.8,0.9434,20.706,19.534
14.0000,25.27,995.5,44.2,0.9408,20.411,19.202
14.1667,24.98,1002.1,46.1,0.9409,20.787,19.557
14.3333,25.48,999.3,46.3,0.9365,20.594,19.287
14.5000,25.45,999.5,45.6,0.9430,20.548,19.376
14.6667,24.60,999.1,45.3,0.9405,20.645,19.417
14.8333,25.17,1000.6,45.5,0.9427,20.425,19.255
15.0000,24.97,1004.1,47.4,0.9366,20.699,19.386
15.1667,24.33,996.4,47.4,0.9407,20.571,19.350
15.3333,25.39,998.7,46.3,0.9371,20.711,19.409
15.5000,25.63,1000.9,45.7,0.9408,20.539,19.322
15.6667,25.28,996.9,48.4,0.9401,20.295,19.080
15.8333,25.20,999.0,47.7,0.9398,20.594,19.355
16.0000,25.21,997.7,47.0,0.9381,20.615,19.338
16.1667,25.13,1001.4,47.7,0.9382,20.706,19.426
16.3333,24.76,997.5,48.7,0.9400,20.443,19.217
16.5000,24.76,998.2,48.7,0.9406,20.395,19.182
16.6667,25.48,1000.7,47.4,0.9382,20.451,19.187
16.8333,25.35,999.4,47.4,0.9419,20.351,19.168
17.0000,24.97,1000.1,45.8,0.9384,20.520,19.255
17.1667,25.16,997.5,48.1,0.9416,20.304,19.118
17.3333,24.57,998.3,47.8,0.9375,20.549,19.265
17.5000,25.17,1000.1,47.2,0.9406,20.423,19.210
17.6667,25.02,1001.0,47.6,0.9425,20.572,19.389
17.8333,25.28,1000.5,47.9,0.9427,20.539,19.362
18.0000,25.08,997.2,50.3,0.9368,20.473,19.178
18.1667,25.17,1002.3,47.2,0.9392,20.465,19.221
18.3333,25.07,999.5,48.4,0.9397,20.418,19.187
18.5000,25.10,997.6,48.7,0.9377,20.525,19.246
18.6667,25.19,1005.8,47.4,0.9402,20.342,19.126
18.8333,24.61,1003.1,46.9,0.9424,20.417,19.241
19.0000,25.18,999.1,47.8,0.9374,20.640,19.348
19.1667,25.03,998.1,47.0,0.9366,20.551,19.248
19.3333,25.14,1000.6,46.9,0.9373,20.525,19.239
19.5000,25.39,1002.5,45.8,0.9393,20.545,19.299
19.6667,24.99,997.8,46.4,0.9388,20.502,19.247
19.8333,25.18,997.6,47.9,0.9378,20.203,18.945
20.0000,25.50,1000.7,45.8,0.9387,20.514,19.256
20.1667,25.24,998.4,47.7,0.9386,20.388,19.136
20.3333,25.10,1006.2,45.7,0.9420,20.597,19.402
20.5000,25.16,1000.0,46.7,0.9403,20.366,19.150
20.6667,24.97,997.6,46.7,0.9394,20.606,19.358
20.8333,24.59,998.9,46.5,0.9358,20.247,18.946
21.0000,25.07,1001.3,45.4,0.9414,20.268,19.080
21.1667,25.15,996.9,45.7,0.9370,20.434,19.147
21.3333,25.05,998.7,44.9,0.9391,20.297,19.060
21.5000,24.93,998.3,46.5,0.9388,20.491,19.237
21.6667,25.09,998.1,45.6,0.9385,20.364,19.113
21.8333,24.86,1000.4,45.2,0.9382,20.506,19.238
22.0000,24.61,996.2,44.9,0.9379,20.379,19.114
22.1667,24.94,997.8,44.7,0.9401,20.356,19.137
22.3333,24.69,998.0,44.9,0.9404,20.410,19.194
22.5000,24.59,1001.6,43.3,0.9422,20.473,19.289
22.6667,24.83,1002.7,43.7,0.9338,20.609,19.245
22.8333,25.06,1002.0,43.3,0.9350,20.458,19.129
23.0000,25.45,999.9,43.6,0.9347,20.518,19.178
23.1667,24.85,998.5,44.2,0.9369,20.492,19.199
23.3333,25.10,1001.8,41.5,0.9368,20.538,19.240
23.5000,25.33,997.4,42.8,0.9311,20.265,18.869
23.6667,25.48,1002.0,42.2,0.9359,20.473,19.160
23.8333,25.08,1002.6,41.3,0.9361,20.561,19.247
