time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
12.6667,25.23,0.0,38.4,0.0000,0.000,0.000
12.8333,24.47,0.0,38.3,0.0000,0.000,0.000
13.0000,25.25,0.0,40.1,0.0000,0.000,0.000
13.1667,24.78,0.0,39.0,0.0000,0.000,0.000
13.3333,25.08,0.0,38.5,0.0000,0.000,0.000
13.5000,24.42,0.0,39.5,0.0000,0.000,0.000
13.6667,25.02,0.0,39.1,0.0000,0.000,0.000
13.8333,25.12,0.0,39.0,0.0000,0.000,0.000
14.0000,24.57,0.0,37.8,0.0000,0.000,0.000
14.1667,24.90,0.0,38.4,0.0000,0.000,0.000
14.3333,24.91,0.0,37.9,0.0000,0.000,0.000
14.5000,25.39,0.0,38.6,0.0000,0.000,0.000
14.6667,24.99,0.0,37.9,0.0000,0.000,0.000
14.8333,24.63,0.0,37.5,0.0000,0.000,0.000
15.0000,24.96,0.0,37.7,0.0000,0.000,0.000
15.1667,25.21,0.0,37.7,0.0000,0.000,0.000
15.3333,25.34,0.0,37.9,0.0000,0.000,0.000
15.5000,24.85,0.0,36.4,0.0000,0.000,0.000
15.6667,25.05,0.0,36.0,0.0000,0.000,0.000
15.8333,24.42,0.0,36.3,0.0000,0.000,0.000
16.0000,24.91,0.0,35.8,0.0000,0.000,0.000
16.1667,24.97,0.0,37.6,0.0000,0.000,0.000
16.3333,24.72,0.0,35.9,0.0000,0.000,0.000
16.5000,24.37,0.0,37.2,0.0000,0.000,0.000
16.6667,25.05,0.0,37.4,0.0000,0.000,0.000
16.8333,25.71,0.0,36.6,0.0000,0.000,0.000
17.0000,25.10,0.0,37.0,0.0000,0.000,0.000
17.1667,25.02,0.0,36.6,0.0000,0.000,0.000
17.3333,24.63,0.0,36.4,0.0000,0.000,0.000
17.5000,25.21,0.0,38.5,0.0000,0.000,0.000
17.6667,25.04,0.0,37.8,0.0000,0.000,0.000
17.8333,25.33,0.0,37.4,0.0000,0.000,0.000
18.0000,25.20,0.0,36.6,0.0000,0.000,0.000
18.1667,24.64,0.0,36.3,0.0000,0.000,0.000
18.3333,25.47,0.0,37.1,0.0000,0.000,0.000
18.5000,25.97,0.0,37.2,0.0000,0.000,0.000
18.6667,25.03,0.0,37.1,0.0000,0.000,0.000
18.8333,25.02,0.0,37.4,0.0000,0.000,0.000
19.0000,24.86,0.0,37.4,0.0000,0.000,0.000
19.1667,25.17,0.0,37.7,0.0000,0.000,0.000
19.3333,24.80,0.0,37.9,0.0000,0.000,0.000
19.5000,25.00,0.0,37.9,0.0000,0.000,0.000
19.6667,25.59,0.0,39.8,0.0000,0.000,0.000
19.8333,24.74,0.0,38.3,0.0000,0.000,0.000
20.0000,24.89,0.0,38.2,0.0000,0.000,0.000
20.1667,24.78,0.0,39.2,0.0000,0.000,0.000
20.3333,24.91,0.0,38.0,0.0000,0.000,0.000
20.5000,24.90,0.0,37.9,0.0000,0.000,0.000
20.6667,25.05,0.0,38.3,0.0000,0.000,0.000
20.8333,24.87,0.0,40.8,0.0000,0.000,0.000
21.0000,25.22,0.0,39.3,0.0000,0.000,0.000
21.1667,24.48,0.0,38.7,0.0000,0.000,0.000
21.3333,24.78,0.0,40.0,0.0000,0.000,0.000
21.5000,25.11,0.0,39.7,0.0000,0.000,0.000
21.6667,24.80,0.0,39.6,0.0000,0.000,0.000
21.8333,24.82,0.0,40.0,0.0000,0.000,0.000
22.0000,25.25,0.0,40.4,0.0000,0.000,0.000
22.1667,24.74,0.0,41.0,0.0000,0.000,0.000
22.3333,24.92,0.0,40.5,0.0000,0.000,0.000
22.5000,25.46,0.0,40.8,0.0000,0.000,0.000
22.6667,25.22,0.0,42.2,0.0000,0.000,0.000
22.8333,25.00,0.0,41.4,0.0000,0.000,0.000
23.0000,24.50,0.0,40.9,0.0000,0.000,0.000
23.1667,25.13,0.0,41.7,0.0000,0.000,0.000
23.3333,25.17,0.0,42.0,0.0000,0.000,0.000
23.5000,25.21,0.0,43.0,0.0000,0.000,0.000
23.6667,24.70,0.0,42.6,0.0000,0.000,0.000
23.8333,24.94,0.0,41.6,0.0000,0.000,0.000
24.0000,25.00,0.0,45.0,0.0000,0.000,0.000
