time (h),temperature (°C),relative_humidity (%)
16.1667,22.16,46.2
16.3333,21.76,47.0
16.5000,21.79,47.2
16.6667,22.27,47.2
16.8333,21.87,47.5
17.0000,22.15,48.7
17.1667,21.88,46.9
17.3333,21.94,48.8
17.5000,21.78,47.0
17.6667,21.85,49.3
17.8333,22.12,48.0
18.0000,22.07,47.4
18.1667,21.86,47.2
18.3333,22.32,48.1
18.5000,21.93,48.7
18.6667,21.91,49.3
18.8333,21.97,48.7
19.0000,21.96,47.7
19.1667,22.37,48.8
19.3333,22.04,49.0
19.5000,21.83,47.4
19.6667,22.07,46.4
19.8333,22.23,48.1
20.0000,22.10,47.2
20.1667,22.14,46.2
20.3333,22.68,46.9
20.5000,21.98,47.3
20.6667,22.14,47.2
20.8333,22.22,46.8
21.0000,22.11,47.0
21.1667,22.00,47.2
21.3333,22.53,45.4
21.5000,22.66,47.4
21.6667,22.02,44.8
21.8333,22.67,46.9
22.0000,22.64,45.2
22.1667,22.81,45.5
22.3333,22.28,45.2
22.5000,22.41,45.3
22.6667,22.65,44.3
22.8333,22.79,43.1
23.0000,22.52,44.6
23.1667,23.26,44.1
23.3333,22.99,42.7
23.5000,22.79,42.0
23.6667,22.57,42.0
23.8333,23.17,42.9
24.0000,23.41,42.2
24.1667,23.59,42.6
24.3333,23.06,42.1
24.5000,23.11,41.0
24.6667,23.31,39.6
24.8333,23.06,39.4
25.0000,23.52,41.9
25.1667,23.11,38.8
25.3333,23.62,39.2
25.5000,23.60,39.1
25.6667,23.60,39.0
25.8333,23.47,40.2
26.0000,23.57,39.7
26.1667,24.13,39.3
26.3333,23.67,39.8
26.5000,23.98,39.1
26.6667,23.90,38.2
26.8333,23.96,38.5
27.0000,24.10,37.7
27.1667,23.33,39.4
27.3333,23.91,38.4
27.5000,24.05,38.2
27.6667,23.98,36.0
27.8333,23.90,37.6
28.0000,23.99,38.8
28.1667,23.92,36.3
28.3333,24.20,36.7
28.5000,24.07,35.4
28.6667,24.20,37.0
28.8333,23.94,36.7
29.0000,23.92,36.4
29.1667,24.04,37.6
29.3333,24.04,37.3
29.5000,24.04,36.8
29.6667,23.85,36.7
29.8333,23.80,36.2
30.0000,24.15,37.4
30.1667,23.81,35.2
30.3333,24.36,35.8
30.5000,23.80,38.0
30.6667,23.63,34.4
30.8333,24.21,37.0
31.0000,23.58,34.8
31.1667,24.10,36.0
31.3333,23.47,37.4
31.5000,23.70,35.7
31.6667,23.89,35.6
31.8333,23.81,35.8
32.0000,23.77,36.6
32.1667,24.21,36.3
32.3333,23.66,36.3
32.5000,23.38,35.7
32.6667,23.91,36.1
32.8333,23.73,37.7
33.0000,23.84,36.8
33.1667,23.52,37.3
33.3333,23.58,37.8
33.5000,23.64,36.8
33.6667,23.83,37.5
33.8333,23.17,38.7
34.0000,23.71,37.6
34.1667,23.57,38.0
34.3333,23.72,38.2
34.5000,23.47,39.5
34.6667,23.36,38.2
34.8333,23.11,37.7
35.0000,23.02,39.4
35.1667,22.97,37.3
35.3333,22.88,40.3
35.5000,23.02,38.6
35.6667,23.02,39.3
35.8333,22.68,39.6
36.0000,22.82,41.3
36.1667,22.83,39.3
36.3333,22.54,40.9
36.5000,22.71,40.5
36.6667,23.11,40.4
36.8333,23.16,39.8
37.0000,22.58,42.4
37.1667,22.67,42.4
37.3333,22.62,40.7
37.5000,22.62,41.6
37.6667,22.49,42.7
37.8333,22.31,40.1
38.0000,22.47,42.2
38.1667,22.31,41.6
38.3333,22.50,40.1
38.5000,22.30,42.5
38.6667,22.44,42.7
38.8333,22.50,42.7
39.0000,22.37,44.2
39.1667,22.18,41.6
39.3333,22.27,42.7
39.5000,22.04,44.9
39.6667,22.09,44.3
39.8333,21.99,43.0
40.0000,22.07,42.4
40.1667,22.15,42.9
40.3333,22.43,42.7
40.5000,22.25,43.2
40.6667,21.88,43.3
40.8333,21.90,42.2
41.0000,21.96,41.3
41.1667,22.23,43.4
41.3333,21.84,43.2
41.5000,22.21,42.9
41.6667,21.75,43.8
41.8333,22.15,42.4
42.0000,22.12,43.8
42.1667,22.16,42.8
42.3333,22.09,42.6
42.5000,21.86,44.0
42.6667,22.09,42.0
42.8333,21.76,42.4
43.0000,22.04,43.5
43.1667,22.25,42.8
43.3333,22.27,42.7
43.5000,22.02,43.0
43.6667,21.92,41.7
43.8333,22.45,42.5
44.0000,22.20,41.4
44.1667,22.23,41.2
44.3333,21.96,39.3
44.5000,22.43,41.0
44.6667,22.44,41.6
44.8333,22.13,41.7
45.0000,22.24,41.1
45.1667,22.35,40.0
45.3333,22.18,39.0
45.5000,22.84,40.9
45.6667,22.18,40.1
45.8333,22.68,40.0
46.0000,22.20,41.6
46.1667,22.81,40.2
46.3333,22.72,39.6
46.5000,22.33,38.9
46.6667,22.79,38.8
46.8333,22.77,39.0
47.0000,22.84,39.6
47.1667,22.89,38.8
47.3333,22.99,38.1
47.5000,23.05,37.4
47.6667,22.93,36.0
47.8333,23.14,36.8
48.0000,22.94,38.4
48.1667,23.28,37.9
48.3333,23.21,36.1
48.5000,23.16,35.9
48.6667,23.06,36.2
48.8333,23.03,36.7
49.0000,23.10,36.0
49.1667,23.23,35.0
49.3333,23.77,34.0
49.5000,23.63,35.8
49.6667,23.34,33.7
49.8333,23.58,33.7
50.0000,23.51,34.0
50.1667,23.43,34.6
50.3333,23.29,34.7
50.5000,23.66,34.0
50.6667,23.91,34.2
50.8333,23.44,34.3
51.0000,23.82,33.6
51.1667,23.53,31.7
51.3333,23.88,33.1
51.5000,23.67,33.2
51.6667,23.75,33.3
51.8333,23.80,32.2
52.0000,23.81,33.1
52.1667,23.79,32.3
52.3333,23.61,31.7
52.5000,23.83,32.3
52.6667,24.00,32.3
52.8333,23.56,30.8
53.0000,24.10,33.4
53.1667,24.26,32.0
53.3333,23.70,32.4
53.5000,24.07,32.0
53.6667,24.03,32.0
53.8333,24.15,33.2
54.0000,24.08,30.7
54.1667,23.83,32.8
54.3333,24.00,32.7
54.5000,23.82,31.0
54.6667,24.03,31.1
54.8333,23.83,31.9
55.0000,24.03,33.3
55.1667,23.68,32.6
55.3333,23.92,33.0
55.5000,23.79,33.7
55.6667,23.81,32.2
55.8333,23.59,32.2
56.0000,23.59,34.0
56.1667,24.04,33.7
56.3333,23.91,32.8
56.5000,23.66,34.8
56.6667,23.86,33.6
56.8333,23.70,33.7
57.0000,23.78,32.1
57.1667,23.62,33.5
57.3333,23.11,34.0
57.5000,23.37,35.2
57.6667,23.41,35.4
57.8333,23.11,35.0
58.0000,23.57,36.0
58.1667,23.41,35.8
58.3333,23.47,37.9
58.5000,23.19,36.5
58.6667,23.63,34.9
58.8333,23.39,37.9
59.0000,23.29,36.9
59.1667,23.37,37.6
59.3333,23.13,35.8
59.5000,23.09,38.4
59.6667,23.06,38.8
59.8333,23.09,37.9
60.0000,23.13,38.5
60.1667,22.68,38.3
60.3333,22.73,38.2
60.5000,22.83,38.9
60.6667,22.95,39.5
60.8333,22.39,39.4
61.0000,22.93,39.2
61.1667,22.42,39.9
61.3333,22.54,40.1
61.5000,22.50,41.2
61.6667,22.61,41.1
61.8333,22.44,40.7
62.0000,22.25,40.3
62.1667,22.23,41.2
62.3333,22.46,41.0
62.5000,22.23,42.3
62.6667,22.27,40.3
62.8333,21.90,40.7
63.0000,22.36,41.9
63.1667,22.53,42.0
63.3333,22.20,42.0
63.5000,22.24,43.2
63.6667,22.38,44.0
63.8333,22.36,44.3
64.0000,21.99,41.8
64.1667,22.36,41.7
64.3333,22.04,42.1
64.5000,22.05,44.8
64.6667,21.93,43.6
64.8333,22.14,44.0
65.0000,22.20,43.2
65.1667,22.02,45.2
65.3333,22.08,44.7
65.5000,21.53,43.3
65.6667,22.28,43.8
65.8333,21.98,45.3
66.0000,22.27,43.9
66.1667,22.09,44.8
66.3333,21.92,43.3
66.5000,21.80,44.2
66.6667,22.32,45.6
66.8333,22.16,43.3
67.0000,22.27,43.9
67.1667,22.28,44.3
67.3333,22.04,45.4
67.5000,22.69,43.0
67.6667,22.35,44.3
67.8333,21.81,43.3
68.0000,22.31,44.0
68.1667,22.57,43.1
68.3333,22.70,44.5
68.5000,22.47,43.3
68.6667,22.29,42.6
68.8333,22.37,44.2
69.0000,22.55,43.2
69.1667,22.72,42.4
69.3333,22.13,42.7
69.5000,22.56,42.5
69.6667,22.74,44.6
69.8333,22.27,42.7
70.0000,22.41,43.7
70.1667,22.82,42.3
70.3333,22.81,41.4
70.5000,22.65,42.3
70.6667,22.91,42.0
70.8333,22.55,41.5
71.0000,22.61,41.1
71.1667,22.88,40.3
71.3333,22.93,40.8
71.5000,22.89,40.3
71.6667,23.11,40.9
71.8333,23.16,40.7
72.0000,23.15,40.1
72.1667,23.02,39.8
72.3333,23.11,40.3
72.5000,23.45,41.2
72.6667,23.50,39.0
72.8333,23.09,38.3
73.0000,23.32,39.7
73.1667,23.73,38.5
73.3333,23.20,39.9
73.5000,23.46,38.0
73.6667,23.28,38.7
73.8333,23.41,39.3
74.0000,23.71,37.2
74.1667,23.53,37.7
74.3333,23.43,38.1
74.5000,23.44,38.4
74.6667,23.66,37.9
74.8333,23.68,37.9
75.0000,23.66,37.8
75.1667,23.85,36.5
75.3333,23.62,36.8
75.5000,23.68,37.4
75.6667,23.65,36.4
75.8333,23.57,37.2
76.0000,23.84,36.6
76.1667,23.82,37.0
76.3333,24.13,36.3
76.5000,23.72,37.4
76.6667,23.80,38.6
76.8333,23.92,38.1
77.0000,24.13,37.0
77.1667,24.02,36.8
77.3333,24.06,36.2
77.5000,23.79,37.2
77.6667,23.84,36.9
77.8333,24.16,37.7
78.0000,23.62,37.7
78.1667,23.89,36.5
78.3333,24.08,36.3
78.5000,23.76,36.6
78.6667,24.11,38.8
78.8333,24.07,37.2
79.0000,24.02,38.3
79.1667,24.15,35.3
79.3333,24.08,39.4
79.5000,23.70,37.1
79.6667,24.04,37.7
79.8333,23.74,36.2
80.0000,23.76,39.3
80.1667,23.51,40.5
80.3333,24.10,39.6
80.5000,23.87,38.6
80.6667,23.48,39.6
80.8333,23.65,37.1
81.0000,23.59,39.3
81.1667,23.19,39.9
81.3333,23.54,39.2
81.5000,23.44,39.9
81.6667,23.84,38.5
81.8333,23.20,38.9
82.0000,23.32,40.8
82.1667,23.29,41.5
82.3333,23.81,39.6
82.5000,23.30,42.1
82.6667,23.72,42.5
82.8333,23.15,41.9
83.0000,23.09,40.8
83.1667,23.35,41.7
83.3333,23.36,42.0
83.5000,22.99,43.2
83.6667,22.92,42.1
83.8333,22.83,42.7
84.0000,22.93,44.2
84.1667,23.06,42.5
84.3333,22.46,43.8
84.5000,22.98,44.5
84.6667,22.63,45.1
84.8333,22.89,44.8
85.0000,22.65,43.8
85.1667,22.69,44.0
85.3333,22.43,42.9
85.5000,22.44,46.0
85.6667,22.80,44.9
85.8333,22.49,45.7
86.0000,22.36,44.7
86.1667,22.34,46.0
86.3333,22.34,46.1
86.5000,22.25,44.6
86.6667,22.39,45.8
86.8333,22.32,47.7
87.0000,22.09,47.3
87.1667,22.14,46.2
87.3333,22.30,47.8
87.5000,22.63,47.9
87.6667,22.10,45.7
87.8333,22.13,47.5
88.0000,22.30,47.8
88.1667,21.82,46.8
88.3333,22.17,47.9
88.5000,22.07,47.1
88.6667,22.21,47.4
88.8333,22.25,47.3
89.0000,22.00,47.4
89.1667,22.15,48.1
89.3333,22.04,48.0
89.5000,22.28,47.9
89.6667,22.13,47.1
89.8333,21.94,47.8
90.0000,21.93,47.4
90.1667,21.98,48.2
90.3333,21.40,48.7
90.5000,22.05,48.1
90.6667,21.81,46.5
90.8333,21.89,47.6
91.0000,22.25,48.1
91.1667,22.25,47.3
91.3333,21.88,46.9
91.5000,21.99,47.4
91.6667,21.97,45.3
91.8333,22.36,44.3
92.0000,22.03,46.8
92.1667,22.43,47.0
92.3333,22.35,45.3
92.5000,21.96,46.4
92.6667,22.44,46.7
92.8333,22.12,46.5
93.0000,22.44,46.2
93.1667,22.32,48.2
93.3333,22.29,45.5
93.5000,22.46,45.0
93.6667,22.49,45.2
93.8333,22.77,44.3
94.0000,22.51,44.4
94.1667,22.43,45.4
94.3333,22.67,44.5
94.5000,22.90,44.9
94.6667,22.84,44.5
94.8333,22.95,42.2
95.0000,22.43,44.9
95.1667,22.67,43.8
95.3333,22.99,43.9
95.5000,22.50,43.1
95.6667,23.08,43.0
95.8333,23.31,43.4
96.0000,22.97,42.2
96.1667,22.96,41.8
96.3333,23.07,41.2
96.5000,23.33,40.7
96.6667,23.29,40.7
96.8333,23.58,40.1
97.0000,23.17,39.9
97.1667,23.21,40.5
97.3333,23.48,38.7
97.5000,23.37,39.2
97.6667,23.71,38.5
97.8333,23.44,40.6
98.0000,23.27,38.0
98.1667,23.79,38.4
98.3333,23.58,38.2
98.5000,23.16,39.3
98.6667,23.65,37.5
98.8333,23.47,36.7
99.0000,23.81,38.2
99.1667,23.56,35.6
99.3333,23.86,37.3
99.5000,23.79,38.6
99.6667,23.54,36.5
99.8333,23.91,37.7
100.0000,24.02,36.3
100.1667,24.05,37.1
100.3333,23.78,35.3
100.5000,23.75,37.8
100.6667,24.16,35.2
100.8333,23.47,35.6
101.0000,24.39,36.7
101.1667,23.94,36.5
101.3333,23.84,37.5
101.5000,23.75,36.2
101.6667,24.23,36.0
101.8333,24.02,35.9
102.0000,23.80,35.4
102.1667,24.20,34.7
102.3333,23.98,35.6
102.5000,24.04,36.4
102.6667,24.01,34.9
102.8333,23.91,36.4
103.0000,24.11,34.6
103.1667,24.12,36.2
103.3333,24.05,36.2
103.5000,23.93,36.0
103.6667,23.93,34.7
103.8333,23.81,35.5
104.0000,24.11,35.2
104.1667,24.44,35.9
104.3333,23.83,37.4
104.5000,24.14,36.3
104.6667,23.93,36.5
104.8333,23.97,36.6
105.0000,23.60,36.9
105.1667,23.36,37.9
105.3333,23.71,38.5
105.5000,23.53,37.2
105.6667,23.79,36.1
105.8333,23.52,37.4
106.0000,23.91,36.9
106.1667,23.23,38.5
106.3333,23.31,37.6
106.5000,23.42,36.8
106.6667,23.29,39.2
106.8333,22.82,38.3
107.0000,23.16,38.9
107.1667,23.08,38.0
107.3333,22.90,36.7
107.5000,22.91,38.8
107.6667,22.73,39.2
107.8333,23.28,38.8
108.0000,22.85,39.3
108.1667,23.09,39.3
108.3333,23.07,39.2
108.5000,22.98,41.8
108.6667,22.81,40.7
108.8333,22.85,40.9
109.0000,22.59,40.1
109.1667,22.79,40.2
109.3333,22.65,40.9
109.5000,22.53,41.1
109.6667,22.49,40.9
109.8333,22.27,40.8
110.0000,22.22,42.1
110.1667,22.32,41.6
110.3333,22.32,42.5
110.5000,22.64,41.6
110.6667,22.56,42.1
110.8333,22.33,41.9
111.0000,22.08,41.7
111.1667,22.23,41.8
111.3333,22.27,41.7
111.5000,22.33,41.8
111.6667,22.02,43.1
111.8333,21.98,42.7
112.0000,22.31,42.8
112.1667,22.13,42.6
112.3333,22.27,42.1
112.5000,22.29,41.2
112.6667,21.80,42.8
112.8333,22.22,43.4
113.0000,22.12,42.3
113.1667,21.91,43.2
113.3333,21.78,43.5
113.5000,22.03,43.1
113.6667,21.72,42.1
113.8333,21.94,41.3
114.0000,21.95,41.9
114.1667,21.81,41.9
114.3333,21.98,41.6
114.5000,22.06,41.5
114.6667,22.13,42.8
114.8333,22.03,42.2
115.0000,21.77,42.5
115.1667,22.27,43.6
115.3333,22.16,42.2
115.5000,22.13,41.8
115.6667,22.28,41.8
115.8333,22.21,41.0
116.0000,22.27,41.0
116.1667,21.96,42.0
116.3333,22.56,40.3
116.5000,22.29,40.9
116.6667,22.09,42.1
116.8333,22.29,40.0
117.0000,22.11,40.9
117.1667,22.58,39.7
117.3333,22.17,39.6
117.5000,22.80,41.9
117.6667,22.71,39.3
117.8333,22.74,39.0
118.0000,22.26,39.8
118.1667,22.50,39.4
118.3333,22.52,38.4
118.5000,22.54,38.7
118.6667,22.62,37.5
118.8333,22.94,37.5
119.0000,22.81,38.5
119.1667,22.73,38.3
119.3333,23.28,37.7
119.5000,23.02,37.6
119.6667,22.80,37.6
119.8333,22.91,36.5
120.0000,23.16,36.9
120.1667,22.84,37.0
120.3333,23.30,35.9
120.5000,23.56,35.9
120.6667,23.08,34.5
120.8333,23.28,34.5
121.0000,23.53,36.5
121.1667,23.32,34.9
121.3333,23.22,35.9
121.5000,23.36,34.1
121.6667,23.39,35.9
121.8333,23.29,35.1
122.0000,23.38,35.2
122.1667,23.70,35.3
122.3333,23.51,35.3
122.5000,24.05,32.4
122.6667,23.74,31.5
122.8333,23.59,34.2
123.0000,24.02,32.7
123.1667,23.83,33.5
123.3333,23.75,32.6
123.5000,23.79,32.7
123.6667,24.07,32.7
123.8333,23.96,32.2
124.0000,23.52,33.4
124.1667,23.97,31.7
124.3333,24.15,31.6
124.5000,24.09,32.9
124.6667,24.02,32.4
124.8333,23.71,31.5
125.0000,23.97,31.7
125.1667,24.27,30.7
125.3333,24.21,31.5
125.5000,23.80,31.7
125.6667,24.15,32.9
125.8333,24.38,32.8
126.0000,24.00,32.5
126.1667,23.89,33.4
126.3333,23.57,33.1
126.5000,24.21,33.0
126.6667,23.91,32.3
126.8333,23.97,31.6
127.0000,24.27,33.0
127.1667,23.70,33.0
127.3333,23.42,33.9
127.5000,23.74,34.0
127.6667,23.69,32.5
127.8333,23.86,32.9
128.0000,23.99,33.1
128.1667,23.79,32.5
128.3333,23.93,31.6
128.5000,23.63,33.2
128.6667,23.71,32.7
128.8333,23.44,33.1
129.0000,23.85,33.3
129.1667,23.44,34.9
129.3333,23.77,35.4
129.5000,23.52,35.1
129.6667,23.58,35.3
129.8333,23.64,35.8
130.0000,23.75,36.3
130.1667,23.46,36.1
130.3333,23.37,35.2
130.5000,23.27,37.0
130.6667,23.19,36.6
130.8333,23.40,37.4
131.0000,23.19,36.8
131.1667,23.18,37.9
131.3333,23.34,38.0
131.5000,23.25,38.6
131.6667,22.91,37.9
131.8333,22.89,37.7
132.0000,23.16,36.9
132.1667,23.01,39.1
132.3333,22.97,40.0
132.5000,23.08,39.1
132.6667,22.47,38.1
132.8333,22.54,39.6
133.0000,22.76,41.4
133.1667,22.43,39.2
133.3333,22.61,40.2
133.5000,22.71,39.9
133.6667,22.25,40.5
133.8333,22.64,41.0
134.0000,22.20,41.1
134.1667,22.47,42.6
134.3333,22.74,40.8
134.5000,22.52,42.5
134.6667,22.27,42.2
134.8333,22.07,41.9
135.0000,22.43,41.7
135.1667,22.30,43.7
135.3333,22.08,43.9
135.5000,22.15,43.6
135.6667,22.29,42.6
135.8333,22.39,44.5
136.0000,22.22,43.8
136.1667,21.68,43.6
136.3333,22.19,41.7
136.5000,22.41,42.4
136.6667,22.17,46.0
136.8333,22.39,44.5
137.0000,22.25,44.6
137.1667,21.88,43.4
137.3333,22.00,43.9
137.5000,21.72,45.1
137.6667,21.98,44.5
137.8333,21.81,44.4
138.0000,22.32,45.6
138.1667,22.31,44.2
138.3333,22.10,43.1
138.5000,22.18,43.6
138.6667,21.82,44.2
138.8333,22.39,43.7
139.0000,22.43,44.5
139.1667,21.75,44.2
139.3333,22.32,44.8
139.5000,21.83,44.8
139.6667,22.29,44.3
139.8333,21.95,45.0
140.0000,21.90,44.2
140.1667,22.10,42.7
140.3333,22.38,42.6
140.5000,22.28,43.8
140.6667,22.13,44.1
140.8333,22.15,42.2
141.0000,22.09,44.1
141.1667,22.33,44.5
141.3333,22.46,44.3
141.5000,22.66,42.9
141.6667,22.41,42.2
141.8333,22.45,42.9
142.0000,22.93,42.7
142.1667,22.52,42.1
142.3333,22.79,42.1
142.5000,22.16,43.8
142.6667,22.75,43.1
142.8333,22.61,42.5
143.0000,22.86,41.9
143.1667,22.67,42.8
143.3333,23.21,41.1
143.5000,23.05,41.8
143.6667,23.09,41.2
143.8333,23.21,40.7
144.0000,22.98,40.5
144.1667,23.16,42.1
144.3333,23.19,39.9
144.5000,23.27,40.4
144.6667,23.30,39.3
144.8333,22.99,42.2
145.0000,23.32,39.9
145.1667,23.40,38.3
145.3333,23.50,38.8
145.5000,23.08,39.3
145.6667,23.10,39.0
145.8333,23.53,38.6
146.0000,23.68,39.0
146.1667,23.76,38.3
146.3333,23.70,38.8
146.5000,23.27,38.6
146.6667,23.79,39.2
146.8333,23.95,39.8
147.0000,23.92,36.8
147.1667,23.99,39.0
147.3333,24.10,38.6
147.5000,23.94,37.3
147.6667,23.69,37.2
147.8333,23.87,37.5
148.0000,23.56,36.7
148.1667,23.93,38.2
148.3333,23.85,36.9
148.5000,23.94,38.1
148.6667,23.32,37.9
148.8333,24.04,36.5
149.0000,24.18,37.8
149.1667,24.34,37.3
149.3333,23.62,38.3
149.5000,23.62,37.7
149.6667,23.98,37.4
149.8333,24.13,37.1
150.0000,24.11,35.3
150.1667,23.87,37.4
150.3333,23.75,37.2
150.5000,23.71,38.5
150.6667,23.92,37.2
150.8333,24.18,36.8
151.0000,23.97,37.5
151.1667,23.47,38.1
151.3333,23.93,37.9
151.5000,23.71,37.7
151.6667,23.88,38.5
151.8333,23.54,38.6
152.0000,23.75,37.5
152.1667,23.71,39.2
152.3333,24.10,39.6
152.5000,23.57,40.5
152.6667,23.96,39.3
152.8333,23.90,39.0
153.0000,23.56,40.3
153.1667,23.72,38.8
153.3333,23.60,37.8
153.5000,23.75,39.7
153.6667,23.50,38.5
153.8333,23.54,41.2
154.0000,23.60,40.8
154.1667,23.51,40.1
154.3333,22.93,40.6
154.5000,23.60,41.6
154.6667,23.18,41.1
154.8333,23.15,41.5
155.0000,23.05,42.4
155.1667,22.92,41.2
155.3333,23.19,43.0
155.5000,22.78,43.0
155.6667,23.02,42.8
155.8333,23.03,44.3
156.0000,22.83,43.1
156.1667,22.51,43.6
156.3333,22.58,43.0
156.5000,22.79,43.6
156.6667,22.53,43.6
156.8333,22.75,43.3
157.0000,23.07,44.0
157.1667,22.70,44.2
157.3333,22.86,44.8
157.5000,22.83,45.0
157.6667,22.52,46.0
157.8333,22.30,46.0
158.0000,22.46,46.6
158.1667,22.65,46.5
158.3333,22.00,45.5
158.5000,22.20,47.0
158.6667,22.16,48.0
158.8333,22.40,45.6
159.0000,21.97,47.1
159.1667,21.87,46.8
159.3333,22.08,46.8
159.5000,22.01,46.7
159.6667,22.43,48.9
159.8333,22.13,46.7
160.0000,22.13,46.9
160.1667,21.91,48.9
160.3333,21.98,47.5
160.5000,21.94,47.1
160.6667,22.34,48.1
160.8333,22.05,47.4
161.0000,21.89,48.0
161.1667,21.87,46.9
161.3333,21.98,48.7
161.5000,22.10,48.9
161.6667,21.82,47.7
161.8333,22.30,46.7
162.0000,21.89,48.3
162.1667,22.10,48.2
162.3333,22.17,48.4
162.5000,22.29,48.2
162.6667,22.23,46.9
162.8333,22.07,46.2
163.0000,21.99,47.1
163.1667,22.03,48.7
163.3333,21.89,48.0
163.5000,22.18,46.7
163.6667,22.11,47.4
163.8333,21.81,48.3
164.0000,22.04,45.2
164.1667,22.12,46.3
164.3333,22.30,48.5
164.5000,22.17,47.4
164.6667,22.16,47.0
164.8333,22.29,43.5
165.0000,22.47,45.2
165.1667,22.35,43.6
165.3333,22.16,45.3
165.5000,22.50,45.8
165.6667,22.09,46.3
165.8333,22.03,45.9
166.0000,22.65,44.0
166.1667,22.29,44.8
166.3333,22.61,44.0
166.5000,22.77,42.4
166.6667,22.87,43.8
166.8333,23.11,41.6
167.0000,22.64,44.8
167.1667,22.73,42.9
167.3333,22.65,41.7
167.5000,22.65,42.8
167.6667,22.48,43.1
167.8333,23.20,41.1
168.0000,23.18,42.3
