time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
21.6667,52.13,918.7,49.4,0.8792,18.765,16.498
21.8333,48.34,922.5,50.6,0.8893,18.736,16.662
22.0000,44.97,910.1,49.6,0.8967,18.582,16.662
22.1667,41.51,920.6,49.6,0.9042,18.613,16.829
22.3333,38.46,911.6,50.1,0.9065,18.489,16.760
22.5000,35.10,913.5,49.9,0.9111,18.619,16.964
22.6667,31.98,910.1,50.1,0.9185,18.378,16.880
22.8333,28.20,905.6,49.7,0.9252,18.507,17.122
23.0000,25.01,912.4,50.2,0.9333,18.443,17.213
23.1667,21.26,908.0,49.6,0.9373,18.398,17.245
23.3333,18.12,915.5,49.9,0.9431,18.489,17.437
23.5000,14.81,905.2,50.5,0.9481,18.378,17.424
23.6667,11.82,907.3,50.1,0.9563,18.478,17.671
23.8333,7.95,909.0,49.5,0.9623,18.399,17.706
24.0000,4.23,905.9,49.5,0.9709,18.482,17.943
24.1667,8.55,901.9,49.6,0.9651,18.194,17.559
24.3333,11.85,901.8,50.3,0.9578,18.140,17.374
24.5000,15.00,903.1,49.2,0.9511,18.261,17.367
24.6667,18.24,906.0,49.8,0.9436,18.220,17.192
24.8333,21.84,901.5,50.4,0.9382,18.290,17.160
25.0000,25.34,900.0,50.5,0.9310,18.111,16.862
25.1667,27.85,899.0,50.0,0.9244,18.338,16.952
25.3333,31.69,902.0,49.7,0.9154,18.332,16.782
25.5000,35.07,898.3,49.5,0.9143,18.151,16.596
25.6667,38.29,891.4,49.6,0.9045,18.023,16.301
25.8333,41.72,896.6,50.0,0.9008,18.130,16.332
26.0000,45.11,900.9,49.6,0.8925,18.243,16.283
26.1667,47.83,894.9,50.6,0.8880,18.210,16.170
26.3333,51.39,895.9,49.4,0.8820,18.139,15.999
26.5000,54.55,893.5,49.7,0.8751,18.096,15.836
26.6667,58.63,894.0,50.4,0.8673,18.156,15.747
26.8333,62.20,889.1,49.9,0.8589,18.171,15.606
27.0000,65.21,885.1,50.4,0.8553,17.724,15.160
27.1667,61.38,887.7,50.5,0.8576,17.992,15.430
27.3333,58.45,895.4,49.5,0.8665,18.346,15.897
27.5000,55.20,884.7,50.1,0.8718,17.904,15.610
27.6667,51.70,888.7,50.2,0.8786,17.951,15.771
27.8333,48.24,885.3,50.3,0.8857,17.775,15.743
28.0000,45.33,882.8,50.2,0.8897,17.924,15.947
28.1667,41.87,880.8,50.5,0.8987,17.864,16.055
28.3333,38.62,880.4,49.8,0.9049,17.732,16.046
28.5000,34.68,883.8,50.3,0.9135,17.781,16.242
28.6667,31.64,885.7,49.9,0.9174,17.908,16.428
28.8333,28.07,879.3,50.7,0.9229,17.729,16.363
29.0000,25.21,881.5,49.1,0.9300,17.753,16.511
29.1667,22.01,878.5,51.0,0.9363,17.810,16.676
29.3333,18.28,884.3,50.4,0.9408,17.820,16.765
29.5000,14.92,882.6,50.8,0.9488,17.887,16.970
29.6667,12.26,880.5,50.5,0.9497,17.868,16.970
29.8333,8.67,876.3,49.8,0.9590,17.647,16.923
30.0000,5.19,877.2,49.6,0.9656,17.802,17.191
30.1667,8.47,879.5,50.2,0.9580,17.776,17.029
30.3333,11.74,877.8,49.6,0.9545,17.692,16.886
30.5000,15.20,874.0,49.5,0.9502,17.630,16.752
30.6667,18.82,874.9,49.4,0.9411,17.723,16.678
30.8333,21.75,874.0,50.0,0.9363,17.732,16.603
31.0000,25.16,874.4,49.9,0.9269,17.638,16.348
31.1667,28.14,871.5,50.3,0.9237,17.543,16.204
31.3333,31.63,870.4,49.9,0.9180,17.646,16.199
31.5000,35.13,871.4,49.3,0.9102,17.587,16.008
31.6667,38.05,869.8,49.8,0.9021,17.617,15.893
31.8333,41.16,871.2,50.3,0.8968,17.608,15.791
32.0000,45.04,871.0,50.6,0.8901,17.564,15.633
32.1667,48.72,866.9,49.5,0.8876,17.525,15.556
32.3333,51.79,869.0,50.8,0.8812,17.340,15.280
32.5000,54.75,873.6,50.4,0.8728,17.616,15.375
32.6667,58.55,858.1,50.4,0.8649,17.496,15.133
32.8333,61.65,868.5,49.7,0.8614,17.559,15.125
33.0000,64.84,862.8,49.7,0.8575,17.343,14.872
33.1667,61.66,863.5,49.9,0.8602,17.323,14.902
33.3333,57.91,865.5,50.2,0.8660,17.430,15.093
33.5000,54.61,867.9,51.2,0.8715,17.590,15.329
33.6667,51.94,859.4,50.4,0.8758,17.608,15.420
33.8333,48.72,868.1,49.4,0.8831,17.496,15.451
34.0000,45.43,870.2,50.0,0.8895,17.451,15.523
34.1667,42.03,866.2,49.7,0.8967,17.390,15.593
34.3333,38.14,864.6,49.6,0.9027,17.514,15.809
34.5000,35.09,862.8,50.1,0.9091,17.299,15.726
34.6667,31.63,872.4,49.3,0.9136,17.786,16.249
34.8333,28.68,864.0,49.4,0.9195,17.597,16.181
35.0000,25.39,863.2,49.7,0.9280,17.321,16.074
35.1667,22.45,862.9,50.2,0.9353,17.443,16.314
35.3333,17.73,861.3,50.0,0.9431,17.261,16.278
35.5000,15.05,857.3,49.4,0.9472,17.305,16.391
35.6667,11.28,863.7,50.5,0.9533,17.406,16.594
35.8333,8.36,855.8,49.9,0.9586,17.149,16.439
36.0000,4.97,858.8,49.5,0.9619,17.466,16.802
36.1667,8.51,856.3,50.6,0.9568,17.399,16.647
36.3333,11.74,862.9,50.7,0.9540,17.315,16.518
36.5000,15.28,862.9,50.8,0.9454,17.284,16.341
36.6667,18.66,859.9,49.6,0.9418,17.442,16.426
36.8333,21.63,859.6,50.0,0.9329,17.402,16.234
37.0000,25.09,860.1,49.1,0.9276,17.200,15.954
37.1667,28.50,858.7,50.2,0.9201,17.508,16.110
37.3333,31.49,860.3,50.1,0.9118,17.276,15.751
37.5000,35.03,858.8,50.4,0.9083,17.462,15.861
37.6667,37.63,859.8,50.0,0.9073,17.365,15.755
37.8333,41.62,859.6,50.3,0.8990,17.120,15.391
38.0000,45.30,863.5,50.0,0.8894,17.376,15.455
38.1667,49.08,861.2,50.1,0.8839,17.368,15.351
38.3333,51.00,863.8,50.7,0.8778,17.474,15.338
38.5000,55.27,862.6,49.4,0.8719,17.411,15.180
38.6667,57.88,857.0,50.7,0.8644,17.175,14.846
38.8333,61.26,859.7,49.9,0.8599,17.323,14.895
39.0000,65.29,863.7,50.5,0.8498,17.370,14.762
39.1667,61.50,857.2,50.1,0.8586,17.380,14.923
39.3333,58.47,856.9,50.1,0.8679,17.159,14.892
39.5000,54.93,858.9,49.2,0.8703,17.394,15.137
39.6667,51.66,861.0,50.0,0.8775,17.221,15.112
39.8333,48.56,859.7,50.3,0.8811,17.204,15.158
40.0000,44.25,860.6,50.7,0.8892,17.328,15.408
40.1667,41.61,862.2,49.7,0.8970,17.340,15.554
40.3333,38.51,861.0,48.9,0.8993,17.405,15.653
40.5000,35.34,865.4,49.5,0.9059,17.364,15.729
40.6667,31.77,859.5,50.0,0.9141,17.254,15.772
40.8333,28.15,864.8,49.5,0.9199,17.476,16.077
41.0000,25.28,863.7,49.3,0.9264,17.286,16.014
41.1667,21.77,861.4,50.0,0.9300,17.505,16.279
41.3333,18.42,862.7,49.9,0.9419,17.355,16.346
41.5000,15.40,860.7,49.8,0.9451,17.209,16.264
41.6667,11.81,861.0,50.1,0.9516,17.193,16.361
41.8333,8.20,867.9,49.3,0.9601,17.358,16.666
42.0000,5.16,858.4,49.6,0.9604,17.210,16.528
42.1667,8.49,866.0,49.3,0.9585,17.342,16.622
42.3333,11.43,864.5,49.7,0.9494,17.442,16.560
42.5000,14.95,867.3,49.8,0.9408,17.370,16.341
42.6667,18.97,870.4,50.7,0.9394,17.470,16.411
42.8333,21.82,871.6,49.0,0.9275,17.577,16.302
43.0000,25.20,871.0,49.6,0.9275,17.550,16.278
43.1667,28.61,872.6,50.3,0.9203,17.419,16.031
43.3333,31.52,867.1,49.8,0.9137,17.481,15.972
43.5000,34.71,870.1,49.5,0.9092,17.546,15.952
43.6667,37.95,873.4,50.1,0.9025,17.682,15.959
43.8333,41.46,872.1,50.3,0.9001,17.472,15.726
44.0000,44.65,872.8,50.2,0.8894,17.359,15.439
44.1667,48.47,872.3,50.0,0.8840,17.674,15.624
44.3333,52.07,877.6,49.6,0.8752,17.511,15.326
44.5000,55.03,872.4,50.2,0.8710,17.371,15.131
44.6667,57.80,876.1,50.1,0.8651,17.435,15.082
44.8333,61.19,873.7,50.0,0.8573,17.572,15.065
45.0000,64.95,875.1,50.0,0.8532,17.623,15.036
45.1667,62.08,874.1,49.7,0.8596,17.387,14.947
45.3333,58.33,876.0,49.8,0.8636,17.456,15.074
45.5000,55.21,879.7,50.7,0.8666,17.508,15.172
45.6667,51.87,882.3,49.8,0.8772,17.694,15.522
45.8333,48.72,882.3,50.1,0.8826,17.664,15.591
46.0000,45.44,884.3,50.1,0.8860,17.686,15.670
46.1667,42.07,880.9,49.1,0.8916,17.716,15.795
46.3333,38.62,885.4,50.2,0.9023,17.716,15.984
46.5000,35.41,881.7,50.4,0.9102,17.585,16.006
46.6667,31.72,882.3,49.2,0.9162,17.529,16.059
46.8333,28.41,885.7,50.0,0.9216,17.696,16.308
47.0000,24.85,889.4,50.7,0.9240,17.874,16.515
47.1667,22.01,888.6,50.6,0.9280,17.916,16.625
47.3333,18.71,888.0,49.7,0.9368,17.819,16.694
47.5000,14.40,888.3,49.8,0.9479,17.669,16.749
47.6667,12.04,887.0,49.4,0.9510,17.822,16.949
47.8333,7.88,889.8,49.5,0.9557,17.803,17.014
48.0000,4.36,886.6,50.2,0.9670,17.720,17.135
48.1667,7.76,890.5,49.6,0.9566,17.869,17.094
48.3333,11.60,895.3,50.6,0.9483,18.015,17.083
48.5000,15.30,893.3,50.0,0.9442,17.808,16.815
48.6667,18.21,892.3,50.3,0.9398,17.785,16.714
48.8333,21.89,893.8,49.6,0.9327,17.928,16.721
49.0000,24.92,891.0,50.2,0.9281,17.689,16.418
49.1667,28.19,893.6,50.2,0.9175,18.008,16.522
49.3333,31.43,892.9,51.0,0.9132,17.922,16.366
49.5000,35.19,895.9,49.7,0.9092,17.815,16.198
49.6667,37.98,897.7,50.3,0.9000,18.038,16.234
49.8333,41.73,894.2,50.4,0.8973,17.904,16.065
50.0000,44.89,896.2,50.0,0.8915,17.929,15.985
50.1667,48.50,900.9,50.0,0.8824,18.028,15.908
50.3333,52.24,904.8,50.4,0.8760,18.029,15.794
50.5000,55.16,901.7,49.6,0.8703,18.198,15.838
50.6667,58.17,907.7,50.1,0.8615,18.214,15.691
50.8333,61.63,902.1,49.3,0.8564,18.104,15.504
51.0000,65.19,901.4,50.6,0.8493,17.982,15.273
51.1667,61.60,902.6,50.0,0.8604,18.073,15.550
51.3333,58.39,901.9,50.2,0.8661,17.988,15.580
51.5000,55.10,908.0,50.4,0.8724,17.924,15.636
51.6667,51.34,909.2,49.5,0.8767,18.145,15.908
51.8333,48.40,905.4,49.8,0.8810,18.071,15.921
52.0000,44.76,908.9,49.4,0.8896,18.100,16.101
52.1667,41.35,910.1,49.4,0.8923,18.239,16.275
52.3333,37.98,915.4,50.2,0.9000,18.303,16.474
52.5000,34.55,911.0,50.6,0.9084,18.227,16.557
52.6667,31.57,918.0,50.6,0.9103,18.422,16.769
52.8333,28.38,912.3,49.5,0.9158,18.255,16.717
53.0000,24.70,914.9,49.1,0.9226,18.301,16.884
53.1667,21.19,924.2,49.8,0.9319,18.465,17.208
53.3333,18.28,917.9,50.1,0.9410,18.323,17.242
53.5000,14.49,913.1,49.5,0.9470,18.090,17.131
53.6667,11.38,918.7,50.6,0.9494,18.359,17.429
53.8333,8.45,920.6,49.7,0.9535,18.382,17.528
54.0000,5.46,921.7,49.8,0.9582,18.410,17.640
54.1667,8.18,920.7,49.5,0.9536,18.441,17.585
54.3333,11.51,917.6,50.8,0.9502,18.250,17.341
54.5000,15.01,921.5,50.1,0.9433,18.289,17.252
54.6667,18.44,924.6,49.9,0.9373,18.353,17.201
54.8333,21.54,921.9,49.6,0.9340,18.264,17.059
55.0000,25.35,926.8,50.4,0.9259,18.565,17.189
55.1667,28.40,919.9,50.6,0.9171,18.371,16.849
55.3333,31.47,921.6,49.5,0.9138,18.318,16.739
55.5000,35.23,922.3,50.6,0.9053,18.511,16.759
55.6667,38.39,927.2,50.5,0.8991,18.476,16.611
55.8333,41.18,924.3,49.6,0.8977,18.376,16.496
56.0000,45.19,927.9,50.5,0.8903,18.463,16.437
56.1667,48.71,926.1,49.6,0.8791,18.515,16.276
56.3333,51.97,925.8,49.7,0.8758,18.363,16.081
56.5000,55.25,933.9,50.1,0.8695,18.612,16.183
56.6667,58.51,923.5,50.5,0.8649,18.277,15.808
56.8333,61.34,925.8,49.3,0.8596,18.355,15.778
57.0000,65.10,932.7,49.6,0.8490,18.380,15.605
57.1667,61.99,931.1,50.3,0.8551,18.451,15.777
57.3333,58.27,936.0,49.8,0.8628,18.527,15.985
57.5000,54.95,929.0,50.5,0.8638,18.667,16.124
57.6667,51.36,930.4,50.2,0.8722,18.645,16.262
57.8333,48.20,930.7,49.5,0.8812,18.584,16.377
58.0000,44.88,925.9,51.1,0.8859,18.416,16.314
58.1667,41.80,934.7,49.3,0.8920,18.553,16.550
58.3333,38.31,937.6,50.2,0.9027,18.597,16.787
58.5000,35.36,934.5,49.9,0.9034,18.665,16.863
58.6667,31.36,934.5,49.7,0.9129,18.538,16.924
58.8333,27.91,937.3,49.6,0.9184,18.859,17.319
59.0000,25.44,937.2,51.0,0.9284,18.447,17.125
59.1667,21.87,938.1,49.6,0.9335,18.561,17.326
59.3333,18.31,941.9,49.1,0.9369,18.589,17.416
59.5000,14.66,938.6,50.7,0.9405,18.526,17.423
59.6667,11.74,934.3,49.3,0.9456,18.618,17.606
59.8333,8.45,943.1,49.8,0.9570,18.723,17.918
60.0000,5.34,935.2,50.6,0.9594,18.641,17.884
60.1667,8.50,935.7,50.7,0.9526,18.678,17.793
60.3333,11.67,939.6,49.7,0.9497,18.575,17.641
60.5000,14.65,937.2,49.0,0.9407,18.657,17.551
60.6667,18.50,940.9,49.8,0.9361,18.674,17.480
60.8333,21.26,935.2,49.8,0.9339,18.570,17.343
61.0000,25.26,940.8,49.9,0.9210,18.736,17.256
61.1667,28.48,940.1,50.0,0.9176,18.746,17.201
61.3333,32.06,937.3,50.6,0.9065,18.589,16.852
61.5000,35.03,933.2,50.2,0.9046,18.376,16.622
61.6667,38.41,941.6,49.8,0.9013,18.624,16.787
61.8333,41.56,940.0,49.8,0.8919,18.871,16.831
62.0000,45.18,940.5,49.2,0.8866,18.769,16.641
62.1667,48.75,937.7,49.9,0.8802,18.749,16.503
62.3333,51.66,941.9,49.5,0.8748,18.611,16.282
62.5000,55.22,939.6,50.0,0.8689,18.514,16.086
62.6667,58.17,936.3,49.5,0.8631,18.562,16.021
62.8333,61.69,941.5,50.0,0.8568,18.710,16.030
63.0000,65.28,937.8,50.1,0.8492,18.595,15.791
63.1667,62.19,941.1,50.4,0.8520,18.684,15.920
63.3333,58.01,942.8,50.0,0.8660,18.574,16.086
63.5000,55.67,940.0,49.0,0.8646,18.745,16.206
63.6667,51.22,939.1,50.1,0.8754,18.530,16.221
63.8333,48.21,939.7,49.4,0.8796,18.704,16.452
64.0000,45.08,943.1,50.1,0.8834,18.533,16.373
64.1667,40.98,942.0,50.1,0.8924,18.675,16.666
64.3333,38.23,939.2,50.8,0.9007,18.604,16.756
64.5000,34.84,940.8,49.7,0.9052,18.751,16.974
64.6667,31.43,936.7,50.3,0.9126,18.528,16.909
64.8333,28.11,937.4,49.4,0.9210,18.555,17.089
65.0000,24.30,939.1,49.6,0.9262,18.475,17.111
65.1667,21.29,936.0,49.9,0.9290,18.528,17.213
65.3333,17.70,940.2,49.4,0.9340,18.635,17.406
65.5000,14.69,942.5,50.1,0.9466,18.610,17.616
65.6667,11.69,937.4,50.3,0.9493,18.559,17.617
65.8333,7.77,940.8,49.8,0.9581,18.536,17.760
66.0000,5.32,937.7,49.7,0.9602,18.473,17.737
66.1667,9.15,936.7,49.9,0.9509,18.592,17.678
66.3333,11.77,934.9,50.2,0.9477,18.499,17.532
66.5000,15.07,935.6,49.9,0.9390,18.487,17.358
66.6667,18.62,933.4,49.4,0.9330,18.621,17.373
66.8333,22.39,937.0,50.1,0.9268,18.451,17.100
67.0000,24.39,935.9,49.1,0.9234,18.645,17.216
67.1667,28.44,932.4,50.2,0.9180,18.500,16.983
67.3333,31.92,929.2,49.5,0.9093,18.038,16.402
67.5000,34.35,925.6,50.8,0.9059,18.203,16.490
67.6667,38.38,930.3,49.5,0.8978,18.428,16.545
67.8333,41.59,929.5,49.6,0.8922,18.226,16.262
68.0000,45.02,931.0,49.9,0.8875,18.277,16.221
68.1667,48.40,929.5,49.2,0.8788,18.394,16.165
68.3333,51.62,924.5,50.4,0.8732,18.293,15.972
68.5000,54.85,932.0,49.8,0.8671,18.346,15.907
68.6667,58.28,934.0,50.0,0.8638,18.294,15.802
68.8333,61.73,928.8,49.7,0.8549,18.359,15.696
69.0000,64.90,926.4,49.4,0.8523,18.284,15.584
69.1667,61.71,924.3,49.9,0.8535,18.395,15.700
69.3333,58.19,930.5,50.2,0.8592,18.364,15.778
69.5000,55.27,922.9,50.3,0.8668,18.207,15.781
69.6667,51.74,922.9,50.3,0.8748,18.230,15.948
69.8333,48.55,921.3,50.2,0.8756,18.156,15.897
70.0000,45.17,924.1,49.8,0.8859,18.184,16.109
70.1667,41.92,923.2,50.0,0.8879,18.356,16.298
70.3333,38.74,922.1,50.4,0.8941,18.115,16.196
70.5000,35.17,921.9,50.0,0.9068,18.077,16.392
70.6667,32.25,923.5,50.3,0.9070,18.054,16.375
70.8333,28.07,915.4,49.2,0.9198,17.934,16.496
71.0000,25.38,924.5,49.7,0.9202,18.278,16.819
71.1667,21.92,919.6,50.5,0.9273,18.099,16.783
71.3333,18.77,914.6,50.0,0.9321,18.159,16.926
71.5000,14.79,919.3,49.4,0.9417,18.208,17.146
71.6667,11.77,918.4,49.9,0.9474,18.278,17.317
71.8333,8.36,914.0,49.8,0.9539,17.935,17.107
72.0000,5.41,917.1,50.4,0.9582,18.062,17.307
72.1667,7.92,911.9,51.2,0.9507,18.045,17.155
72.3333,11.91,916.2,50.1,0.9475,18.046,17.099
72.5000,15.04,915.1,50.1,0.9419,18.035,16.986
72.6667,17.83,913.2,50.0,0.9338,18.118,16.919
72.8333,21.86,911.1,50.3,0.9264,18.035,16.707
73.0000,25.02,908.4,50.0,0.9218,17.866,16.468
73.1667,28.34,910.0,51.0,0.9121,17.841,16.274
73.3333,31.46,909.6,49.8,0.9118,17.820,16.248
73.5000,34.59,905.4,50.3,0.9050,17.747,16.061
73.6667,38.56,906.1,49.3,0.8966,17.983,16.123
73.8333,41.59,912.7,49.4,0.8913,17.843,15.903
74.0000,45.16,908.6,49.3,0.8802,17.874,15.733
74.1667,47.84,906.7,50.2,0.8795,17.829,15.680
74.3333,52.13,902.1,49.9,0.8665,17.981,15.581
74.5000,55.19,901.6,49.4,0.8660,17.598,15.240
74.6667,58.41,898.9,50.7,0.8552,17.890,15.300
74.8333,61.82,898.1,50.6,0.8524,17.749,15.130
75.0000,64.73,891.8,49.3,0.8448,17.652,14.912
75.1667,61.82,897.1,50.1,0.8508,17.636,15.004
75.3333,58.49,898.0,50.2,0.8587,17.767,15.256
75.5000,55.00,896.5,50.3,0.8648,17.606,15.226
75.6667,51.98,894.0,50.3,0.8711,17.564,15.299
75.8333,47.80,898.3,49.6,0.8776,17.651,15.491
76.0000,44.85,891.5,50.1,0.8856,17.640,15.622
76.1667,41.41,892.2,50.0,0.8895,17.476,15.545
76.3333,38.25,894.0,50.1,0.8938,17.658,15.782
76.5000,34.82,892.4,50.0,0.9025,17.581,15.867
76.6667,31.73,894.4,50.1,0.9058,17.584,15.927
76.8333,28.34,897.2,50.6,0.9139,17.674,16.152
