time (h),temperature (°C),relative_humidity (%)
63.0000,64.82,85.4
63.1667,64.70,84.9
63.3333,64.81,84.9
63.5000,65.08,85.7
63.6667,64.78,85.7
63.8333,64.67,85.2
64.0000,65.12,85.4
64.1667,65.04,84.5
64.3333,64.51,85.1
64.5000,65.06,84.6
64.6667,65.05,84.4
64.8333,65.05,85.2
65.0000,64.72,85.0
65.1667,64.91,84.9
65.3333,64.81,84.7
65.5000,65.34,84.9
65.6667,64.75,85.3
65.8333,65.21,84.8
66.0000,64.56,84.1
66.1667,65.06,84.0
66.3333,65.26,85.0
66.5000,64.48,85.3
66.6667,65.00,84.4
66.8333,65.14,84.4
67.0000,64.90,85.8
67.1667,64.90,84.4
67.3333,65.34,85.1
67.5000,64.40,85.3
67.6667,65.00,85.0
67.8333,65.31,84.5
68.0000,65.10,85.5
68.1667,65.02,85.7
68.3333,65.09,84.9
68.5000,65.16,85.6
68.6667,64.60,85.1
68.8333,64.74,85.3
69.0000,65.09,85.0
69.1667,64.86,84.5
69.3333,64.62,84.6
69.5000,64.91,85.2
69.6667,65.20,84.6
69.8333,64.82,85.3
70.0000,64.98,84.7
70.1667,64.90,85.4
70.3333,64.96,85.1
70.5000,65.20,83.9
70.6667,64.65,85.8
70.8333,65.15,85.2
71.0000,65.20,84.8
71.1667,64.77,84.8
71.3333,64.77,85.4
71.5000,64.74,85.2
71.6667,65.01,84.6
71.8333,64.92,84.4
72.0000,65.10,84.7
72.1667,64.42,84.1
72.3333,64.83,85.8
72.5000,64.85,85.3
72.6667,65.10,85.2
72.8333,65.37,84.8
73.0000,64.62,85.0
73.1667,64.85,84.0
73.3333,64.47,84.3
73.5000,64.79,84.7
73.6667,64.99,85.1
73.8333,65.13,84.8
74.0000,64.59,84.1
74.1667,65.04,84.7
74.3333,64.52,85.5
74.5000,65.79,85.0
74.6667,65.16,84.3
74.8333,64.79,84.3
75.0000,65.28,85.3
75.1667,65.24,84.9
75.3333,64.93,84.2
75.5000,65.07,85.0
75.6667,64.81,84.6
75.8333,64.81,85.0
76.0000,65.04,84.9
76.1667,64.91,85.0
76.3333,65.30,84.4
76.5000,64.98,84.7
76.6667,64.43,85.1
76.8333,65.23,85.6
77.0000,64.94,84.2
77.1667,65.40,85.2
77.3333,65.24,84.9
77.5000,65.02,84.5
77.6667,65.05,84.8
77.8333,65.24,84.6
78.0000,64.82,84.9
78.1667,65.45,85.0
78.3333,64.90,86.3
78.5000,64.92,85.1
78.6667,65.47,85.0
78.8333,64.99,85.4
79.0000,65.26,84.6
79.1667,64.89,84.5
79.3333,64.69,85.6
79.5000,64.72,85.3
79.6667,65.07,85.0
79.8333,64.96,85.4
80.0000,64.53,85.0
80.1667,65.81,86.0
80.3333,64.61,85.5
80.5000,65.33,85.3
80.6667,64.72,85.0
80.8333,65.23,84.8
81.0000,65.20,84.9
81.1667,64.92,84.5
81.3333,65.18,85.0
81.5000,65.35,84.5
81.6667,64.66,85.1
81.8333,64.98,85.1
82.0000,65.09,85.1
82.1667,65.17,84.9
82.3333,64.43,83.8
82.5000,65.48,84.2
82.6667,64.70,85.2
82.8333,65.74,84.6
83.0000,65.22,84.3
83.1667,65.06,83.9
83.3333,65.07,85.0
83.5000,65.10,84.5
83.6667,65.09,84.7
83.8333,65.29,85.1
84.0000,65.01,84.2
84.1667,64.74,84.7
84.3333,64.85,84.4
84.5000,64.51,85.2
84.6667,65.25,85.2
84.8333,64.57,86.0
85.0000,65.09,85.4
85.1667,64.95,84.7
85.3333,65.43,83.9
85.5000,65.05,84.7
85.6667,64.98,85.5
85.8333,64.83,85.3
86.0000,64.87,84.5
86.1667,64.42,84.9
86.3333,65.32,84.9
86.5000,65.03,85.3
86.6667,65.50,84.6
86.8333,64.66,85.2
87.0000,64.87,84.8
87.1667,64.80,85.3
87.3333,65.22,84.4
87.5000,64.85,85.1
87.6667,65.33,84.5
87.8333,64.43,84.9
88.0000,64.44,85.2
88.1667,65.78,85.0
88.3333,64.54,85.4
88.5000,64.56,84.9
88.6667,65.07,85.3
88.8333,65.12,84.8
89.0000,65.23,84.0
89.1667,64.83,84.6
89.3333,65.34,85.0
89.5000,64.84,85.6
89.6667,65.23,84.7
89.8333,64.94,84.8
90.0000,65.35,84.7
90.1667,65.69,85.6
90.3333,65.09,84.4
90.5000,64.83,84.6
90.6667,64.84,84.3
90.8333,65.15,84.4
91.0000,64.95,83.9
91.1667,65.27,84.8
91.3333,65.28,85.0
91.5000,65.10,84.6
91.6667,64.88,85.8
91.8333,65.01,85.0
92.0000,65.23,85.3
92.1667,65.64,85.5
92.3333,65.01,85.0
92.5000,65.04,85.2
92.6667,64.59,85.2
92.8333,65.09,84.2
93.0000,65.08,85.8
93.1667,65.07,85.1
93.3333,64.74,84.9
93.5000,64.96,84.2
93.6667,64.43,84.6
93.8333,65.16,85.3
94.0000,65.17,85.9
94.1667,64.92,85.3
94.3333,64.85,85.0
94.5000,64.52,84.8
94.6667,64.63,84.9
94.8333,64.91,84.8
95.0000,64.90,84.9
95.1667,65.21,85.1
95.3333,64.68,84.6
95.5000,65.06,85.0
95.6667,65.10,84.3
95.8333,64.99,85.6
96.0000,64.27,84.9
96.1667,64.69,84.8
96.3333,64.96,85.2
96.5000,64.86,85.4
96.6667,64.74,85.9
96.8333,65.05,84.8
97.0000,65.28,85.1
97.1667,65.11,85.3
97.3333,64.85,84.6
97.5000,64.97,85.6
97.6667,64.15,85.3
97.8333,64.45,85.3
98.0000,64.36,85.1
98.1667,65.44,84.9
98.3333,65.64,85.2
98.5000,65.37,84.3
98.6667,64.83,85.1
98.8333,64.49,83.9
99.0000,65.05,84.2
99.1667,64.84,85.1
99.3333,64.74,84.8
99.5000,64.98,84.6
99.6667,64.50,84.8
99.8333,65.20,85.4
100.0000,64.93,84.1
100.1667,65.43,83.7
100.3333,65.03,85.4
100.5000,65.08,85.7
100.6667,64.49,85.6
100.8333,64.86,85.1
101.0000,64.89,85.0
101.1667,65.00,84.9
101.3333,64.91,84.4
101.5000,65.34,85.1
101.6667,65.16,84.9
101.8333,65.36,84.6
102.0000,64.73,85.0
102.1667,64.25,84.3
102.3333,65.03,84.4
102.5000,65.26,85.5
102.6667,65.33,85.1
102.8333,64.56,84.7
103.0000,65.24,84.8
103.1667,64.51,85.3
103.3333,64.62,84.6
103.5000,64.57,84.5
103.6667,65.00,84.6
103.8333,65.18,84.9
104.0000,64.87,85.3
104.1667,64.62,84.6
104.3333,65.28,85.3
104.5000,64.62,84.8
104.6667,64.56,85.4
104.8333,65.13,85.7
105.0000,65.13,85.2
105.1667,65.22,84.0
105.3333,65.00,85.2
105.5000,65.12,85.6
105.6667,65.92,85.3
105.8333,64.75,85.3
106.0000,64.53,85.4
106.1667,64.64,85.8
106.3333,65.38,86.2
106.5000,65.58,84.7
106.6667,64.92,85.5
106.8333,64.91,84.8
107.0000,64.55,84.6
107.1667,65.28,85.2
107.3333,64.90,84.8
107.5000,64.90,85.5
107.6667,64.81,85.3
107.8333,65.15,85.0
108.0000,65.03,84.1
108.1667,64.76,84.8
108.3333,64.83,84.8
108.5000,65.02,85.3
108.6667,65.27,84.7
108.8333,64.84,85.2
109.0000,65.07,84.4
109.1667,65.01,84.7
109.3333,65.16,85.3
109.5000,64.90,84.8
109.6667,64.50,85.3
109.8333,64.66,85.1
110.0000,65.75,85.2
110.1667,65.30,84.8
110.3333,64.60,85.3
110.5000,65.05,84.6
110.6667,64.71,84.6
110.8333,65.48,84.2
111.0000,65.34,84.8
111.1667,65.32,83.7
111.3333,64.98,85.4
111.5000,64.89,85.1
111.6667,64.75,85.6
111.8333,65.49,84.7
112.0000,64.68,84.3
112.1667,64.88,85.2
112.3333,65.22,83.8
112.5000,65.35,85.3
112.6667,64.62,83.9
112.8333,65.51,84.8
113.0000,64.36,85.3
113.1667,64.75,84.6
113.3333,65.04,85.5
113.5000,64.82,84.4
113.6667,65.22,85.5
113.8333,65.99,85.1
114.0000,64.56,84.4
114.1667,65.10,84.2
114.3333,65.15,84.2
114.5000,65.65,85.5
114.6667,65.35,84.5
114.8333,64.62,85.8
115.0000,65.42,84.8
115.1667,64.78,85.6
115.3333,65.05,84.9
115.5000,64.47,85.3
115.6667,64.80,84.7
115.8333,65.40,84.1
116.0000,65.27,85.4
116.1667,64.97,84.5
116.3333,65.38,85.9
116.5000,65.18,86.1
116.6667,65.28,84.5
116.8333,64.68,85.2
117.0000,64.97,85.4
117.1667,64.92,84.5
117.3333,64.74,83.8
117.5000,64.73,85.5
117.6667,64.90,84.3
117.8333,65.16,85.7
118.0000,64.72,85.0
118.1667,65.65,84.9
118.3333,64.90,85.8
118.5000,64.94,85.6
118.6667,65.21,84.7
118.8333,65.14,84.1
119.0000,65.18,84.4
119.1667,64.64,84.4
119.3333,64.93,85.5
119.5000,65.21,84.3
119.6667,64.75,84.7
119.8333,64.69,84.2
120.0000,64.92,84.4
120.1667,65.09,85.0
120.3333,64.85,85.1
120.5000,64.49,85.6
120.6667,65.23,85.8
120.8333,65.07,85.3
121.0000,64.91,85.3
121.1667,65.06,85.6
121.3333,64.72,85.5
121.5000,65.65,85.4
121.6667,65.10,84.7
121.8333,64.97,85.0
122.0000,65.07,85.8
122.1667,64.75,85.3
122.3333,64.91,85.9
122.5000,65.20,85.8
122.6667,64.61,84.9
122.8333,64.86,85.1
123.0000,64.73,84.8
123.1667,65.19,85.2
123.3333,65.34,84.6
123.5000,64.69,85.6
123.6667,64.83,85.6
123.8333,65.28,85.9
124.0000,65.37,85.0
124.1667,64.87,85.2
124.3333,64.21,85.8
124.5000,65.10,84.9
124.6667,65.04,85.7
124.8333,64.90,84.7
125.0000,64.84,84.4
125.1667,65.19,85.2
125.3333,64.79,85.3
125.5000,65.18,84.8
125.6667,65.12,85.3
125.8333,64.59,84.9
126.0000,65.09,85.5
126.1667,64.73,84.9
126.3333,65.22,85.5
126.5000,64.64,86.0
126.6667,64.94,84.8
126.8333,64.56,84.6
127.0000,64.82,84.8
127.1667,64.66,83.9
127.3333,65.46,85.4
127.5000,65.03,85.0
127.6667,64.78,84.9
127.8333,64.66,85.6
128.0000,64.97,84.6
128.1667,65.51,83.9
128.3333,64.59,85.9
128.5000,65.06,85.0
128.6667,65.39,84.8
128.8333,64.47,84.5
129.0000,64.54,85.3
129.1667,64.79,85.1
129.3333,64.54,85.0
129.5000,65.33,84.8
129.6667,64.98,84.4
129.8333,64.84,85.3
130.0000,65.00,84.9
130.1667,64.85,84.8
130.3333,64.73,85.0
130.5000,65.25,85.7
130.6667,65.45,85.3
130.8333,65.10,84.7
131.0000,64.88,85.1
131.1667,65.20,85.0
131.3333,65.44,85.0
131.5000,65.14,84.9
131.6667,65.05,85.0
131.8333,64.72,85.4
132.0000,64.31,85.0
132.1667,65.08,85.2
132.3333,65.14,84.7
132.5000,64.89,85.3
132.6667,65.20,85.7
132.8333,64.88,83.6
133.0000,65.02,85.0
133.1667,64.83,85.0
133.3333,65.09,85.4
133.5000,65.64,85.2
133.6667,64.43,85.3
133.8333,64.51,85.2
134.0000,64.74,85.5
134.1667,65.32,84.5
134.3333,64.50,85.7
134.5000,65.59,85.7
134.6667,64.74,85.5
134.8333,64.65,85.3
135.0000,64.80,83.8
135.1667,65.15,86.2
135.3333,65.19,84.6
135.5000,65.58,84.2
135.6667,64.85,83.9
135.8333,64.82,84.8
136.0000,64.83,84.1
136.1667,64.81,84.6
136.3333,65.13,85.5
136.5000,65.50,85.3
136.6667,65.75,85.1
136.8333,64.87,84.9
137.0000,65.12,85.4
137.1667,64.56,85.0
137.3333,64.74,85.2
137.5000,65.50,84.6
137.6667,65.14,84.5
137.8333,65.54,84.8
138.0000,65.29,85.1
138.1667,65.45,85.7
138.3333,65.22,85.4
138.5000,65.34,84.9
138.6667,64.99,85.1
138.8333,64.49,84.5
139.0000,65.17,84.7
139.1667,65.18,84.3
139.3333,64.92,84.8
139.5000,64.89,85.1
139.6667,65.41,85.5
139.8333,65.32,84.3
140.0000,64.74,86.0
140.1667,64.92,85.0
140.3333,64.68,84.5
140.5000,65.05,84.9
140.6667,64.41,84.8
140.8333,65.08,86.0
141.0000,64.60,84.9
141.1667,65.54,85.2
141.3333,64.52,84.8
141.5000,65.01,84.9
141.6667,64.87,85.2
141.8333,64.84,84.5
142.0000,65.17,83.9
142.1667,64.88,85.0
142.3333,65.62,84.2
142.5000,65.32,85.2
142.6667,65.30,84.8
142.8333,65.06,84.8
143.0000,64.66,84.5
143.1667,64.62,84.8
143.3333,65.27,84.6
143.5000,64.94,85.7
143.6667,65.06,84.8
143.8333,65.42,85.3
144.0000,65.13,85.4
144.1667,65.31,85.1
144.3333,64.70,85.8
144.5000,65.28,84.4
144.6667,64.97,85.0
144.8333,65.05,84.3
145.0000,65.21,84.7
145.1667,65.34,85.1
145.3333,65.19,85.2
145.5000,65.34,85.5
145.6667,64.78,85.2
145.8333,64.96,84.5
146.0000,65.07,84.7
146.1667,65.28,84.2
146.3333,64.38,84.8
146.5000,65.17,84.8
146.6667,64.20,84.9
146.8333,65.02,84.4
147.0000,64.68,85.3
147.1667,65.03,85.7
147.3333,64.46,85.2
147.5000,65.31,84.7
147.6667,65.02,85.0
147.8333,64.95,84.0
148.0000,65.26,85.0
148.1667,65.25,84.3
148.3333,65.20,84.9
148.5000,65.30,85.0
148.6667,65.40,85.3
148.8333,64.79,85.3
149.0000,65.26,84.5
149.1667,65.14,85.2
149.3333,65.55,84.8
149.5000,65.05,84.9
149.6667,65.10,84.4
149.8333,65.26,85.0
150.0000,64.63,84.4
150.1667,64.95,84.7
150.3333,65.49,85.4
150.5000,65.30,85.7
150.6667,64.88,84.7
150.8333,64.82,84.4
151.0000,64.41,85.0
151.1667,64.70,85.5
151.3333,65.38,85.2
151.5000,64.71,85.9
151.6667,64.95,85.4
151.8333,64.57,85.1
152.0000,64.88,84.0
152.1667,65.03,85.3
152.3333,64.82,84.3
152.5000,64.62,85.5
152.6667,64.94,84.6
152.8333,64.96,85.2
153.0000,64.73,84.9
153.1667,65.17,84.7
153.3333,65.06,85.8
153.5000,65.04,85.5
153.6667,65.19,84.5
153.8333,64.69,84.9
154.0000,64.84,84.7
154.1667,64.52,85.0
154.3333,64.79,84.8
154.5000,64.79,85.0
154.6667,64.99,85.7
154.8333,64.76,84.2
155.0000,64.97,84.8
155.1667,65.27,84.4
155.3333,64.69,86.2
155.5000,64.92,84.6
155.6667,65.01,85.5
155.8333,64.91,85.1
156.0000,64.98,84.6
156.1667,64.75,84.6
156.3333,65.10,85.5
156.5000,65.14,85.0
156.6667,65.22,85.2
156.8333,64.32,85.4
157.0000,64.85,84.8
157.1667,65.20,85.0
157.3333,64.95,85.4
157.5000,64.94,84.6
157.6667,65.28,85.9
157.8333,65.64,85.5
158.0000,65.31,85.1
158.1667,65.01,85.7
158.3333,65.74,86.1
158.5000,64.66,84.9
158.6667,65.25,84.0
158.8333,65.02,85.2
159.0000,65.12,84.8
159.1667,64.70,84.7
159.3333,64.94,85.2
159.5000,65.07,85.2
159.6667,65.36,86.1
159.8333,64.31,84.4
160.0000,65.22,85.2
160.1667,65.17,84.2
160.3333,64.70,85.4
160.5000,64.73,85.1
160.6667,65.38,83.7
160.8333,65.18,83.8
161.0000,65.11,84.2
161.1667,64.99,84.2
161.3333,65.27,85.7
161.5000,64.77,85.2
161.6667,65.04,84.7
161.8333,65.05,85.7
162.0000,64.99,85.2
162.1667,64.90,85.4
162.3333,65.41,84.1
162.5000,65.13,85.7
162.6667,64.97,85.7
162.8333,65.05,84.0
163.0000,64.61,85.4
163.1667,64.70,85.2
163.3333,64.94,83.8
163.5000,64.86,84.9
163.6667,65.27,85.5
163.8333,65.20,85.1
164.0000,64.74,84.6
164.1667,65.22,84.6
164.3333,65.21,84.0
164.5000,64.67,84.3
164.6667,64.92,84.7
164.8333,64.82,85.0
165.0000,64.96,84.9
165.1667,64.75,85.1
165.3333,64.77,85.0
165.5000,64.99,84.7
165.6667,65.07,84.7
165.8333,65.04,85.2
166.0000,65.29,86.3
166.1667,64.85,84.0
166.3333,65.07,85.3
166.5000,65.59,84.8
166.6667,65.93,85.0
166.8333,64.75,85.3
167.0000,65.15,84.2
167.1667,64.80,84.5
167.3333,65.01,85.0
167.5000,65.16,84.6
167.6667,65.14,85.2
167.8333,64.92,84.4
168.0000,64.96,84.5
