time (h),temperature (°C),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
15.5000,64.52,46.9,0.9900,-1.145,-1.134
15.6667,65.30,48.0,0.9900,-1.141,-1.129
15.8333,65.09,46.0,0.9900,-1.143,-1.131
16.0000,65.06,49.0,0.9900,-1.144,-1.132
16.1667,64.65,47.7,0.9900,-1.141,-1.129
16.3333,64.94,47.9,0.9900,-1.140,-1.128
16.5000,65.09,46.4,0.9900,-1.141,-1.130
16.6667,65.11,47.9,0.9900,-1.142,-1.130
16.8333,65.65,48.3,0.9900,-1.142,-1.131
17.0000,64.90,48.8,0.9900,-1.145,-1.133
17.1667,64.93,49.0,0.9900,-1.141,-1.129
17.3333,65.00,48.1,0.9900,-1.144,-1.133
17.5000,65.39,47.1,0.9900,-1.147,-1.136
17.6667,65.27,46.2,0.9900,-1.141,-1.130
17.8333,64.75,48.1,0.9900,-1.141,-1.129
18.0000,64.97,47.5,0.9900,-1.142,-1.130
18.1667,64.94,48.1,0.9900,-1.141,-1.130
18.3333,64.32,49.0,0.9900,-1.139,-1.128
18.5000,65.23,48.6,0.9900,-1.144,-1.132
18.6667,65.59,46.1,0.9900,-1.142,-1.131
18.8333,64.79,47.8,0.9900,-1.143,-1.131
19.0000,65.35,46.8,0.9900,-1.142,-1.130
19.1667,64.62,47.3,0.9900,-1.145,-1.133
19.3333,64.52,47.3,0.9900,-1.139,-1.127
19.5000,65.02,48.2,0.9900,-1.140,-1.129
19.6667,65.08,47.9,0.9900,-1.141,-1.129
19.8333,64.84,47.4,0.9900,-1.143,-1.132
20.0000,64.91,47.0,0.9900,-1.140,-1.128
20.1667,64.87,48.7,0.9900,-1.142,-1.131
20.3333,65.08,47.2,0.9900,-1.138,-1.126
20.5000,65.06,46.8,0.9900,-1.146,-1.134
20.6667,65.35,47.0,0.9900,-1.140,-1.129
20.8333,65.26,45.9,0.9900,-1.139,-1.128
21.0000,64.71,47.3,0.9900,-1.141,-1.130
21.1667,64.70,46.1,0.9900,-1.141,-1.130
21.3333,65.53,46.5,0.9900,-1.143,-1.131
21.5000,64.49,45.5,0.9900,-1.146,-1.134
21.6667,65.11,44.7,0.9900,-1.142,-1.131
21.8333,64.71,44.3,0.9900,-1.142,-1.130
22.0000,65.18,44.9,0.9900,-1.141,-1.129
22.1667,64.80,44.5,0.9900,-1.142,-1.130
22.3333,65.02,46.0,0.9900,-1.142,-1.130
22.5000,65.07,44.6,0.9900,-1.145,-1.133
22.6667,65.27,44.8,0.9900,-1.142,-1.130
22.8333,64.86,43.7,0.9900,-1.142,-1.131
23.0000,65.28,45.2,0.9900,-1.141,-1.130
23.1667,64.63,43.2,0.9900,-1.145,-1.134
23.3333,64.72,43.0,0.9900,-1.139,-1.128
23.5000,64.66,44.0,0.9900,-1.142,-1.131
23.6667,64.92,43.1,0.9900,-1.141,-1.130
23.8333,65.22,42.2,0.9900,-1.144,-1.132
24.0000,65.30,42.8,0.9900,-1.143,-1.132
24.1667,65.25,41.5,0.9900,-1.144,-1.133
24.3333,65.19,41.5,0.9900,-1.148,-1.136
24.5000,64.88,42.3,0.9900,-1.139,-1.128
24.6667,64.96,41.7,0.9900,-1.144,-1.133
24.8333,64.96,41.0,0.9900,-1.141,-1.129
25.0000,65.43,40.6,0.9900,-1.141,-1.129
25.1667,65.24,41.2,0.9900,-1.141,-1.130
25.3333,64.88,39.9,0.9900,-1.142,-1.131
25.5000,64.90,39.7,0.9900,-1.144,-1.133
25.6667,64.28,39.4,0.9900,-1.139,-1.127
25.8333,65.35,39.4,0.9900,-1.143,-1.132
26.0000,65.41,38.6,0.9900,-1.146,-1.134
26.1667,64.64,39.1,0.9900,-1.143,-1.131
26.3333,65.14,37.2,0.9900,-1.141,-1.130
26.5000,64.53,37.7,0.9900,-1.146,-1.134
26.6667,63.97,39.4,0.9900,-1.144,-1.133
26.8333,65.09,38.7,0.9900,-1.143,-1.131
27.0000,65.30,38.3,0.9900,-1.144,-1.133
27.1667,65.16,38.3,0.9900,-1.143,-1.132
27.3333,65.20,38.2,0.9900,-1.142,-1.131
27.5000,64.79,37.1,0.9900,-1.144,-1.132
27.6667,64.86,36.7,0.9900,-1.145,-1.133
27.8333,65.36,37.4,0.9900,-1.141,-1.129
28.0000,64.45,37.3,0.9900,-1.143,-1.132
28.1667,64.67,37.2,0.9900,-1.141,-1.129
28.3333,65.04,38.5,0.9900,-1.144,-1.133
28.5000,64.86,37.3,0.9900,-1.144,-1.132
28.6667,65.12,36.0,0.9900,-1.141,-1.129
28.8333,64.77,36.4,0.9900,-1.140,-1.129
29.0000,64.59,36.5,0.9900,-1.144,-1.132
29.1667,65.34,35.8,0.9900,-1.144,-1.133
29.3333,65.24,36.2,0.9900,-1.146,-1.135
29.5000,65.10,36.4,0.9900,-1.141,-1.129
29.6667,65.02,37.6,0.9900,-1.143,-1.131
29.8333,65.03,36.4,0.9900,-1.138,-1.127
30.0000,64.53,35.6,0.9900,-1.143,-1.132
30.1667,64.86,36.7,0.9900,-1.146,-1.135
30.3333,64.92,36.1,0.9900,-1.144,-1.132
30.5000,65.05,36.5,0.9900,-1.143,-1.132
30.6667,65.62,35.3,0.9900,-1.140,-1.129
30.8333,65.31,36.4,0.9900,-1.143,-1.131
31.0000,65.47,36.7,0.9900,-1.144,-1.132
31.1667,65.35,35.8,0.9900,-1.140,-1.129
31.3333,65.04,36.4,0.9900,-1.145,-1.134
31.5000,64.73,35.7,0.9900,-1.145,-1.134
31.6667,64.94,35.5,0.9900,-1.144,-1.133
31.8333,65.37,38.8,0.9900,-1.141,-1.130
32.0000,64.83,35.9,0.9900,-1.144,-1.133
32.1667,65.34,36.9,0.9900,-1.145,-1.133
32.3333,65.02,37.6,0.9900,-1.145,-1.134
32.5000,65.15,37.3,0.9900,-1.142,-1.131
32.6667,64.85,37.2,0.9900,-1.142,-1.130
32.8333,65.08,37.2,0.9900,-1.141,-1.129
33.0000,64.78,36.8,0.9900,-1.141,-1.130
33.1667,65.50,38.0,0.9900,-1.149,-1.138
33.3333,65.24,38.1,0.9900,-1.143,-1.131
33.5000,64.77,37.2,0.9900,-1.145,-1.134
33.6667,64.91,36.3,0.9900,-1.147,-1.135
33.8333,65.16,36.5,0.9900,-1.143,-1.132
34.0000,65.25,39.1,0.9900,-1.142,-1.131
34.1667,64.95,37.3,0.9900,-1.143,-1.132
34.3333,65.27,39.1,0.9900,-1.145,-1.134
34.5000,64.64,38.5,0.9900,-1.138,-1.127
34.6667,64.67,40.1,0.9900,-1.142,-1.131
34.8333,65.26,39.6,0.9900,-1.144,-1.132
35.0000,65.15,38.8,0.9900,-1.145,-1.133
35.1667,65.07,37.7,0.9900,-1.146,-1.135
35.3333,64.97,39.5,0.9900,-1.142,-1.131
35.5000,64.89,40.0,0.9900,-1.140,-1.128
35.6667,65.11,39.4,0.9900,-1.143,-1.131
35.8333,65.37,39.5,0.9900,-1.144,-1.132
36.0000,64.76,38.6,0.9900,-1.143,-1.132
36.1667,64.98,39.7,0.9900,-1.142,-1.130
36.3333,64.80,40.1,0.9900,-1.147,-1.135
36.5000,65.04,40.8,0.9900,-1.147,-1.136
36.6667,64.80,40.4,0.9900,-1.145,-1.133
36.8333,64.32,40.9,0.9900,-1.143,-1.131
37.0000,64.46,40.6,0.9900,-1.142,-1.131
37.1667,65.27,40.2,0.9900,-1.145,-1.134
37.3333,64.96,42.1,0.9900,-1.140,-1.129
37.5000,64.93,42.6,0.9900,-1.147,-1.136
37.6667,65.02,41.2,0.9900,-1.147,-1.135
37.8333,65.08,41.9,0.9900,-1.145,-1.134
38.0000,64.94,41.7,0.9900,-1.143,-1.132
38.1667,65.21,43.5,0.9900,-1.143,-1.132
38.3333,65.03,42.0,0.9900,-1.146,-1.134
38.5000,64.42,42.3,0.9900,-1.144,-1.132
38.6667,65.02,42.0,0.9900,-1.146,-1.135
38.8333,65.13,42.7,0.9900,-1.147,-1.136
39.0000,64.88,42.1,0.9900,-1.143,-1.131
39.1667,65.28,41.9,0.9900,-1.144,-1.133
39.3333,64.95,42.8,0.9900,-1.143,-1.132
39.5000,64.98,43.0,0.9900,-1.146,-1.135
39.6667,65.25,43.5,0.9900,-1.148,-1.136
39.8333,65.15,43.2,0.9900,-1.148,-1.136
40.0000,65.06,42.7,0.9900,-1.145,-1.133
40.1667,65.58,43.9,0.9900,-1.146,-1.134
40.3333,65.18,42.6,0.9900,-1.150,-1.138
40.5000,64.76,44.5,0.9900,-1.145,-1.134
40.6667,65.36,43.3,0.9900,-1.146,-1.134
40.8333,64.25,43.3,0.9900,-1.146,-1.134
41.0000,64.85,43.3,0.9900,-1.143,-1.132
41.1667,65.67,41.5,0.9900,-1.144,-1.132
41.3333,65.31,43.1,0.9900,-1.144,-1.133
41.5000,65.05,44.4,0.9900,-1.143,-1.131
41.6667,65.50,44.7,0.9900,-1.147,-1.136
41.8333,65.11,42.5,0.9900,-1.146,-1.135
42.0000,65.58,41.3,0.9900,-1.142,-1.131
42.1667,65.54,43.9,0.9900,-1.146,-1.134
42.3333,65.51,42.2,0.9900,-1.144,-1.133
42.5000,64.89,44.5,0.9900,-1.144,-1.133
42.6667,65.02,43.1,0.9900,-1.142,-1.131
42.8333,65.05,42.7,0.9900,-1.143,-1.132
43.0000,64.80,43.2,0.9900,-1.146,-1.135
43.1667,64.85,43.9,0.9900,-1.146,-1.134
43.3333,65.13,43.0,0.9900,-1.145,-1.134
43.5000,64.69,43.0,0.9900,-1.145,-1.134
43.6667,65.30,42.6,0.9900,-1.144,-1.133
43.8333,64.60,40.9,0.9900,-1.144,-1.132
44.0000,65.16,42.6,0.9900,-1.146,-1.135
44.1667,65.18,43.2,0.9900,-1.145,-1.134
44.3333,65.04,40.2,0.9900,-1.145,-1.134
44.5000,65.10,41.6,0.9900,-1.145,-1.134
44.6667,65.67,41.7,0.9900,-1.144,-1.133
44.8333,64.71,40.3,0.9900,-1.146,-1.135
45.0000,65.06,40.7,0.9900,-1.142,-1.130
45.1667,64.87,40.8,0.9900,-1.151,-1.139
45.3333,64.99,40.6,0.9900,-1.143,-1.132
45.5000,64.91,40.0,0.9900,-1.147,-1.136
45.6667,64.73,40.5,0.9900,-1.145,-1.134
45.8333,64.93,39.5,0.9900,-1.144,-1.133
46.0000,64.32,39.4,0.9900,-1.145,-1.134
46.1667,64.97,39.3,0.9900,-1.145,-1.133
46.3333,65.28,38.4,0.9900,-1.144,-1.133
46.5000,64.83,39.1,0.9900,-1.144,-1.133
46.6667,65.25,39.1,0.9900,-1.146,-1.135
46.8333,64.90,38.2,0.9900,-1.147,-1.135
47.0000,65.44,37.5,0.9900,-1.144,-1.133
47.1667,64.69,38.7,0.9900,-1.148,-1.137
47.3333,64.82,36.8,0.9900,-1.147,-1.136
47.5000,65.17,37.7,0.9900,-1.145,-1.133
47.6667,64.41,36.8,0.9900,-1.146,-1.134
47.8333,65.33,38.2,0.9900,-1.146,-1.134
48.0000,65.17,36.0,0.9900,-1.145,-1.134
48.1667,65.10,35.5,0.9900,-1.146,-1.135
48.3333,64.81,37.5,0.9900,-1.148,-1.136
48.5000,64.99,36.1,0.9900,-1.147,-1.136
48.6667,64.49,37.7,0.9900,-1.147,-1.136
48.8333,65.56,35.9,0.9900,-1.144,-1.133
49.0000,64.73,35.9,0.9900,-1.145,-1.133
49.1667,64.85,36.5,0.9900,-1.145,-1.133
49.3333,64.93,34.7,0.9900,-1.149,-1.138
49.5000,65.20,34.9,0.9900,-1.144,-1.133
49.6667,65.74,35.4,0.9900,-1.146,-1.135
49.8333,64.99,36.0,0.9900,-1.146,-1.134
50.0000,64.59,32.2,0.9900,-1.144,-1.133
50.1667,65.89,35.5,0.9900,-1.149,-1.138
50.3333,64.60,34.2,0.9900,-1.144,-1.132
50.5000,64.72,33.6,0.9900,-1.146,-1.134
50.6667,64.65,35.1,0.9900,-1.143,-1.132
50.8333,64.99,34.1,0.9900,-1.148,-1.137
51.0000,64.96,34.2,0.9900,-1.145,-1.133
51.1667,64.99,33.2,0.9900,-1.143,-1.132
51.3333,64.85,33.5,0.9900,-1.144,-1.133
51.5000,65.19,33.6,0.9900,-1.146,-1.134
51.6667,65.17,33.7,0.9900,-1.142,-1.130
51.8333,64.89,32.6,0.9900,-1.145,-1.134
52.0000,64.87,32.3,0.9900,-1.147,-1.135
52.1667,64.71,32.0,0.9900,-1.146,-1.135
52.3333,65.07,31.9,0.9900,-1.142,-1.131
52.5000,64.60,32.5,0.9900,-1.146,-1.134
52.6667,64.61,31.6,0.9900,-1.149,-1.138
52.8333,64.28,31.5,0.9900,-1.145,-1.134
53.0000,65.22,32.5,0.9900,-1.144,-1.133
53.1667,65.26,32.7,0.9900,-1.144,-1.133
53.3333,65.14,33.9,0.9900,-1.143,-1.131
53.5000,65.30,30.9,0.9900,-1.146,-1.135
53.6667,64.96,32.4,0.9900,-1.149,-1.138
53.8333,65.10,32.3,0.9900,-1.150,-1.138
54.0000,65.36,30.7,0.9900,-1.146,-1.135
54.1667,65.19,33.1,0.9900,-1.147,-1.135
54.3333,65.10,33.6,0.9900,-1.148,-1.136
54.5000,65.35,33.2,0.9900,-1.147,-1.136
54.6667,64.56,31.9,0.9900,-1.148,-1.137
54.8333,64.80,31.5,0.9900,-1.144,-1.133
55.0000,65.43,31.9,0.9900,-1.148,-1.136
55.1667,64.76,32.1,0.9900,-1.145,-1.133
55.3333,65.40,30.6,0.9900,-1.144,-1.132
55.5000,64.89,32.9,0.9900,-1.145,-1.134
55.6667,64.93,32.3,0.9900,-1.146,-1.134
55.8333,65.03,31.4,0.9900,-1.147,-1.135
56.0000,64.57,33.5,0.9900,-1.147,-1.136
56.1667,64.24,33.0,0.9900,-1.146,-1.134
56.3333,65.23,32.8,0.9900,-1.145,-1.134
56.5000,65.09,34.2,0.9900,-1.146,-1.135
56.6667,65.15,33.6,0.9900,-1.145,-1.133
56.8333,65.26,34.5,0.9900,-1.141,-1.130
57.0000,64.78,33.9,0.9900,-1.149,-1.137
57.1667,65.31,34.2,0.9900,-1.145,-1.133
57.3333,65.02,35.7,0.9900,-1.145,-1.134
57.5000,65.38,35.6,0.9900,-1.147,-1.136
57.6667,65.01,34.8,0.9900,-1.148,-1.136
57.8333,64.85,33.4,0.9900,-1.145,-1.134
58.0000,65.61,35.1,0.9900,-1.151,-1.139
58.1667,65.41,34.4,0.9900,-1.143,-1.132
58.3333,65.41,35.3,0.9900,-1.147,-1.135
58.5000,65.29,35.8,0.9900,-1.145,-1.134
58.6667,65.08,34.7,0.9900,-1.146,-1.135
58.8333,64.76,35.4,0.9900,-1.146,-1.135
59.0000,64.72,37.2,0.9900,-1.146,-1.135
59.1667,64.86,37.3,0.9900,-1.148,-1.136
59.3333,65.49,36.5,0.9900,-1.146,-1.134
59.5000,65.54,36.7,0.9900,-1.143,-1.132
59.6667,65.13,39.9,0.9900,-1.145,-1.134
59.8333,65.38,37.8,0.9900,-1.147,-1.136
60.0000,65.43,38.6,0.9900,-1.142,-1.131
60.1667,64.96,37.7,0.9900,-1.147,-1.136
60.3333,64.76,38.8,0.9900,-1.145,-1.133
60.5000,65.37,38.1,0.9900,-1.145,-1.133
60.6667,64.78,40.1,0.9900,-1.145,-1.133
60.8333,64.68,38.9,0.9900,-1.143,-1.132
61.0000,64.98,39.0,0.9900,-1.145,-1.134
61.1667,64.83,40.4,0.9900,-1.147,-1.135
61.3333,65.26,40.2,0.9900,-1.146,-1.135
61.5000,65.32,40.5,0.9900,-1.149,-1.137
61.6667,64.67,39.6,0.9900,-1.143,-1.132
61.8333,65.01,39.7,0.9900,-1.145,-1.134
62.0000,65.27,41.9,0.9900,-1.148,-1.136
62.1667,64.65,40.9,0.9900,-1.147,-1.135
62.3333,64.81,41.6,0.9900,-1.145,-1.133
62.5000,64.78,41.1,0.9900,-1.145,-1.134
62.6667,64.62,40.4,0.9900,-1.147,-1.136
62.8333,64.27,42.2,0.9900,-1.146,-1.135
63.0000,65.08,41.5,0.9900,-1.147,-1.135
63.1667,64.87,42.6,0.9900,-1.146,-1.134
63.3333,64.76,41.1,0.9900,-1.145,-1.134
63.5000,64.69,42.3,0.9900,-1.148,-1.137
63.6667,64.97,42.2,0.9900,-1.147,-1.135
63.8333,64.98,43.1,0.9900,-1.148,-1.137
64.0000,64.98,43.9,0.9900,-1.148,-1.136
64.1667,65.26,42.7,0.9900,-1.145,-1.133
64.3333,64.90,43.5,0.9900,-1.148,-1.137
64.5000,65.30,43.9,0.9900,-1.147,-1.136
64.6667,65.11,43.1,0.9900,-1.148,-1.136
64.8333,65.17,43.0,0.9900,-1.146,-1.135
65.0000,64.91,44.6,0.9900,-1.147,-1.135
65.1667,64.91,42.3,0.9900,-1.149,-1.138
65.3333,64.97,43.3,0.9900,-1.147,-1.135
65.5000,65.31,42.7,0.9900,-1.146,-1.135
65.6667,64.89,43.1,0.9900,-1.149,-1.138
65.8333,65.13,43.4,0.9900,-1.147,-1.135
66.0000,65.33,44.5,0.9900,-1.147,-1.135
66.1667,64.60,43.7,0.9900,-1.146,-1.135
66.3333,64.79,43.9,0.9900,-1.150,-1.139
66.5000,65.53,44.4,0.9900,-1.146,-1.134
66.6667,64.88,44.5,0.9900,-1.145,-1.134
66.8333,65.11,42.2,0.9900,-1.148,-1.137
67.0000,65.18,44.5,0.9900,-1.147,-1.136
67.1667,64.91,43.5,0.9900,-1.149,-1.138
67.3333,64.42,43.5,0.9900,-1.147,-1.136
67.5000,65.35,44.1,0.9900,-1.148,-1.136
67.6667,64.87,42.2,0.9900,-1.145,-1.134
67.8333,64.94,44.4,0.9900,-1.144,-1.133
68.0000,65.02,44.8,0.9900,-1.145,-1.133
68.1667,64.94,43.4,0.9900,-1.147,-1.135
68.3333,64.57,42.8,0.9900,-1.147,-1.136
68.5000,64.84,42.3,0.9900,-1.143,-1.132
68.6667,65.14,41.9,0.9900,-1.147,-1.135
68.8333,65.11,42.4,0.9900,-1.146,-1.134
69.0000,64.51,42.4,0.9900,-1.146,-1.134
69.1667,64.93,43.4,0.9900,-1.147,-1.136
69.3333,64.57,42.4,0.9900,-1.146,-1.135
69.5000,64.72,44.3,0.9900,-1.145,-1.133
69.6667,65.30,44.0,0.9900,-1.148,-1.137
69.8333,65.02,41.3,0.9900,-1.147,-1.136
70.0000,65.31,43.2,0.9900,-1.146,-1.135
70.1667,65.31,41.1,0.9900,-1.148,-1.137
70.3333,64.59,43.7,0.9900,-1.145,-1.133
70.5000,65.14,41.7,0.9900,-1.149,-1.137
70.6667,65.02,41.0,0.9900,-1.148,-1.137
70.8333,65.20,40.4,0.9900,-1.148,-1.137
71.0000,65.41,41.6,0.9900,-1.147,-1.135
71.1667,64.78,39.5,0.9900,-1.143,-1.132
71.3333,64.87,41.2,0.9900,-1.145,-1.134
71.5000,64.61,40.3,0.9900,-1.145,-1.134
71.6667,64.95,41.5,0.9900,-1.148,-1.136
71.8333,64.95,40.9,0.9900,-1.146,-1.134
72.0000,65.00,40.7,0.9900,-1.146,-1.135
72.1667,65.18,40.0,0.9900,-1.146,-1.135
72.3333,65.42,40.4,0.9900,-1.149,-1.137
72.5000,65.07,39.3,0.9900,-1.145,-1.133
72.6667,64.93,40.2,0.9900,-1.148,-1.136
72.8333,64.66,39.7,0.9900,-1.144,-1.132
73.0000,64.95,41.0,0.9900,-1.149,-1.138
73.1667,65.20,41.4,0.9900,-1.148,-1.137
73.3333,64.96,40.5,0.9900,-1.150,-1.139
73.5000,64.84,38.7,0.9900,-1.147,-1.136
73.6667,65.22,38.0,0.9900,-1.147,-1.136
73.8333,64.61,37.5,0.9900,-1.150,-1.138
74.0000,64.76,38.4,0.9900,-1.148,-1.136
74.1667,64.99,37.5,0.9900,-1.147,-1.136
74.3333,65.00,37.5,0.9900,-1.148,-1.136
74.5000,65.36,36.8,0.9900,-1.147,-1.135
74.6667,64.54,37.8,0.9900,-1.150,-1.138
74.8333,64.48,37.7,0.9900,-1.151,-1.139
75.0000,65.05,37.5,0.9900,-1.147,-1.135
75.1667,65.55,38.7,0.9900,-1.149,-1.138
75.3333,64.98,37.3,0.9900,-1.150,-1.138
75.5000,64.85,36.7,0.9900,-1.145,-1.134
75.6667,64.71,37.0,0.9900,-1.149,-1.138
75.8333,65.09,36.5,0.9900,-1.148,-1.137
76.0000,64.59,37.1,0.9900,-1.146,-1.135
76.1667,65.13,39.4,0.9900,-1.146,-1.134
76.3333,65.24,37.5,0.9900,-1.147,-1.135
76.5000,65.56,36.8,0.9900,-1.148,-1.137
76.6667,64.94,37.5,0.9900,-1.146,-1.134
76.8333,64.94,36.3,0.9900,-1.143,-1.131
77.0000,65.05,36.0,0.9900,-1.150,-1.138
77.1667,65.48,37.2,0.9900,-1.145,-1.134
77.3333,64.47,35.8,0.9900,-1.149,-1.137
77.5000,64.64,36.5,0.9900,-1.148,-1.136
77.6667,65.01,36.0,0.9900,-1.146,-1.135
77.8333,64.94,36.9,0.9900,-1.146,-1.134
78.0000,65.07,38.3,0.9900,-1.154,-1.143
78.1667,64.32,36.7,0.9900,-1.148,-1.136
78.3333,64.87,37.5,0.9900,-1.149,-1.138
78.5000,65.05,37.0,0.9900,-1.149,-1.138
78.6667,64.89,35.7,0.9900,-1.145,-1.134
78.8333,65.48,36.7,0.9900,-1.150,-1.139
79.0000,64.86,36.3,0.9900,-1.149,-1.137
79.1667,64.42,36.8,0.9900,-1.146,-1.135
79.3333,64.93,38.7,0.9900,-1.152,-1.140
79.5000,65.36,38.0,0.9900,-1.149,-1.138
79.6667,65.02,37.9,0.9900,-1.149,-1.137
79.8333,65.28,38.4,0.9900,-1.149,-1.137
80.0000,64.95,37.3,0.9900,-1.149,-1.138
80.1667,64.98,36.8,0.9900,-1.145,-1.134
80.3333,64.91,38.0,0.9900,-1.150,-1.139
80.5000,65.13,37.3,0.9900,-1.150,-1.138
80.6667,64.51,38.7,0.9900,-1.148,-1.136
80.8333,64.79,40.8,0.9900,-1.148,-1.136
81.0000,65.39,38.8,0.9900,-1.148,-1.137
81.1667,64.70,40.9,0.9900,-1.149,-1.138
81.3333,65.04,41.0,0.9900,-1.142,-1.130
81.5000,64.74,39.3,0.9900,-1.147,-1.135
81.6667,65.13,39.0,0.9900,-1.153,-1.141
81.8333,65.31,39.7,0.9900,-1.151,-1.139
82.0000,64.87,39.2,0.9900,-1.146,-1.134
82.1667,65.23,41.8,0.9900,-1.146,-1.135
82.3333,65.04,40.5,0.9900,-1.148,-1.137
82.5000,64.73,41.7,0.9900,-1.146,-1.135
