time (h),temperature (°C),relative_humidity (%)
27.3333,51.03,37.7
27.5000,44.16,38.3
27.6667,36.75,37.3
27.8333,29.67,37.4
28.0000,22.79,37.0
28.1667,22.69,37.1
28.3333,22.97,38.1
28.5000,23.22,37.8
28.6667,23.21,36.9
28.8333,23.08,36.8
29.0000,23.26,36.7
29.1667,22.53,36.8
29.3333,22.98,36.2
29.5000,23.22,35.5
29.6667,22.72,36.4
29.8333,22.83,35.4
30.0000,22.81,36.4
30.1667,30.09,36.7
30.3333,36.97,36.4
30.5000,44.10,36.5
30.6667,50.47,35.3
30.8333,57.98,35.2
31.0000,64.96,36.9
31.1667,65.00,36.0
31.3333,65.44,36.0
31.5000,64.45,35.8
31.6667,64.99,36.7
31.8333,65.04,36.4
32.0000,64.82,36.2
32.1667,65.11,35.9
32.3333,65.11,36.9
32.5000,64.91,38.2
32.6667,64.78,36.9
32.8333,65.31,36.2
33.0000,65.14,37.5
33.1667,58.05,37.2
33.3333,50.95,37.4
33.5000,43.92,36.3
33.6667,37.10,37.3
33.8333,29.62,37.6
34.0000,23.10,39.2
34.1667,23.34,37.5
34.3333,23.02,37.7
34.5000,23.38,37.8
34.6667,23.00,37.8
34.8333,22.99,39.0
35.0000,22.57,38.1
35.1667,23.17,39.5
35.3333,23.09,39.6
35.5000,22.58,39.9
35.6667,23.08,37.8
35.8333,23.21,39.1
36.0000,23.34,40.0
36.1667,30.21,39.6
36.3333,37.20,40.2
36.5000,44.38,40.8
36.6667,51.19,41.8
36.8333,58.09,40.1
37.0000,65.22,40.1
37.1667,65.11,40.8
37.3333,65.39,41.4
37.5000,64.70,42.5
37.6667,65.19,42.3
37.8333,65.23,41.2
38.0000,65.33,42.5
38.1667,65.00,41.8
38.3333,64.90,41.2
38.5000,65.63,40.9
38.6667,65.00,42.0
38.8333,65.17,41.8
39.0000,65.17,42.7
39.1667,57.91,42.8
39.3333,51.84,41.9
39.5000,44.11,42.7
39.6667,37.38,42.1
39.8333,29.69,43.4
40.0000,23.11,43.2
40.1667,22.83,42.7
40.3333,22.57,43.0
40.5000,22.87,42.9
40.6667,23.12,43.3
40.8333,23.15,43.8
41.0000,23.00,42.3
41.1667,23.39,44.2
41.3333,23.16,43.2
41.5000,22.74,42.3
41.6667,22.91,44.4
41.8333,22.60,43.5
42.0000,23.34,43.2
42.1667,29.62,42.0
42.3333,36.56,42.1
42.5000,43.88,42.6
42.6667,51.28,43.5
42.8333,57.70,42.7
43.0000,64.88,43.7
43.1667,65.04,42.6
43.3333,65.31,43.8
43.5000,65.17,42.2
43.6667,64.71,42.1
43.8333,65.23,41.2
44.0000,64.81,41.8
44.1667,64.83,42.2
44.3333,64.62,41.6
44.5000,65.36,41.9
44.6667,65.18,40.9
44.8333,65.48,41.9
45.0000,64.28,41.1
45.1667,57.78,40.3
45.3333,50.95,41.4
45.5000,43.88,39.8
45.6667,36.63,40.9
45.8333,30.39,40.1
46.0000,22.83,39.9
46.1667,22.99,38.7
46.3333,23.37,39.3
46.5000,23.29,38.1
46.6667,22.73,38.1
46.8333,22.99,38.1
47.0000,22.98,38.9
47.1667,22.41,38.6
47.3333,22.41,38.7
47.5000,23.38,38.6
47.6667,23.11,37.2
47.8333,23.33,36.7
48.0000,23.51,37.3
48.1667,30.15,36.8
48.3333,36.96,36.2
48.5000,44.01,36.9
48.6667,50.90,35.7
48.8333,57.68,35.0
49.0000,65.04,34.4
49.1667,65.00,34.4
49.3333,65.28,34.8
49.5000,65.48,35.2
49.6667,64.72,34.0
49.8333,64.98,34.6
50.0000,64.88,34.6
50.1667,65.40,34.4
50.3333,64.71,34.2
50.5000,64.90,32.5
50.6667,65.10,34.0
50.8333,65.22,33.5
51.0000,65.26,31.4
51.1667,57.48,33.4
51.3333,51.63,33.2
51.5000,43.57,32.9
51.6667,37.31,33.3
51.8333,30.02,32.6
52.0000,22.79,32.9
52.1667,23.25,31.9
52.3333,22.78,32.1
52.5000,22.77,30.7
52.6667,22.78,30.3
52.8333,22.86,32.0
53.0000,23.71,33.7
53.1667,22.99,32.1
53.3333,22.86,31.0
53.5000,22.53,30.4
53.6667,23.31,32.7
53.8333,23.02,32.6
54.0000,22.91,31.6
54.1667,29.72,31.1
54.3333,37.02,30.9
54.5000,44.04,31.9
54.6667,51.15,32.2
54.8333,57.93,33.3
55.0000,64.56,31.0
55.1667,65.26,32.3
55.3333,65.23,33.6
55.5000,64.88,32.3
55.6667,65.59,32.9
55.8333,64.59,33.9
56.0000,65.30,33.2
56.1667,64.85,32.8
56.3333,64.95,33.2
56.5000,64.74,32.4
56.6667,65.27,34.4
56.8333,64.66,34.2
57.0000,65.27,33.9
57.1667,58.22,33.9
57.3333,51.22,33.7
57.5000,44.50,33.6
57.6667,36.47,35.1
57.8333,29.97,34.3
58.0000,23.04,36.3
58.1667,23.12,35.8
58.3333,22.73,35.8
58.5000,22.64,35.9
58.6667,22.75,35.0
58.8333,23.48,36.2
59.0000,22.82,36.6
59.1667,23.42,36.2
59.3333,23.30,38.7
59.5000,23.15,36.5
59.6667,22.51,36.0
59.8333,23.42,37.9
60.0000,23.19,38.2
60.1667,29.81,38.1
60.3333,36.82,37.5
60.5000,44.13,39.1
60.6667,51.36,39.6
60.8333,57.67,38.6
61.0000,64.69,39.3
61.1667,65.14,40.3
61.3333,65.21,39.8
61.5000,64.87,39.5
61.6667,65.37,40.8
61.8333,64.56,40.0
62.0000,65.12,41.0
62.1667,64.85,40.8
62.3333,65.26,41.2
62.5000,65.30,43.0
62.6667,64.90,41.4
62.8333,65.24,41.4
63.0000,64.86,41.3
63.1667,57.43,42.2
63.3333,50.99,42.4
63.5000,44.18,42.1
63.6667,37.23,41.5
63.8333,29.71,42.3
64.0000,23.03,43.7
64.1667,22.84,42.1
64.3333,22.74,44.1
64.5000,22.89,44.4
64.6667,22.96,43.4
64.8333,23.25,44.4
65.0000,22.67,44.2
65.1667,22.60,43.1
65.3333,23.25,43.2
65.5000,23.11,42.8
65.6667,23.16,43.7
65.8333,23.14,43.8
66.0000,22.80,44.8
66.1667,29.84,43.7
66.3333,36.90,44.9
66.5000,44.46,44.7
66.6667,51.15,43.3
66.8333,58.42,44.7
67.0000,65.14,44.5
67.1667,65.22,44.5
67.3333,65.55,45.0
67.5000,64.89,44.1
67.6667,65.49,44.2
67.8333,64.60,45.4
68.0000,64.99,42.6
68.1667,65.02,44.5
68.3333,65.13,43.7
68.5000,64.51,44.4
68.6667,64.93,43.2
68.8333,64.72,41.1
69.0000,64.64,43.9
69.1667,58.29,43.3
69.3333,50.89,41.2
69.5000,44.25,42.9
69.6667,37.38,42.7
69.8333,30.09,42.8
70.0000,22.55,42.2
70.1667,23.36,42.8
70.3333,22.65,42.5
70.5000,23.03,41.7
70.6667,23.23,41.6
70.8333,23.41,41.8
71.0000,23.09,40.9
71.1667,22.56,39.7
71.3333,22.60,41.2
71.5000,22.88,40.7
71.6667,23.18,39.5
71.8333,22.66,41.5
72.0000,22.67,39.9
72.1667,30.41,39.9
72.3333,37.10,38.0
72.5000,44.31,38.7
72.6667,51.33,40.8
72.8333,58.19,39.9
73.0000,64.31,39.2
73.1667,64.78,38.8
73.3333,65.62,38.1
73.5000,64.88,39.7
73.6667,65.70,37.9
73.8333,64.81,37.0
74.0000,65.52,38.6
74.1667,65.09,37.2
74.3333,64.73,38.2
74.5000,64.89,38.0
74.6667,64.54,37.4
74.8333,64.92,37.7
75.0000,64.46,37.6
75.1667,58.23,37.8
75.3333,51.03,38.4
75.5000,44.16,37.3
75.6667,36.94,36.3
75.8333,30.25,37.5
76.0000,23.44,36.9
76.1667,22.62,36.0
76.3333,22.72,36.8
76.5000,22.73,37.5
76.6667,22.85,38.7
76.8333,22.67,35.8
77.0000,22.80,36.1
77.1667,22.97,37.7
77.3333,23.31,37.7
77.5000,23.39,35.9
77.6667,22.90,37.0
77.8333,22.73,36.9
78.0000,22.82,37.7
78.1667,30.01,37.2
78.3333,36.86,38.5
78.5000,43.60,37.0
78.6667,50.79,37.1
78.8333,57.71,36.4
79.0000,65.28,37.2
79.1667,65.47,38.6
79.3333,64.83,37.8
79.5000,65.06,37.6
79.6667,64.67,38.1
79.8333,64.47,39.9
80.0000,65.25,37.5
80.1667,65.74,39.8
80.3333,65.36,37.9
80.5000,65.06,38.5
80.6667,64.93,38.6
80.8333,64.94,40.6
81.0000,65.24,39.2
81.1667,57.53,39.6
81.3333,51.18,40.1
81.5000,44.53,39.1
81.6667,37.92,39.3
81.8333,29.82,39.2
82.0000,22.69,39.8
82.1667,23.17,40.5
82.3333,22.97,40.6
82.5000,22.86,41.2
82.6667,22.91,41.0
82.8333,23.11,42.3
83.0000,22.68,41.4
83.1667,23.07,40.2
83.3333,22.82,42.1
83.5000,23.08,40.8
83.6667,22.91,42.6
83.8333,23.33,42.3
84.0000,23.22,42.8
84.1667,29.77,43.1
84.3333,36.55,44.1
84.5000,44.11,43.5
84.6667,50.48,44.0
84.8333,58.40,44.7
85.0000,65.77,45.0
85.1667,65.03,44.4
85.3333,65.85,44.1
85.5000,65.11,45.0
85.6667,65.46,45.8
85.8333,65.23,45.3
86.0000,65.17,46.0
86.1667,65.26,46.0
86.3333,65.25,46.6
86.5000,64.92,46.7
86.6667,64.99,46.1
86.8333,64.88,47.5
87.0000,64.55,46.2
87.1667,57.87,47.2
87.3333,50.48,47.3
87.5000,43.47,47.7
87.6667,37.02,47.6
87.8333,30.30,47.2
88.0000,23.14,46.7
88.1667,22.85,47.5
88.3333,23.27,48.0
88.5000,22.79,49.0
88.6667,22.79,48.0
88.8333,23.10,48.0
89.0000,23.79,48.1
89.1667,22.88,47.2
89.3333,22.99,47.7
89.5000,22.61,48.1
89.6667,23.28,48.3
89.8333,23.51,47.7
90.0000,22.57,48.2
90.1667,30.11,48.6
90.3333,36.95,47.7
90.5000,43.78,46.8
90.6667,50.65,48.5
90.8333,57.62,48.3
91.0000,65.00,47.9
91.1667,64.63,47.6
91.3333,65.17,47.6
91.5000,64.78,47.0
91.6667,64.71,46.1
91.8333,65.03,48.1
92.0000,64.77,48.4
92.1667,65.34,46.1
92.3333,65.49,47.4
92.5000,64.80,46.3
92.6667,65.09,45.5
92.8333,64.72,47.7
93.0000,64.79,43.7
93.1667,58.14,46.1
93.3333,51.25,46.1
93.5000,44.00,44.8
93.6667,36.83,45.2
93.8333,30.06,45.1
94.0000,23.27,43.1
94.1667,23.24,44.0
94.3333,22.62,44.1
94.5000,23.31,45.2
94.6667,23.14,44.8
94.8333,23.77,42.8
95.0000,23.24,44.5
95.1667,22.92,42.8
95.3333,22.84,43.6
95.5000,22.85,43.4
95.6667,23.33,41.7
95.8333,22.80,42.6
96.0000,22.84,40.4
96.1667,30.48,42.9
96.3333,37.10,41.1
96.5000,44.19,41.2
96.6667,50.95,41.3
96.8333,58.28,40.3
97.0000,64.96,39.9
97.1667,64.59,40.9
97.3333,65.09,39.6
97.5000,65.23,38.9
97.6667,65.29,40.1
97.8333,64.84,39.5
98.0000,65.65,39.7
98.1667,64.70,40.6
98.3333,64.90,37.9
98.5000,64.87,38.7
98.6667,65.06,36.9
98.8333,65.11,39.2
99.0000,64.45,39.1
99.1667,57.78,36.7
99.3333,50.54,38.1
99.5000,43.53,37.8
99.6667,36.77,38.1
99.8333,30.31,37.1
100.0000,23.18,36.9
100.1667,22.72,37.4
100.3333,23.20,36.2
100.5000,22.96,37.8
100.6667,23.65,38.3
100.8333,22.91,37.1
101.0000,22.14,36.0
101.1667,22.80,35.4
101.3333,23.18,36.0
101.5000,23.00,36.8
101.6667,23.21,35.6
101.8333,22.85,36.5
102.0000,23.23,36.9
102.1667,29.88,35.0
102.3333,36.91,36.2
102.5000,43.97,35.8
102.6667,51.11,35.8
102.8333,58.01,36.8
103.0000,65.06,36.2
103.1667,65.41,35.6
103.3333,65.09,34.8
103.5000,65.02,36.2
103.6667,64.60,36.1
103.8333,65.47,36.4
104.0000,65.32,37.3
104.1667,64.43,37.5
104.3333,64.92,36.3
104.5000,65.57,36.3
104.6667,65.30,36.5
104.8333,65.50,36.8
105.0000,64.70,37.4
105.1667,57.50,38.3
105.3333,50.86,38.5
105.5000,43.92,37.6
105.6667,36.96,37.4
105.8333,29.71,36.4
106.0000,23.08,38.7
106.1667,23.22,36.7
106.3333,23.33,37.8
106.5000,23.26,39.0
106.6667,23.40,39.2
106.8333,23.07,38.3
107.0000,22.91,39.2
107.1667,23.21,39.2
107.3333,23.08,39.1
107.5000,22.79,38.8
107.6667,23.05,38.0
107.8333,22.89,38.9
108.0000,23.42,39.7
108.1667,29.87,40.3
108.3333,36.96,40.2
108.5000,43.74,39.6
108.6667,50.97,39.3
108.8333,57.90,41.0
109.0000,65.32,40.1
109.1667,64.82,41.4
109.3333,65.22,39.7
109.5000,64.79,41.8
109.6667,65.00,41.5
109.8333,64.82,40.9
110.0000,65.53,40.9
110.1667,64.98,43.2
110.3333,65.02,43.6
110.5000,65.11,40.3
110.6667,65.06,42.0
110.8333,64.78,42.6
111.0000,64.58,44.1
111.1667,58.20,42.9
111.3333,51.30,42.6
111.5000,43.93,42.1
111.6667,36.99,41.8
111.8333,29.57,42.7
112.0000,22.91,42.2
112.1667,22.71,43.2
112.3333,23.37,43.6
112.5000,22.93,42.8
112.6667,23.00,42.6
112.8333,23.01,42.9
113.0000,23.04,42.6
113.1667,22.86,43.0
113.3333,23.16,43.4
113.5000,22.40,42.8
113.6667,23.05,44.0
113.8333,22.71,42.4
114.0000,22.65,42.2
114.1667,29.89,41.6
114.3333,37.31,41.2
114.5000,43.96,43.3
114.6667,51.18,41.5
114.8333,57.72,41.8
115.0000,65.28,41.1
115.1667,65.10,42.5
115.3333,64.78,42.2
115.5000,65.16,42.1
115.6667,65.03,42.2
115.8333,65.02,42.1
116.0000,65.41,41.8
116.1667,64.62,41.3
116.3333,64.65,42.0
116.5000,64.92,39.5
116.6667,65.08,41.5
116.8333,64.46,40.7
117.0000,65.11,41.5
117.1667,57.85,39.2
117.3333,50.57,40.8
117.5000,43.82,40.0
117.6667,37.02,39.9
117.8333,30.07,39.4
118.0000,23.54,39.4
118.1667,23.16,38.4
118.3333,23.07,39.3
118.5000,22.82,38.1
118.6667,22.99,39.2
118.8333,22.35,40.0
119.0000,22.69,38.4
119.1667,22.33,38.3
119.3333,22.78,38.3
119.5000,22.56,38.7
119.6667,23.35,37.5
119.8333,22.70,37.7
120.0000,23.36,36.0
120.1667,29.85,36.3
120.3333,36.79,35.7
120.5000,43.90,37.2
120.6667,51.17,35.3
120.8333,57.54,35.2
121.0000,65.21,36.0
121.1667,64.50,34.8
121.3333,64.90,36.3
121.5000,65.43,33.9
121.6667,65.25,33.3
121.8333,64.92,35.7
122.0000,65.18,32.8
122.1667,64.70,34.0
122.3333,64.87,33.1
122.5000,65.00,32.8
122.6667,64.67,33.4
122.8333,64.78,33.4
123.0000,64.64,33.6
123.1667,57.70,33.6
123.3333,50.82,30.6
123.5000,44.07,32.9
123.6667,36.69,32.9
123.8333,30.08,33.7
124.0000,23.38,30.7
124.1667,23.13,31.3
124.3333,23.34,34.2
124.5000,23.37,32.6
124.6667,22.74,32.3
124.8333,22.52,31.3
125.0000,22.91,31.8
125.1667,23.24,32.9
125.3333,22.99,31.5
125.5000,23.05,33.7
125.6667,23.21,31.7
125.8333,23.12,32.1
126.0000,23.08,31.8
126.1667,30.36,32.1
126.3333,37.07,32.8
126.5000,44.19,32.2
126.6667,50.66,33.0
126.8333,58.55,34.1
127.0000,64.84,32.1
127.1667,65.48,33.5
127.3333,65.32,32.3
127.5000,64.85,32.7
127.6667,64.75,34.0
127.8333,64.73,33.4
128.0000,65.26,33.1
128.1667,65.00,34.6
128.3333,64.82,33.4
128.5000,64.59,32.6
128.6667,64.94,33.6
128.8333,65.17,33.6
129.0000,64.75,35.5
129.1667,58.39,35.1
129.3333,51.03,34.4
129.5000,44.59,34.5
129.6667,37.27,33.4
129.8333,30.12,35.5
130.0000,23.57,34.0
130.1667,23.42,36.2
130.3333,23.76,36.2
130.5000,23.16,37.4
130.6667,23.07,34.7
130.8333,22.87,37.5
131.0000,22.96,36.9
131.1667,23.09,36.6
131.3333,22.90,39.1
131.5000,22.97,38.7
131.6667,23.28,37.5
131.8333,23.07,38.7
132.0000,22.96,38.5
132.1667,29.95,38.3
132.3333,36.75,38.0
132.5000,44.03,39.0
132.6667,50.75,39.0
132.8333,58.41,38.9
133.0000,64.78,39.9
133.1667,65.26,39.2
133.3333,64.93,40.6
133.5000,64.85,41.4
133.6667,65.53,42.5
133.8333,65.07,42.0
134.0000,65.09,40.3
134.1667,64.88,41.8
134.3333,64.82,42.2
134.5000,64.82,39.9
134.6667,64.88,41.5
134.8333,64.88,42.6
135.0000,64.84,41.9
135.1667,58.55,42.9
135.3333,50.98,42.5
135.5000,43.80,41.4
135.6667,36.57,44.4
135.8333,30.42,43.5
136.0000,23.15,44.4
136.1667,22.76,42.7
136.3333,23.03,43.6
136.5000,23.36,42.3
136.6667,23.23,44.2
136.8333,23.03,43.3
137.0000,22.75,44.1
137.1667,23.67,44.7
137.3333,23.23,43.7
137.5000,22.99,43.5
137.6667,23.03,44.3
137.8333,23.24,43.2
138.0000,22.61,44.0
138.1667,29.94,44.7
138.3333,36.81,45.3
138.5000,43.82,44.5
138.6667,50.95,45.1
138.8333,58.06,45.8
139.0000,65.25,44.6
139.1667,64.81,44.1
139.3333,64.98,44.1
139.5000,65.33,43.6
139.6667,65.21,44.7
139.8333,64.65,44.7
140.0000,64.52,44.5
140.1667,64.96,44.0
140.3333,65.37,45.5
140.5000,64.82,44.5
140.6667,64.87,43.4
140.8333,64.49,43.8
141.0000,64.77,43.8
141.1667,58.24,43.9
141.3333,50.91,43.4
141.5000,44.42,43.8
141.6667,36.90,42.6
141.8333,30.12,41.8
142.0000,23.35,44.8
142.1667,22.92,42.1
142.3333,22.85,42.3
142.5000,23.01,42.8
142.6667,23.22,42.2
142.8333,23.01,42.0
143.0000,22.59,41.7
143.1667,22.82,42.0
143.3333,23.27,41.9
143.5000,23.19,42.4
143.6667,22.53,40.7
143.8333,22.70,40.1
144.0000,22.96,39.2
144.1667,30.50,42.5
144.3333,36.88,39.2
144.5000,43.73,40.1
144.6667,50.58,40.0
144.8333,58.48,39.0
145.0000,64.75,40.8
145.1667,65.05,40.2
145.3333,64.48,38.8
145.5000,64.91,41.9
145.6667,64.88,38.6
145.8333,64.69,38.5
146.0000,64.79,38.9
146.1667,65.10,38.5
146.3333,65.20,37.6
146.5000,65.12,37.3
146.6667,65.03,38.4
146.8333,64.84,38.1
147.0000,65.20,37.4
147.1667,57.84,38.0
147.3333,50.80,39.0
147.5000,43.63,37.8
147.6667,36.52,37.8
147.8333,30.66,37.4
148.0000,22.81,38.4
148.1667,22.70,35.7
148.3333,23.11,38.0
148.5000,22.97,38.3
148.6667,22.71,36.4
148.8333,22.67,36.0
149.0000,23.79,38.2
149.1667,23.16,37.6
149.3333,23.40,38.1
149.5000,23.16,37.4
149.6667,23.11,37.0
149.8333,22.86,36.7
150.0000,22.61,36.8
150.1667,30.19,37.2
150.3333,37.20,37.0
150.5000,44.01,37.5
150.6667,51.02,36.6
150.8333,57.61,36.9
151.0000,64.82,37.0
151.1667,64.98,39.6
151.3333,65.04,38.6
151.5000,64.99,38.5
151.6667,64.59,38.5
151.8333,65.11,39.0
152.0000,65.52,38.9
152.1667,65.47,37.7
152.3333,65.46,38.8
152.5000,65.49,39.9
152.6667,65.11,38.6
152.8333,64.64,38.6
153.0000,64.34,38.3
153.1667,57.91,41.6
153.3333,50.89,40.2
153.5000,44.05,40.4
153.6667,37.08,39.7
153.8333,30.42,39.5
154.0000,23.34,40.4
154.1667,23.50,41.3
154.3333,23.12,40.2
154.5000,22.42,42.0
154.6667,23.25,42.6
154.8333,22.98,42.4
155.0000,23.32,40.6
155.1667,22.85,41.7
155.3333,22.83,43.6
155.5000,23.13,42.6
155.6667,23.02,43.6
155.8333,23.03,42.1
156.0000,23.32,44.1
156.1667,29.95,43.7
156.3333,37.16,43.4
156.5000,44.28,44.2
156.6667,50.96,43.5
156.8333,58.09,45.2
157.0000,64.13,45.8
157.1667,64.54,44.3
157.3333,65.24,44.4
157.5000,65.02,45.5
157.6667,65.09,45.3
157.8333,64.47,45.5
158.0000,65.34,45.8
158.1667,64.82,45.5
158.3333,64.83,44.9
158.5000,65.21,46.1
158.6667,64.95,45.4
158.8333,64.62,45.9
159.0000,65.44,47.2
159.1667,57.89,46.8
159.3333,51.00,47.1
159.5000,43.58,47.2
159.6667,37.01,47.6
159.8333,30.75,46.6
160.0000,22.92,47.1
160.1667,23.20,48.6
160.3333,22.92,47.9
160.5000,22.06,47.4
160.6667,23.01,49.2
160.8333,22.46,47.0
161.0000,23.22,48.1
161.1667,23.38,47.9
161.3333,23.49,46.6
161.5000,22.98,46.2
161.6667,23.04,46.6
161.8333,23.04,47.3
162.0000,23.64,47.7
162.1667,29.91,47.5
162.3333,37.01,48.2
162.5000,43.77,48.1
162.6667,51.17,48.2
162.8333,57.91,47.9
163.0000,64.93,47.2
163.1667,65.20,48.3
163.3333,65.44,47.7
163.5000,65.09,46.6
163.6667,65.18,46.5
163.8333,65.27,47.1
164.0000,64.43,46.6
164.1667,64.78,44.9
164.3333,65.18,44.6
164.5000,64.87,45.4
164.6667,65.12,46.0
164.8333,65.27,47.8
165.0000,65.49,45.9
165.1667,57.97,46.3
165.3333,51.31,46.2
165.5000,43.51,44.3
165.6667,37.07,45.4
165.8333,30.34,43.4
166.0000,23.38,44.7
166.1667,22.42,45.1
166.3333,23.16,43.9
166.5000,23.12,44.2
166.6667,23.46,43.9
166.8333,22.48,43.6
167.0000,23.33,45.1
167.1667,23.09,41.9
167.3333,22.71,43.9
167.5000,23.03,41.8
167.6667,22.57,42.3
167.8333,23.13,42.8
168.0000,23.14,41.2
