time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
6.3333,22.36,354.5,58.1,0.9234,7.539,6.962
6.5000,22.32,320.5,58.7,0.9219,6.896,6.357
6.6667,20.82,298.4,60.0,0.9268,6.445,5.973
6.8333,21.32,286.0,58.5,0.9195,6.179,5.682
7.0000,19.91,245.9,63.1,0.9229,5.288,4.881
7.1667,18.62,210.4,63.3,0.9191,4.571,4.201
7.3333,18.41,186.7,64.8,0.9159,4.056,3.715
7.5000,16.86,158.6,68.2,0.9140,3.476,3.177
7.6667,16.57,131.7,66.4,0.9117,2.880,2.625
7.8333,15.46,105.8,69.2,0.9089,2.344,2.130
8.0000,14.59,86.4,70.1,0.9062,1.906,1.727
8.1667,14.27,66.8,72.2,0.9006,1.503,1.353
8.3333,14.20,42.7,70.9,0.8889,0.966,0.859
8.5000,12.96,24.0,70.8,0.8773,0.549,0.482
8.6667,12.82,8.4,73.1,0.8479,0.200,0.170
8.8333,12.41,0.0,75.7,0.0000,0.000,0.000
9.0000,11.87,0.0,75.7,0.0000,0.000,0.000
9.1667,11.73,0.0,74.9,0.0000,0.000,0.000
9.3333,11.00,0.0,75.6,0.0000,0.000,0.000
9.5000,11.58,0.0,76.4,0.0000,0.000,0.000
9.6667,10.54,0.0,75.3,0.0000,0.000,0.000
9.8333,10.98,0.0,75.9,0.0000,0.000,0.000
10.0000,10.62,0.0,78.4,0.0000,0.000,0.000
10.1667,10.00,0.0,78.3,0.0000,0.000,0.000
10.3333,10.06,0.0,77.4,0.0000,0.000,0.000
10.5000,9.76,0.0,78.6,0.0000,0.000,0.000
10.6667,9.51,0.0,77.6,0.0000,0.000,0.000
10.8333,9.64,0.0,79.1,0.0000,0.000,0.000
11.0000,8.69,0.0,79.3,0.0000,0.000,0.000
11.1667,9.02,0.0,80.5,0.0000,0.000,0.000
11.3333,8.50,0.0,79.5,0.0000,0.000,0.000
11.5000,8.00,0.0,82.2,0.0000,0.000,0.000
11.6667,8.35,0.0,81.4,0.0000,0.000,0.000
11.8333,7.89,0.0,81.8,0.0000,0.000,0.000
12.0000,7.97,0.0,81.2,0.0000,0.000,0.000
12.1667,7.56,0.0,80.8,0.0000,0.000,0.000
12.3333,7.04,0.0,82.2,0.0000,0.000,0.000
12.5000,6.99,0.0,80.2,0.0000,0.000,0.000
12.6667,7.00,0.0,80.8,0.0000,0.000,0.000
12.8333,5.98,0.0,82.8,0.0000,0.000,0.000
13.0000,6.39,0.0,84.6,0.0000,0.000,0.000
13.1667,6.18,0.0,84.9,0.0000,0.000,0.000
13.3333,6.00,0.0,84.5,0.0000,0.000,0.000
13.5000,5.35,0.0,84.4,0.0000,0.000,0.000
13.6667,4.94,0.0,87.2,0.0000,0.000,0.000
13.8333,4.81,0.0,85.7,0.0000,0.000,0.000
14.0000,4.95,0.0,84.9,0.0000,0.000,0.000
14.1667,4.07,0.0,86.6,0.0000,0.000,0.000
14.3333,3.79,0.0,85.3,0.0000,0.000,0.000
14.5000,4.07,0.0,86.1,0.0000,0.000,0.000
14.6667,4.03,0.0,85.7,0.0000,0.000,0.000
14.8333,3.76,0.0,87.6,0.0000,0.000,0.000
15.0000,3.74,0.0,86.1,0.0000,0.000,0.000
15.1667,3.58,0.0,87.8,0.0000,0.000,0.000
15.3333,3.23,0.0,88.6,0.0000,0.000,0.000
15.5000,2.79,0.0,88.6,0.0000,0.000,0.000
15.6667,2.67,0.0,89.7,0.0000,0.000,0.000
15.8333,2.94,0.0,88.1,0.0000,0.000,0.000
16.0000,2.88,0.0,89.1,0.0000,0.000,0.000
16.1667,2.59,0.0,90.1,0.0000,0.000,0.000
16.3333,2.52,0.0,88.7,0.0000,0.000,0.000
16.5000,2.25,0.0,89.3,0.0000,0.000,0.000
16.6667,2.61,0.0,88.2,0.0000,0.000,0.000
16.8333,2.50,0.0,88.3,0.0000,0.000,0.000
17.0000,2.36,0.0,89.2,0.0000,0.000,0.000
17.1667,2.36,0.0,90.2,0.0000,0.000,0.000
17.3333,1.67,0.0,90.4,0.0000,0.000,0.000
17.5000,1.66,0.0,89.5,0.0000,0.000,0.000
17.6667,1.86,0.0,89.7,0.0000,0.000,0.000
17.8333,1.69,0.0,89.9,0.0000,0.000,0.000
18.0000,1.79,0.0,89.0,0.0000,0.000,0.000
18.1667,1.77,0.0,89.9,0.0000,0.000,0.000
18.3333,2.19,0.0,88.0,0.0000,0.000,0.000
18.5000,2.09,0.0,88.0,0.0000,0.000,0.000
18.6667,2.01,0.0,89.7,0.0000,0.000,0.000
18.8333,1.92,0.0,89.1,0.0000,0.000,0.000
19.0000,2.69,0.0,88.9,0.0000,0.000,0.000
19.1667,1.88,0.0,89.2,0.0000,0.000,0.000
19.3333,2.64,0.0,88.7,0.0000,0.000,0.000
19.5000,2.66,0.0,88.2,0.0000,0.000,0.000
19.6667,2.44,0.0,88.8,0.0000,0.000,0.000
19.8333,3.13,0.0,86.9,0.0000,0.000,0.000
20.0000,2.92,0.0,88.2,0.0000,0.000,0.000
20.1667,3.43,0.0,88.3,0.0000,0.000,0.000
20.3333,3.37,0.0,87.6,0.0000,0.000,0.000
20.5000,3.44,0.0,86.5,0.0000,0.000,0.000
20.6667,3.52,0.0,87.9,0.0000,0.000,0.000
20.8333,4.04,1.5,86.1,0.8197,0.038,0.031
21.0000,3.99,15.3,86.3,0.8740,0.360,0.315
21.1667,5.31,35.1,82.5,0.8952,0.798,0.714
21.3333,5.36,54.3,85.8,0.9108,1.223,1.114
21.5000,6.43,81.5,82.2,0.9147,1.805,1.651
21.6667,7.34,107.5,80.7,0.9217,2.357,2.172
21.8333,8.78,132.2,79.2,0.9226,2.896,2.672
22.0000,9.12,153.5,78.9,0.9273,3.369,3.124
22.1667,10.55,194.9,76.3,0.9242,4.282,3.958
22.3333,11.28,209.2,75.7,0.9314,4.577,4.263
22.5000,12.27,257.4,74.3,0.9344,5.591,5.225
22.6667,12.82,272.8,72.0,0.9356,5.794,5.421
22.8333,14.24,304.2,71.4,0.9319,6.537,6.092
23.0000,14.81,323.4,68.9,0.9353,6.940,6.492
23.1667,15.57,359.5,68.8,0.9349,7.750,7.245
23.3333,16.79,385.0,68.4,0.9352,8.138,7.611
23.5000,18.00,420.2,65.7,0.9345,8.916,8.332
23.6667,19.70,452.8,60.5,0.9341,9.514,8.887
23.8333,19.25,439.0,63.2,0.9327,9.329,8.701
24.0000,21.40,520.5,61.1,0.9349,11.021,10.303
24.1667,22.21,535.2,59.4,0.9364,11.319,10.599
24.3333,21.79,528.3,59.4,0.9361,11.028,10.323
24.5000,23.33,558.9,58.2,0.9298,11.809,10.980
24.6667,23.50,596.9,58.0,0.9352,12.470,11.662
24.8333,25.14,642.8,56.2,0.9311,13.501,12.571
25.0000,25.50,643.3,53.5,0.9327,13.506,12.596
25.1667,25.25,615.2,55.7,0.9342,12.976,12.122
25.3333,26.38,642.0,53.4,0.9274,13.472,12.494
25.5000,27.95,692.0,50.6,0.9297,14.667,13.636
25.6667,28.00,691.0,49.5,0.9267,14.557,13.490
25.8333,28.82,697.1,49.9,0.9242,14.611,13.503
26.0000,29.35,728.8,47.9,0.9247,15.294,14.142
26.1667,29.14,697.0,48.0,0.9321,14.551,13.563
26.3333,29.12,697.6,49.4,0.9256,14.549,13.467
26.5000,30.49,769.2,46.6,0.9232,15.989,14.761
26.6667,30.99,743.2,45.1,0.9232,15.604,14.405
26.8333,30.70,725.5,46.7,0.9236,15.084,13.932
27.0000,30.19,714.9,48.0,0.9222,15.025,13.856
27.1667,30.59,723.7,46.8,0.9236,15.037,13.888
27.3333,31.55,741.2,45.9,0.9244,15.486,14.315
27.5000,29.76,686.5,47.6,0.9259,14.247,13.191
27.6667,30.63,704.0,46.6,0.9230,14.709,13.577
27.8333,29.70,668.8,48.4,0.9232,13.912,12.843
28.0000,30.04,678.1,48.2,0.9215,14.182,13.069
28.1667,30.60,688.9,46.6,0.9200,14.299,13.156
28.3333,31.30,688.7,45.0,0.9199,14.493,13.332
28.5000,29.91,664.4,47.9,0.9214,13.945,12.849
28.6667,28.27,588.9,49.5,0.9237,12.444,11.494
28.8333,29.42,625.7,48.4,0.9257,12.934,11.972
29.0000,27.95,572.4,50.6,0.9227,12.067,11.133
29.1667,27.71,538.8,51.6,0.9213,11.160,10.282
29.3333,27.26,514.8,52.8,0.9227,10.674,9.848
29.5000,25.86,483.0,52.2,0.9184,10.092,9.269
29.6667,26.74,495.8,51.3,0.9208,10.416,9.591
29.8333,25.92,486.1,53.8,0.9224,10.222,9.429
30.0000,24.69,427.2,56.7,0.9201,9.018,8.297
30.1667,24.62,423.1,55.1,0.9183,8.909,8.180
30.3333,23.27,373.7,57.9,0.9218,7.900,7.282
30.5000,22.29,333.9,58.6,0.9220,7.076,6.524
30.6667,21.98,324.5,59.1,0.9171,6.907,6.334
30.8333,21.17,289.8,60.2,0.9176,6.212,5.700
31.0000,20.13,264.7,62.2,0.9211,5.619,5.176
31.1667,19.51,234.3,62.4,0.9182,5.035,4.623
31.3333,18.71,206.3,64.3,0.9153,4.411,4.037
31.5000,17.60,177.0,67.4,0.9125,3.824,3.489
31.6667,17.21,143.9,65.8,0.9084,3.131,2.844
31.8333,16.33,127.8,67.4,0.9064,2.793,2.532
32.0000,14.94,87.6,68.8,0.8998,1.911,1.719
32.1667,14.69,67.9,70.4,0.8952,1.529,1.368
32.3333,14.03,46.1,71.1,0.8858,1.031,0.914
32.5000,13.40,27.9,72.6,0.8725,0.627,0.547
32.6667,12.44,9.1,74.3,0.8450,0.215,0.182
32.8333,12.10,0.0,74.3,0.0000,0.000,0.000
33.0000,11.92,0.0,73.8,0.0000,0.000,0.000
33.1667,12.24,0.0,75.3,0.0000,0.000,0.000
33.3333,11.87,0.0,75.3,0.0000,0.000,0.000
33.5000,11.42,0.0,74.0,0.0000,0.000,0.000
33.6667,10.99,0.0,75.4,0.0000,0.000,0.000
33.8333,10.76,0.0,76.8,0.0000,0.000,0.000
34.0000,10.59,0.0,75.6,0.0000,0.000,0.000
34.1667,10.50,0.0,76.0,0.0000,0.000,0.000
34.3333,10.31,0.0,76.1,0.0000,0.000,0.000
34.5000,10.13,0.0,78.3,0.0000,0.000,0.000
34.6667,9.35,0.0,76.9,0.0000,0.000,0.000
34.8333,9.56,0.0,78.1,0.0000,0.000,0.000
35.0000,9.14,0.0,78.4,0.0000,0.000,0.000
35.1667,8.72,0.0,78.9,0.0000,0.000,0.000
35.3333,8.64,0.0,80.8,0.0000,0.000,0.000
35.5000,8.38,0.0,78.9,0.0000,0.000,0.000
35.6667,8.35,0.0,79.1,0.0000,0.000,0.000
35.8333,7.64,0.0,81.0,0.0000,0.000,0.000
36.0000,7.27,0.0,82.4,0.0000,0.000,0.000
36.1667,7.82,0.0,80.0,0.0000,0.000,0.000
36.3333,6.96,0.0,82.5,0.0000,0.000,0.000
36.5000,7.28,0.0,81.0,0.0000,0.000,0.000
36.6667,6.99,0.0,81.5,0.0000,0.000,0.000
36.8333,6.43,0.0,83.6,0.0000,0.000,0.000
37.0000,6.27,0.0,82.7,0.0000,0.000,0.000
37.1667,5.60,0.0,84.9,0.0000,0.000,0.000
37.3333,5.52,0.0,83.5,0.0000,0.000,0.000
37.5000,5.63,0.0,84.1,0.0000,0.000,0.000
37.6667,5.87,0.0,83.8,0.0000,0.000,0.000
37.8333,5.17,0.0,85.1,0.0000,0.000,0.000
38.0000,4.62,0.0,85.5,0.0000,0.000,0.000
38.1667,4.14,0.0,85.1,0.0000,0.000,0.000
38.3333,4.02,0.0,87.2,0.0000,0.000,0.000
38.5000,4.22,0.0,86.7,0.0000,0.000,0.000
38.6667,3.42,0.0,88.0,0.0000,0.000,0.000
38.8333,4.12,0.0,85.8,0.0000,0.000,0.000
39.0000,3.30,0.0,86.5,0.0000,0.000,0.000
39.1667,3.65,0.0,86.3,0.0000,0.000,0.000
39.3333,3.58,0.0,88.3,0.0000,0.000,0.000
39.5000,3.47,0.0,87.8,0.0000,0.000,0.000
39.6667,2.70,0.0,88.5,0.0000,0.000,0.000
39.8333,3.02,0.0,89.7,0.0000,0.000,0.000
40.0000,3.00,0.0,89.9,0.0000,0.000,0.000
40.1667,2.71,0.0,89.4,0.0000,0.000,0.000
40.3333,2.34,0.0,91.4,0.0000,0.000,0.000
40.5000,2.09,0.0,87.0,0.0000,0.000,0.000
40.6667,2.12,0.0,88.9,0.0000,0.000,0.000
40.8333,2.20,0.0,87.9,0.0000,0.000,0.000
41.0000,2.06,0.0,90.4,0.0000,0.000,0.000
41.1667,2.09,0.0,89.4,0.0000,0.000,0.000
41.3333,1.89,0.0,92.3,0.0000,0.000,0.000
41.5000,2.57,0.0,88.1,0.0000,0.000,0.000
41.6667,2.05,0.0,90.1,0.0000,0.000,0.000
41.8333,2.02,0.0,88.5,0.0000,0.000,0.000
42.0000,1.65,0.0,88.6,0.0000,0.000,0.000
42.1667,1.54,0.0,90.4,0.0000,0.000,0.000
42.3333,2.10,0.0,89.3,0.0000,0.000,0.000
42.5000,2.05,0.0,89.7,0.0000,0.000,0.000
42.6667,2.65,0.0,87.8,0.0000,0.000,0.000
42.8333,2.69,0.0,88.2,0.0000,0.000,0.000
43.0000,2.11,0.0,89.9,0.0000,0.000,0.000
43.1667,2.90,0.0,88.8,0.0000,0.000,0.000
43.3333,2.65,0.0,88.5,0.0000,0.000,0.000
43.5000,2.65,0.0,87.7,0.0000,0.000,0.000
43.6667,2.78,0.0,88.5,0.0000,0.000,0.000
43.8333,2.86,0.0,89.6,0.0000,0.000,0.000
44.0000,2.93,0.0,89.7,0.0000,0.000,0.000
44.1667,3.81,0.0,86.0,0.0000,0.000,0.000
44.3333,3.33,0.0,87.3,0.0000,0.000,0.000
44.5000,3.31,0.0,87.0,0.0000,0.000,0.000
44.6667,3.54,0.0,88.3,0.0000,0.000,0.000
44.8333,3.73,1.2,86.7,0.8080,0.030,0.025
45.0000,4.89,12.9,85.0,0.8680,0.297,0.258
45.1667,5.78,27.9,84.4,0.8868,0.636,0.564
45.3333,5.78,48.4,83.5,0.8990,1.079,0.970
45.5000,6.07,63.6,83.4,0.9102,1.393,1.268
45.6667,6.95,88.4,81.5,0.9081,1.944,1.766
45.8333,7.67,108.3,80.3,0.9197,2.357,2.168
46.0000,8.52,125.5,78.3,0.9212,2.714,2.500
46.1667,9.91,147.4,77.2,0.9215,3.165,2.916
46.3333,9.76,171.6,77.3,0.9293,3.692,3.432
46.5000,10.61,198.1,78.1,0.9310,4.258,3.964
46.6667,11.61,229.7,73.0,0.9274,4.885,4.530
46.8333,12.70,247.2,75.0,0.9249,5.271,4.875
47.0000,13.71,277.7,72.6,0.9272,5.962,5.528
47.1667,14.19,301.5,72.7,0.9338,6.337,5.918
47.3333,14.75,303.1,70.6,0.9328,6.415,5.984
47.5000,16.01,330.4,69.4,0.9300,6.961,6.474
47.6667,17.41,372.4,67.1,0.9303,7.805,7.261
47.8333,17.12,366.9,66.5,0.9316,7.722,7.194
48.0000,19.33,429.7,63.2,0.9287,8.966,8.327
48.1667,18.78,402.6,63.6,0.9302,8.456,7.867
48.3333,19.94,447.6,62.9,0.9298,9.468,8.804
48.5000,20.36,461.9,63.1,0.9334,9.637,8.995
48.6667,21.77,500.3,62.0,0.9268,10.433,9.669
48.8333,22.39,519.4,58.5,0.9277,10.987,10.193
49.0000,23.38,530.6,57.9,0.9241,11.125,10.281
49.1667,22.68,507.7,59.2,0.9260,10.654,9.866
49.3333,23.43,540.9,55.1,0.9307,11.292,10.509
49.5000,24.13,540.1,55.4,0.9284,11.278,10.471
49.6667,24.76,561.9,54.8,0.9290,11.719,10.887
49.8333,24.80,564.8,54.9,0.9274,11.764,10.910
50.0000,26.03,597.0,53.1,0.9246,12.422,11.485
50.1667,25.80,568.8,52.4,0.9263,11.816,10.945
50.3333,26.68,615.4,52.6,0.9276,12.804,11.876
50.5000,25.97,571.3,54.0,0.9236,11.892,10.983
50.6667,26.55,577.3,51.0,0.9255,11.990,11.097
50.8333,28.00,606.3,50.5,0.9246,12.545,11.599
51.0000,27.53,597.2,50.7,0.9255,12.393,11.469
51.1667,26.55,574.2,53.6,0.9268,11.900,11.029
51.3333,28.27,596.5,49.7,0.9204,12.378,11.392
51.5000,27.71,581.9,50.4,0.9225,12.167,11.225
51.6667,27.90,594.7,50.3,0.9219,12.343,11.380
51.8333,27.20,583.7,51.7,0.9207,12.091,11.132
52.0000,27.69,567.9,51.8,0.9237,11.917,11.008
52.1667,26.65,533.0,53.3,0.9222,11.134,10.267
52.3333,27.10,543.4,50.7,0.9213,11.260,10.374
52.5000,26.65,516.8,52.6,0.9226,10.811,9.975
52.6667,26.75,505.0,54.3,0.9209,10.463,9.636
52.8333,25.88,482.0,52.9,0.9174,10.111,9.276
53.0000,25.69,477.8,54.8,0.9199,9.981,9.182
53.1667,25.33,454.0,53.5,0.9194,9.481,8.716
53.3333,25.42,456.0,53.4,0.9205,9.606,8.842
53.5000,24.24,430.4,54.6,0.9154,9.072,8.304
53.6667,24.54,405.1,55.0,0.9159,8.512,7.796
53.8333,22.64,360.3,58.7,0.9157,7.562,6.925
54.0000,22.94,358.2,58.0,0.9201,7.544,6.941
54.1667,21.78,322.0,58.6,0.9146,6.903,6.314
54.3333,22.30,326.3,59.5,0.9185,6.938,6.373
54.5000,21.49,287.5,61.3,0.9118,6.105,5.566
54.6667,20.30,264.3,61.7,0.9139,5.593,5.111
54.8333,19.88,239.8,62.7,0.9114,5.029,4.584
55.0000,19.15,217.2,65.1,0.9089,4.624,4.203
55.1667,18.49,187.5,63.5,0.9084,4.007,3.640
55.3333,18.44,174.2,64.3,0.9086,3.788,3.441
55.5000,17.13,144.9,67.1,0.9053,3.108,2.814
55.6667,16.56,119.3,68.4,0.9012,2.598,2.341
55.8333,16.05,100.9,67.7,0.8977,2.188,1.965
56.0000,15.13,75.7,70.0,0.8937,1.661,1.485
56.1667,14.64,56.5,70.6,0.8867,1.247,1.106
56.3333,13.88,38.4,71.5,0.8757,0.872,0.763
56.5000,13.33,22.7,74.4,0.8656,0.521,0.451
56.6667,12.31,7.4,74.4,0.8372,0.174,0.146
56.8333,12.55,0.0,74.1,0.0000,0.000,0.000
57.0000,12.15,0.0,75.5,0.0000,0.000,0.000
57.1667,11.40,0.0,75.2,0.0000,0.000,0.000
57.3333,11.43,0.0,74.5,0.0000,0.000,0.000
57.5000,11.75,0.0,75.4,0.0000,0.000,0.000
57.6667,11.26,0.0,73.3,0.0000,0.000,0.000
57.8333,10.96,0.0,75.3,0.0000,0.000,0.000
58.0000,10.62,0.0,74.7,0.0000,0.000,0.000
58.1667,10.83,0.0,76.8,0.0000,0.000,0.000
58.3333,10.14,0.0,77.7,0.0000,0.000,0.000
58.5000,10.19,0.0,77.8,0.0000,0.000,0.000
58.6667,9.74,0.0,78.8,0.0000,0.000,0.000
58.8333,9.10,0.0,78.9,0.0000,0.000,0.000
59.0000,8.76,0.0,78.4,0.0000,0.000,0.000
59.1667,9.13,0.0,79.8,0.0000,0.000,0.000
59.3333,8.75,0.0,80.3,0.0000,0.000,0.000
59.5000,8.59,0.0,78.2,0.0000,0.000,0.000
59.6667,7.54,0.0,84.2,0.0000,0.000,0.000
59.8333,8.12,0.0,80.4,0.0000,0.000,0.000
60.0000,7.55,0.0,82.9,0.0000,0.000,0.000
60.1667,7.15,0.0,82.7,0.0000,0.000,0.000
60.3333,7.15,0.0,81.7,0.0000,0.000,0.000
60.5000,6.97,0.0,82.2,0.0000,0.000,0.000
60.6667,6.45,0.0,83.5,0.0000,0.000,0.000
60.8333,6.50,0.0,80.5,0.0000,0.000,0.000
61.0000,5.38,0.0,85.3,0.0000,0.000,0.000
61.1667,5.87,0.0,83.8,0.0000,0.000,0.000
61.3333,6.04,0.0,83.5,0.0000,0.000,0.000
61.5000,5.86,0.0,84.2,0.0000,0.000,0.000
61.6667,5.20,0.0,84.3,0.0000,0.000,0.000
61.8333,5.51,0.0,84.4,0.0000,0.000,0.000
62.0000,4.26,0.0,85.5,0.0000,0.000,0.000
62.1667,4.66,0.0,85.7,0.0000,0.000,0.000
62.3333,4.02,0.0,87.2,0.0000,0.000,0.000
62.5000,4.04,0.0,86.5,0.0000,0.000,0.000
62.6667,4.04,0.0,86.5,0.0000,0.000,0.000
62.8333,3.18,0.0,88.9,0.0000,0.000,0.000
63.0000,3.52,0.0,88.3,0.0000,0.000,0.000
63.1667,2.93,0.0,88.8,0.0000,0.000,0.000
63.3333,3.13,0.0,87.4,0.0000,0.000,0.000
63.5000,3.31,0.0,86.7,0.0000,0.000,0.000
63.6667,2.87,0.0,89.0,0.0000,0.000,0.000
63.8333,2.79,0.0,87.4,0.0000,0.000,0.000
64.0000,3.04,0.0,88.9,0.0000,0.000,0.000
64.1667,1.78,0.0,90.6,0.0000,0.000,0.000
64.3333,2.79,0.0,89.3,0.0000,0.000,0.000
64.5000,2.18,0.0,87.9,0.0000,0.000,0.000
64.6667,2.02,0.0,90.7,0.0000,0.000,0.000
64.8333,1.58,0.0,90.8,0.0000,0.000,0.000
65.0000,2.51,0.0,88.7,0.0000,0.000,0.000
65.1667,1.84,0.0,91.0,0.0000,0.000,0.000
65.3333,1.92,0.0,88.6,0.0000,0.000,0.000
65.5000,2.00,0.0,89.2,0.0000,0.000,0.000
65.6667,1.68,0.0,89.2,0.0000,0.000,0.000
65.8333,1.88,0.0,88.6,0.0000,0.000,0.000
66.0000,2.06,0.0,90.9,0.0000,0.000,0.000
66.1667,1.86,0.0,89.8,0.0000,0.000,0.000
66.3333,2.16,0.0,88.0,0.0000,0.000,0.000
66.5000,1.76,0.0,91.0,0.0000,0.000,0.000
66.6667,1.63,0.0,89.4,0.0000,0.000,0.000
66.8333,2.29,0.0,90.1,0.0000,0.000,0.000
67.0000,2.38,0.0,88.9,0.0000,0.000,0.000
67.1667,2.82,0.0,87.1,0.0000,0.000,0.000
67.3333,2.81,0.0,88.4,0.0000,0.000,0.000
67.5000,3.01,0.0,88.7,0.0000,0.000,0.000
67.6667,2.43,0.0,88.3,0.0000,0.000,0.000
67.8333,2.64,0.0,87.7,0.0000,0.000,0.000
68.0000,2.83,0.0,88.9,0.0000,0.000,0.000
68.1667,2.80,0.0,90.0,0.0000,0.000,0.000
68.3333,2.80,0.0,88.5,0.0000,0.000,0.000
68.5000,3.38,0.0,85.8,0.0000,0.000,0.000
68.6667,3.96,0.0,88.4,0.0000,0.000,0.000
68.8333,3.74,1.2,87.5,0.8107,0.030,0.025
69.0000,4.23,13.0,85.8,0.8679,0.299,0.259
69.1667,4.74,30.5,84.8,0.8877,0.683,0.607
69.3333,5.58,47.8,85.0,0.8974,1.071,0.961
69.5000,6.73,66.0,81.4,0.9028,1.439,1.299
69.6667,7.87,87.7,80.3,0.9105,1.914,1.742
69.8333,7.97,109.7,81.4,0.9129,2.392,2.184
70.0000,8.31,135.4,81.5,0.9170,2.943,2.699
70.1667,9.79,153.9,79.9,0.9179,3.281,3.011
70.3333,10.17,184.5,77.8,0.9214,3.962,3.651
70.5000,10.92,204.9,75.2,0.9250,4.370,4.042
70.6667,12.35,224.5,73.7,0.9214,4.771,4.396
70.8333,12.18,243.9,72.3,0.9308,5.132,4.777
71.0000,13.85,273.6,72.4,0.9288,5.795,5.383
71.1667,14.86,304.2,70.3,0.9231,6.444,5.948
71.3333,15.58,319.0,69.2,0.9262,6.736,6.239
71.5000,15.82,339.5,70.7,0.9273,7.184,6.662
71.6667,17.27,367.5,67.2,0.9272,7.689,7.129
71.8333,16.66,357.8,68.5,0.9305,7.437,6.920
72.0000,18.57,417.8,63.4,0.9273,8.773,8.136
72.1667,19.00,421.6,64.5,0.9292,8.763,8.142
72.3333,20.20,447.3,62.4,0.9291,9.311,8.650
72.5000,20.30,455.0,63.8,0.9284,9.477,8.798
72.6667,21.35,469.2,59.6,0.9264,9.886,9.159
72.8333,22.59,524.3,58.1,0.9261,10.963,10.153
73.0000,23.23,545.8,58.3,0.9244,11.269,10.417
73.1667,22.85,524.1,58.7,0.9251,10.856,10.043
73.3333,22.99,514.7,56.4,0.9229,10.683,9.859
73.5000,24.18,546.1,57.1,0.9269,11.231,10.410
73.6667,24.54,547.6,55.9,0.9264,11.351,10.516
73.8333,26.78,612.3,52.7,0.9208,12.620,11.620
74.0000,26.22,599.2,55.6,0.9234,12.316,11.372
74.1667,26.10,588.6,52.7,0.9169,12.309,11.286
74.3333,26.98,631.4,51.3,0.9196,13.151,12.094
74.5000,27.10,599.3,52.7,0.9219,12.279,11.320
74.6667,26.94,596.5,52.2,0.9194,12.246,11.259
74.8333,28.41,616.5,50.4,0.9185,12.715,11.679
75.0000,27.60,605.1,50.7,0.9186,12.574,11.550
75.1667,27.48,604.1,50.7,0.9175,12.628,11.587
75.3333,28.12,611.0,50.3,0.9181,12.645,11.609
75.5000,26.62,564.3,54.2,0.9198,11.697,10.759
75.6667,27.74,586.1,52.5,0.9215,12.198,11.241
75.8333,27.03,574.6,53.2,0.9231,11.829,10.919
76.0000,27.90,587.8,52.4,0.9240,12.135,11.212
76.1667,27.23,557.9,52.7,0.9161,11.612,10.637
76.3333,27.45,557.7,50.3,0.9183,11.531,10.588
76.5000,26.84,523.6,51.6,0.9138,10.914,9.974
76.6667,26.82,532.0,51.3,0.9195,11.129,10.234
76.8333,26.22,504.5,53.5,0.9161,10.432,9.557
