time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
7.6667,64.35,934.1,49.8,0.8609,18.984,16.343
7.8333,65.23,926.3,49.8,0.8618,18.831,16.229
8.0000,65.14,932.9,50.0,0.8579,19.052,16.344
8.1667,64.81,938.1,50.4,0.8596,19.080,16.400
8.3333,65.36,931.8,50.2,0.8589,18.958,16.284
8.5000,65.15,933.2,50.3,0.8586,19.107,16.406
8.6667,65.03,933.8,49.6,0.8620,19.165,16.521
8.8333,64.64,932.8,50.1,0.8586,18.833,16.171
9.0000,64.98,935.9,50.0,0.8605,18.911,16.273
9.1667,64.43,937.4,50.6,0.8589,18.929,16.257
9.3333,65.14,934.5,49.8,0.8595,18.894,16.239
9.5000,65.32,936.0,49.5,0.8606,19.022,16.371
9.6667,64.85,938.8,50.7,0.8618,19.061,16.427
9.8333,65.11,941.4,50.8,0.8583,19.095,16.389
10.0000,65.36,934.1,49.8,0.8551,18.897,16.158
10.1667,65.05,935.8,50.8,0.8595,18.906,16.250
10.3333,64.30,934.9,51.2,0.8643,18.945,16.374
10.5000,64.45,940.7,50.5,0.8592,18.961,16.291
10.6667,64.97,939.0,51.0,0.8576,19.068,16.352
10.8333,64.93,941.7,49.4,0.8614,19.081,16.437
11.0000,65.06,934.8,50.3,0.8579,19.018,16.315
11.1667,65.24,942.9,49.8,0.8577,18.989,16.287
11.3333,65.28,939.7,49.9,0.8566,18.970,16.249
11.5000,65.06,937.9,49.6,0.8581,18.847,16.173
11.6667,64.45,940.7,50.0,0.8542,19.227,16.423
11.8333,65.33,940.6,49.8,0.8578,19.019,16.314
12.0000,64.66,940.2,50.4,0.8572,19.083,16.357
12.1667,64.79,938.9,49.7,0.8587,18.891,16.222
12.3333,64.34,946.9,50.6,0.8568,19.026,16.302
12.5000,65.67,937.1,50.0,0.8540,18.983,16.212
12.6667,65.59,943.9,50.3,0.8542,19.114,16.328
12.8333,65.68,940.1,50.2,0.8554,18.946,16.206
13.0000,64.77,940.0,49.7,0.8548,18.838,16.102
13.1667,64.84,940.1,49.8,0.8606,18.896,16.261
13.3333,64.92,939.0,49.5,0.8550,19.026,16.267
13.5000,65.13,936.3,49.8,0.8556,19.011,16.266
13.6667,64.79,933.5,49.7,0.8548,18.904,16.158
13.8333,65.07,942.9,49.9,0.8567,18.910,16.201
14.0000,65.27,942.4,49.9,0.8542,19.192,16.393
14.1667,64.89,942.2,49.7,0.8566,18.917,16.204
14.3333,65.12,935.1,49.8,0.8517,18.902,16.099
14.5000,64.92,938.1,50.0,0.8583,18.728,16.073
14.6667,65.08,939.8,49.7,0.8519,18.956,16.148
14.8333,64.66,938.1,49.6,0.8532,18.967,16.182
15.0000,64.96,943.6,50.1,0.8554,19.105,16.342
15.1667,65.68,938.8,50.5,0.8547,19.046,16.279
15.3333,65.01,942.1,49.8,0.8530,18.898,16.120
15.5000,64.50,940.7,50.2,0.8567,18.907,16.197
15.6667,64.40,934.6,50.2,0.8584,18.794,16.133
15.8333,65.33,933.1,50.0,0.8543,18.709,15.982
16.0000,64.64,938.4,50.0,0.8557,18.788,16.078
16.1667,64.57,932.7,50.2,0.8558,18.795,16.084
16.3333,64.83,938.1,49.9,0.8539,18.827,16.076
16.5000,65.75,930.5,50.0,0.8528,18.559,15.826
16.6667,65.01,931.2,49.9,0.8546,18.647,15.936
16.8333,64.87,935.2,50.1,0.8589,18.611,15.985
17.0000,64.85,932.3,49.9,0.8539,18.825,16.074
17.1667,65.28,937.3,48.9,0.8546,18.827,16.090
17.3333,65.18,934.3,49.9,0.8546,18.601,15.896
17.5000,65.53,930.7,49.3,0.8538,18.825,16.072
17.6667,64.96,931.5,49.5,0.8547,18.605,15.901
17.8333,64.75,934.7,50.0,0.8541,18.827,16.081
18.0000,65.39,935.0,50.0,0.8527,18.780,16.014
18.1667,64.99,929.2,49.8,0.8550,18.695,15.984
18.3333,64.87,926.6,50.5,0.8510,18.575,15.808
18.5000,64.95,927.7,49.9,0.8534,18.406,15.709
18.6667,64.93,930.2,49.8,0.8546,18.592,15.889
18.8333,65.35,924.5,50.4,0.8517,18.514,15.768
19.0000,65.73,928.2,50.2,0.8535,18.500,15.790
19.1667,65.22,924.9,50.1,0.8528,18.434,15.720
19.3333,64.96,927.3,49.8,0.8567,18.337,15.709
19.5000,64.70,928.2,50.6,0.8535,18.741,15.996
19.6667,65.17,925.9,50.1,0.8506,18.603,15.824
19.8333,65.00,927.5,51.2,0.8533,18.361,15.668
20.0000,65.78,921.4,50.6,0.8513,18.433,15.692
20.1667,65.61,923.1,49.8,0.8481,18.483,15.675
20.3333,65.05,923.0,49.8,0.8526,18.509,15.781
20.5000,64.78,915.6,50.0,0.8544,18.286,15.624
20.6667,65.25,917.8,51.4,0.8515,18.307,15.589
20.8333,65.42,920.2,49.7,0.8493,18.384,15.613
21.0000,65.52,919.9,50.4,0.8510,18.540,15.778
21.1667,64.60,920.4,49.8,0.8572,18.370,15.747
21.3333,64.71,918.4,49.5,0.8525,18.371,15.661
21.5000,65.31,911.3,50.5,0.8494,18.084,15.361
21.6667,65.14,914.6,49.8,0.8506,18.159,15.447
21.8333,64.60,911.6,50.6,0.8559,18.128,15.517
22.0000,64.66,915.1,50.0,0.8494,18.379,15.612
22.1667,64.88,911.0,50.5,0.8522,18.127,15.448
22.3333,65.01,917.3,50.3,0.8528,18.347,15.647
22.5000,64.60,912.9,49.9,0.8526,18.188,15.506
22.6667,64.64,910.7,50.6,0.8518,18.162,15.471
22.8333,65.16,908.6,50.2,0.8520,18.109,15.428
23.0000,64.60,912.5,50.1,0.8500,18.157,15.433
23.1667,65.00,911.0,50.2,0.8494,18.185,15.447
23.3333,65.26,908.3,50.3,0.8534,18.022,15.380
23.5000,64.93,910.6,50.0,0.8486,18.001,15.277
23.6667,65.19,907.7,50.2,0.8518,18.070,15.392
23.8333,64.72,909.7,50.6,0.8528,17.971,15.326
24.0000,65.71,911.5,50.7,0.8489,18.129,15.390
24.1667,64.98,902.4,49.9,0.8509,17.744,15.100
24.3333,64.94,906.6,50.0,0.8496,18.146,15.416
24.5000,64.81,902.5,50.1,0.8517,17.820,15.177
24.6667,64.96,902.6,49.5,0.8485,17.836,15.133
24.8333,64.81,902.3,49.7,0.8485,17.947,15.227
25.0000,65.28,904.7,50.7,0.8496,18.009,15.301
25.1667,65.01,898.5,50.0,0.8493,17.804,15.122
25.3333,64.85,903.0,51.0,0.8499,17.839,15.162
25.5000,65.00,897.5,49.3,0.8493,17.686,15.020
25.6667,64.96,901.4,49.9,0.8530,17.767,15.154
25.8333,65.34,894.7,49.0,0.8501,17.721,15.065
26.0000,64.86,891.0,50.4,0.8498,17.701,15.042
26.1667,64.87,893.0,50.8,0.8467,17.609,14.909
26.3333,65.03,894.8,49.5,0.8498,17.764,15.096
26.5000,65.05,892.4,50.0,0.8469,17.733,15.018
26.6667,64.98,891.2,50.0,0.8479,17.512,14.849
26.8333,64.83,885.3,50.1,0.8511,17.769,15.124
27.0000,65.01,890.1,49.9,0.8467,17.814,15.083
27.1667,65.28,890.4,49.7,0.8483,17.602,14.931
27.3333,65.51,887.1,48.5,0.8480,17.628,14.949
27.5000,64.70,891.6,49.9,0.8498,17.685,15.028
27.6667,65.55,884.7,50.1,0.8454,17.511,14.804
27.8333,64.78,885.3,50.6,0.8477,17.524,14.855
28.0000,65.25,888.5,49.8,0.8478,17.651,14.966
28.1667,64.94,881.7,50.0,0.8494,17.499,14.863
28.3333,65.03,884.2,49.7,0.8467,17.533,14.845
28.5000,65.30,887.4,49.7,0.8496,17.478,14.849
28.6667,65.02,885.1,49.9,0.8449,17.426,14.723
28.8333,65.14,885.8,49.2,0.8481,17.619,14.942
29.0000,64.76,882.3,50.0,0.8461,17.443,14.759
29.1667,65.03,885.9,50.6,0.8476,17.503,14.835
29.3333,64.69,872.5,50.1,0.8480,17.102,14.503
29.5000,64.94,880.2,50.5,0.8436,17.423,14.699
29.6667,65.00,881.5,49.2,0.8461,17.457,14.770
29.8333,65.18,873.6,50.9,0.8471,17.243,14.606
30.0000,65.04,878.6,49.8,0.8469,17.220,14.584
30.1667,65.16,874.1,49.9,0.8477,17.288,14.655
30.3333,64.54,872.1,50.4,0.8450,17.260,14.585
30.5000,65.06,876.2,50.1,0.8403,17.583,14.774
30.6667,64.65,874.8,49.9,0.8487,17.208,14.605
30.8333,65.64,872.8,51.0,0.8452,17.306,14.627
31.0000,65.53,876.2,49.3,0.8444,17.229,14.548
31.1667,65.37,873.6,50.0,0.8460,17.178,14.533
31.3333,65.30,866.2,49.6,0.8465,16.898,14.303
31.5000,64.80,866.3,50.4,0.8480,16.881,14.315
31.6667,65.11,870.3,50.6,0.8470,16.946,14.353
31.8333,64.76,865.1,49.6,0.8457,17.155,14.508
32.0000,65.02,870.9,49.9,0.8484,17.080,14.490
32.1667,64.97,867.8,50.6,0.8402,17.386,14.609
32.3333,64.76,872.3,49.8,0.8444,17.085,14.426
32.5000,64.71,868.7,50.0,0.8441,17.195,14.515
32.6667,65.35,859.9,49.7,0.8454,16.807,14.210
32.8333,64.99,863.1,50.1,0.8481,16.866,14.305
33.0000,64.95,868.9,50.4,0.8440,17.230,14.543
33.1667,64.58,864.8,50.1,0.8458,16.911,14.304
33.3333,64.82,863.8,51.0,0.8419,17.044,14.350
33.5000,64.65,863.0,50.7,0.8459,17.084,14.450
33.6667,65.18,865.5,49.9,0.8454,17.016,14.385
33.8333,64.94,866.0,50.1,0.8444,16.999,14.355
34.0000,65.39,865.7,49.7,0.8453,17.043,14.407
34.1667,64.60,866.1,49.2,0.8432,17.113,14.430
34.3333,64.89,870.0,50.0,0.8460,16.940,14.332
34.5000,64.54,859.4,50.4,0.8453,16.904,14.289
34.6667,64.92,860.5,50.4,0.8459,16.913,14.306
34.8333,65.03,861.8,50.0,0.8441,16.901,14.266
35.0000,65.40,859.0,50.2,0.8450,16.737,14.142
35.1667,65.16,863.3,49.3,0.8469,16.799,14.226
35.3333,64.30,866.8,49.5,0.8446,17.249,14.569
35.5000,64.85,864.4,50.8,0.8454,16.903,14.290
35.6667,65.02,858.7,49.6,0.8397,16.997,14.272
35.8333,65.46,862.7,50.1,0.8448,16.878,14.259
36.0000,64.64,861.3,49.6,0.8438,16.904,14.263
36.1667,65.25,860.9,49.3,0.8434,16.783,14.156
36.3333,64.40,861.2,50.2,0.8477,16.730,14.183
36.5000,65.14,857.7,50.5,0.8410,16.931,14.239
36.6667,65.17,862.7,49.6,0.8456,17.005,14.379
36.8333,64.73,853.9,49.5,0.8482,16.710,14.173
37.0000,64.37,861.3,49.4,0.8408,16.894,14.205
37.1667,65.13,863.8,50.2,0.8411,16.931,14.241
37.3333,64.95,858.0,49.0,0.8451,16.808,14.205
37.5000,65.04,865.4,49.3,0.8392,16.983,14.252
37.6667,64.80,861.2,50.5,0.8439,16.816,14.190
37.8333,64.93,866.2,50.4,0.8430,17.035,14.360
38.0000,64.78,860.7,50.6,0.8440,16.861,14.231
38.1667,64.94,856.3,49.9,0.8422,16.661,14.032
38.3333,65.17,859.3,48.9,0.8415,16.862,14.189
38.5000,65.08,861.8,49.9,0.8430,16.883,14.233
38.6667,65.18,858.5,49.2,0.8404,16.715,14.048
38.8333,64.65,865.5,50.0,0.8456,16.780,14.189
39.0000,65.28,864.4,49.1,0.8451,16.908,14.288
39.1667,64.76,856.4,50.6,0.8437,16.736,14.119
39.3333,65.28,856.1,49.2,0.8452,16.652,14.074
39.5000,64.68,859.8,50.0,0.8411,16.746,14.086
39.6667,64.37,864.1,50.2,0.8425,17.011,14.331
39.8333,64.95,862.1,49.5,0.8388,16.864,14.145
40.0000,65.52,860.3,49.9,0.8375,16.823,14.089
40.1667,65.21,860.9,50.2,0.8372,16.969,14.207
40.3333,64.98,865.8,50.8,0.8441,16.900,14.266
40.5000,64.82,868.5,50.6,0.8409,16.863,14.180
40.6667,65.16,861.0,50.1,0.8376,16.909,14.164
40.8333,65.58,868.9,50.5,0.8403,16.933,14.228
41.0000,65.46,860.3,50.8,0.8414,16.888,14.211
41.1667,64.81,861.8,50.6,0.8442,16.681,14.081
41.3333,65.61,864.9,49.1,0.8367,16.858,14.104
41.5000,64.60,862.0,50.2,0.8449,16.657,14.073
41.6667,64.68,863.4,49.9,0.8429,16.789,14.151
41.8333,64.51,867.1,49.8,0.8395,16.810,14.112
42.0000,65.09,869.4,49.6,0.8416,17.044,14.345
42.1667,65.05,868.4,50.1,0.8402,17.001,14.284
42.3333,65.14,866.0,50.4,0.8368,16.912,14.151
42.5000,64.86,867.9,49.5,0.8418,16.851,14.184
42.6667,65.29,867.2,50.2,0.8430,16.841,14.197
42.8333,65.42,868.5,50.2,0.8415,16.895,14.216
43.0000,65.03,866.4,49.9,0.8458,16.726,14.146
43.1667,64.81,873.8,50.2,0.8400,17.029,14.305
43.3333,64.99,872.3,49.5,0.8423,16.969,14.293
43.5000,64.89,873.6,49.0,0.8429,16.949,14.285
43.6667,65.01,870.2,49.5,0.8372,17.075,14.296
43.8333,65.21,874.9,50.6,0.8398,17.184,14.432
44.0000,65.08,870.0,50.0,0.8388,16.809,14.099
44.1667,65.48,875.8,49.6,0.8380,17.058,14.295
44.3333,65.45,873.8,50.3,0.8382,17.174,14.395
44.5000,64.97,874.1,49.4,0.8389,17.100,14.345
44.6667,64.81,879.2,49.6,0.8392,17.095,14.345
44.8333,64.95,877.0,49.9,0.8423,16.930,14.260
45.0000,64.91,875.7,49.0,0.8379,17.028,14.268
45.1667,65.37,875.1,49.7,0.8421,17.072,14.376
45.3333,65.23,876.7,50.5,0.8425,16.937,14.269
45.5000,65.03,877.5,50.2,0.8374,17.029,14.259
45.6667,64.78,879.3,50.0,0.8434,16.942,14.288
45.8333,65.25,874.0,49.0,0.8381,17.007,14.254
46.0000,65.20,876.6,50.5,0.8381,17.104,14.335
46.1667,64.75,876.5,50.7,0.8419,17.075,14.375
46.3333,65.18,882.9,49.1,0.8391,17.046,14.304
46.5000,64.86,879.2,49.9,0.8425,16.867,14.211
46.6667,65.09,891.6,49.6,0.8390,17.227,14.454
46.8333,65.33,885.2,50.4,0.8389,17.084,14.332
47.0000,65.27,881.8,49.5,0.8367,17.111,14.317
47.1667,64.72,887.2,50.3,0.8359,17.302,14.462
47.3333,65.24,885.7,49.8,0.8357,17.143,14.326
47.5000,64.82,883.6,49.5,0.8377,17.168,14.381
47.6667,65.02,889.2,50.1,0.8397,17.250,14.486
47.8333,64.53,887.8,49.9,0.8394,17.126,14.375
48.0000,64.76,886.8,50.5,0.8389,17.137,14.376
48.1667,64.65,890.7,50.3,0.8358,17.234,14.403
48.3333,64.86,891.7,50.4,0.8379,17.186,14.401
48.5000,64.85,892.1,49.7,0.8392,17.150,14.392
48.6667,65.12,895.2,50.5,0.8378,17.371,14.554
48.8333,64.90,892.8,50.4,0.8404,17.170,14.430
49.0000,64.67,889.8,49.9,0.8368,17.159,14.358
49.1667,65.87,893.1,50.1,0.8358,17.180,14.359
49.3333,64.99,897.7,49.9,0.8366,17.308,14.481
49.5000,64.48,894.7,50.5,0.8379,17.181,14.396
49.6667,65.04,903.4,49.5,0.8375,17.415,14.585
49.8333,65.26,897.9,50.5,0.8362,17.287,14.455
50.0000,64.92,903.4,49.6,0.8383,17.505,14.675
50.1667,65.16,904.1,48.9,0.8390,17.355,14.561
50.3333,64.85,898.5,49.8,0.8369,17.264,14.448
50.5000,64.95,904.8,50.5,0.8391,17.385,14.588
50.6667,65.51,902.9,49.9,0.8353,17.559,14.667
50.8333,65.14,910.0,49.3,0.8425,17.474,14.722
51.0000,64.89,902.2,49.5,0.8367,17.351,14.518
51.1667,65.24,908.2,50.7,0.8367,17.502,14.645
51.3333,65.20,906.9,50.4,0.8381,17.426,14.605
51.5000,64.95,906.1,49.9,0.8338,17.514,14.603
51.6667,65.24,905.9,49.9,0.8382,17.571,14.728
51.8333,65.25,910.1,49.9,0.8394,17.388,14.596
52.0000,64.91,910.6,50.6,0.8357,17.514,14.637
52.1667,65.21,906.4,50.2,0.8405,17.293,14.534
52.3333,65.26,911.0,50.8,0.8357,17.642,14.744
52.5000,64.75,916.9,50.1,0.8380,17.686,14.820
52.6667,64.93,906.0,50.7,0.8366,17.424,14.577
52.8333,64.71,909.7,51.1,0.8374,17.454,14.616
53.0000,65.20,915.0,49.7,0.8338,17.565,14.645
53.1667,65.08,914.5,50.5,0.8368,17.622,14.745
53.3333,64.54,916.7,50.1,0.8372,17.566,14.706
53.5000,65.07,913.5,50.4,0.8392,17.397,14.599
53.6667,64.85,917.5,49.9,0.8379,17.526,14.686
53.8333,64.80,918.6,49.6,0.8396,17.575,14.756
54.0000,64.70,919.4,50.0,0.8361,17.607,14.722
54.1667,64.93,922.2,50.2,0.8368,17.646,14.766
54.3333,64.17,923.2,50.0,0.8386,17.527,14.698
54.5000,65.45,926.4,50.2,0.8326,17.716,14.750
54.6667,65.36,925.6,50.3,0.8386,17.713,14.855
54.8333,64.87,919.6,50.1,0.8365,17.517,14.653
55.0000,65.26,919.0,49.2,0.8384,17.562,14.724
55.1667,65.20,923.7,49.1,0.8351,17.716,14.794
55.3333,64.46,923.0,50.4,0.8387,17.586,14.750
55.5000,64.83,928.3,49.2,0.8364,17.840,14.922
55.6667,65.64,927.1,49.9,0.8346,17.713,14.783
55.8333,64.30,931.8,50.1,0.8366,17.921,14.992
56.0000,65.08,929.5,50.5,0.8359,17.752,14.840
56.1667,65.38,928.9,49.9,0.8335,17.950,14.961
56.3333,64.64,926.8,50.2,0.8370,17.592,14.725
56.5000,64.39,929.2,50.9,0.8332,17.623,14.684
56.6667,64.79,924.1,49.8,0.8391,17.462,14.651
56.8333,65.34,926.3,51.1,0.8349,17.744,14.815
57.0000,64.57,930.6,49.6,0.8342,17.650,14.725
57.1667,64.69,922.9,49.6,0.8350,17.568,14.669
57.3333,65.00,931.9,49.5,0.8356,17.704,14.792
57.5000,65.25,933.8,50.5,0.8358,17.812,14.887
57.6667,65.12,931.5,50.4,0.8355,17.783,14.857
57.8333,64.90,936.2,50.2,0.8323,17.946,14.938
58.0000,65.31,939.2,50.4,0.8353,17.833,14.895
58.1667,64.92,938.7,49.8,0.8327,17.839,14.856
58.3333,64.99,931.1,49.4,0.8359,17.789,14.870
58.5000,64.91,929.6,50.3,0.8336,17.691,14.747
58.6667,64.62,934.9,49.5,0.8350,17.666,14.751
58.8333,65.04,932.1,51.7,0.8354,17.843,14.907
59.0000,64.90,931.3,49.6,0.8373,17.479,14.634
59.1667,64.03,934.0,50.3,0.8335,17.605,14.674
59.3333,64.75,938.2,49.9,0.8392,17.740,14.888
59.5000,64.63,939.8,49.9,0.8369,17.980,15.046
59.6667,65.24,934.6,50.1,0.8352,17.800,14.866
59.8333,65.13,935.9,49.4,0.8350,17.801,14.863
60.0000,65.14,938.4,50.1,0.8346,17.774,14.834
60.1667,64.75,939.0,51.0,0.8317,17.596,14.635
60.3333,64.77,937.3,49.8,0.8329,17.747,14.782
60.5000,65.25,939.5,51.0,0.8332,17.824,14.852
60.6667,65.54,939.7,50.3,0.8365,17.706,14.811
60.8333,65.10,936.5,50.0,0.8327,17.713,14.750
61.0000,64.88,936.1,50.2,0.8347,17.583,14.677
61.1667,65.33,939.8,50.6,0.8318,17.740,14.756
61.3333,64.84,941.2,49.5,0.8331,17.943,14.948
61.5000,64.92,942.0,50.4,0.8360,17.858,14.928
61.6667,65.36,941.9,49.2,0.8321,17.982,14.962
61.8333,64.84,940.8,50.6,0.8315,17.780,14.784
62.0000,65.39,937.3,50.4,0.8349,17.788,14.852
62.1667,65.45,944.2,49.7,0.8317,17.835,14.833
62.3333,64.72,937.2,49.6,0.8317,17.831,14.830
62.5000,65.10,936.7,50.3,0.8339,17.497,14.591
62.6667,64.52,935.2,50.2,0.8317,17.575,14.617
62.8333,64.76,941.4,50.3,0.8366,17.688,14.797
63.0000,65.13,934.4,49.4,0.8323,17.526,14.586
63.1667,65.47,938.6,50.4,0.8315,17.673,14.695
63.3333,65.15,938.2,49.8,0.8335,17.736,14.783
63.5000,64.68,938.6,50.2,0.8364,17.618,14.736
63.6667,64.86,938.2,50.6,0.8304,17.789,14.771
63.8333,64.24,941.3,49.3,0.8311,17.740,14.743
64.0000,65.16,939.7,49.8,0.8379,17.648,14.788
64.1667,64.84,937.2,49.9,0.8350,17.686,14.769
64.3333,65.40,937.9,49.8,0.8359,17.633,14.739
64.5000,65.26,941.2,49.9,0.8295,17.889,14.838
64.6667,65.22,943.3,50.6,0.8320,17.755,14.772
64.8333,65.00,940.2,49.6,0.8351,17.602,14.699
65.0000,64.53,938.1,50.9,0.8317,17.508,14.562
65.1667,64.45,939.8,50.2,0.8366,17.476,14.620
65.3333,64.90,935.7,49.7,0.8295,17.637,14.630
65.5000,65.26,938.1,50.1,0.8288,17.554,14.549
65.6667,64.77,933.6,49.7,0.8275,17.495,14.477
65.8333,64.86,936.3,49.3,0.8316,17.716,14.733
66.0000,64.75,936.4,49.7,0.8303,17.637,14.645
66.1667,65.26,931.4,49.8,0.8307,17.521,14.556
66.3333,64.74,934.7,50.5,0.8348,17.511,14.618
66.5000,64.79,934.9,50.5,0.8295,17.645,14.637
66.6667,65.14,937.6,49.6,0.8308,17.552,14.582
66.8333,64.86,929.4,50.3,0.8329,17.453,14.537
67.0000,65.02,929.0,49.6,0.8316,17.389,14.461
67.1667,64.39,928.6,49.3,0.8385,17.368,14.563
67.3333,65.07,934.8,50.0,0.8295,17.609,14.606
67.5000,64.74,930.3,50.3,0.8277,17.601,14.569
67.6667,65.26,930.0,49.8,0.8286,17.573,14.561
67.8333,64.58,932.6,49.5,0.8335,17.614,14.681
68.0000,64.62,933.9,49.8,0.8326,17.432,14.514
68.1667,64.77,924.5,50.6,0.8312,17.247,14.335
68.3333,65.12,926.6,50.2,0.8292,17.402,14.429
68.5000,64.67,927.8,49.6,0.8310,17.260,14.343
68.6667,65.20,927.3,50.7,0.8296,17.402,14.436
68.8333,64.63,923.7,49.9,0.8274,17.492,14.473
69.0000,64.68,928.6,49.9,0.8337,17.274,14.401
69.1667,65.12,927.1,50.1,0.8323,17.406,14.487
69.3333,64.93,926.3,50.3,0.8284,17.312,14.342
69.5000,64.40,927.0,49.5,0.8349,17.135,14.306
69.6667,65.41,927.0,50.0,0.8264,17.354,14.342
69.8333,64.26,918.9,49.7,0.8316,17.146,14.258
70.0000,65.27,919.9,49.1,0.8270,17.373,14.367
70.1667,64.96,920.3,49.9,0.8295,17.216,14.281
70.3333,65.48,921.4,49.3,0.8267,17.235,14.247
70.5000,64.65,920.1,49.2,0.8313,17.229,14.322
70.6667,65.20,917.1,50.2,0.8273,17.183,14.216
70.8333,65.02,918.6,49.9,0.8269,17.408,14.394
71.0000,65.03,918.1,49.9,0.8268,17.320,14.321
71.1667,64.86,915.7,50.1,0.8273,17.111,14.156
71.3333,64.74,913.4,49.6,0.8316,17.106,14.225
71.5000,65.56,918.8,50.0,0.8247,17.114,14.114
71.6667,64.94,919.4,50.1,0.8308,17.036,14.154
71.8333,64.63,917.1,50.7,0.8279,17.186,14.229
72.0000,65.39,915.6,50.4,0.8257,17.220,14.219
72.1667,64.48,908.6,49.7,0.8277,16.890,13.980
72.3333,64.97,915.5,49.9,0.8239,16.938,13.955
72.5000,64.88,912.3,50.5,0.8288,17.063,14.141
72.6667,64.83,912.9,50.4,0.8305,17.037,14.149
72.8333,65.01,915.2,50.3,0.8249,17.296,14.268
73.0000,64.93,907.9,50.3,0.8287,16.918,14.020
73.1667,65.40,909.3,49.8,0.8239,16.995,14.003
73.3333,65.11,909.3,50.6,0.8305,16.935,14.064
73.5000,65.07,906.2,49.3,0.8286,16.867,13.976
73.6667,64.82,906.3,50.3,0.8299,16.831,13.969
73.8333,64.68,905.5,49.9,0.8249,16.865,13.912
74.0000,64.82,901.8,49.9,0.8269,16.859,13.940
74.1667,64.77,904.8,49.9,0.8256,16.848,13.910
74.3333,64.77,908.3,50.1,0.8291,16.782,13.914
74.5000,65.06,905.0,48.8,0.8265,16.762,13.853
74.6667,64.87,899.2,50.3,0.8282,16.699,13.830
74.8333,64.93,898.8,50.6,0.8234,16.719,13.767
75.0000,65.28,903.7,50.2,0.8275,16.806,13.906
75.1667,65.46,893.9,50.2,0.8268,16.663,13.778
75.3333,65.25,899.9,49.8,0.8245,16.691,13.762
75.5000,64.94,897.0,50.6,0.8249,16.719,13.791
75.6667,65.11,897.9,49.7,0.8235,16.735,13.781
75.8333,64.85,889.4,49.4,0.8256,16.705,13.791
76.0000,64.67,891.6,50.2,0.8248,16.592,13.685
76.1667,65.41,893.2,50.2,0.8229,16.654,13.704
76.3333,65.12,893.7,49.8,0.8244,16.584,13.672
76.5000,65.29,895.2,49.8,0.8233,16.660,13.716
76.6667,65.12,889.0,50.8,0.8249,16.326,13.467
76.8333,65.17,889.1,49.7,0.8238,16.481,13.578
