time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
9.5000,64.68,936.0,50.5,0.8551,18.965,16.217
9.6667,65.41,938.8,50.5,0.8542,19.130,16.341
9.8333,65.46,941.4,50.1,0.8571,19.125,16.392
10.0000,64.85,934.1,49.5,0.8569,19.030,16.306
10.1667,65.47,935.8,49.9,0.8553,18.979,16.232
10.3333,65.74,934.9,50.6,0.8584,18.911,16.233
10.5000,65.27,940.7,49.6,0.8534,19.145,16.338
10.6667,65.63,939.0,50.3,0.8583,19.190,16.472
10.8333,64.64,941.7,50.5,0.8599,19.032,16.366
11.0000,65.19,934.8,50.6,0.8589,18.957,16.282
11.1667,64.86,942.9,49.6,0.8582,19.060,16.356
11.3333,64.94,939.7,49.8,0.8555,19.132,16.367
11.5000,64.77,937.9,49.5,0.8596,18.958,16.297
11.6667,65.03,940.7,50.7,0.8598,19.142,16.458
11.8333,64.90,940.6,50.2,0.8566,19.001,16.277
12.0000,65.25,940.2,50.4,0.8552,18.960,16.215
12.1667,64.83,938.9,49.8,0.8564,18.962,16.240
12.3333,65.36,946.9,49.4,0.8594,19.022,16.347
12.5000,65.00,937.1,50.2,0.8557,18.864,16.142
12.6667,65.19,943.9,50.2,0.8576,19.031,16.320
12.8333,65.15,940.1,49.9,0.8570,19.100,16.369
13.0000,64.84,940.0,49.1,0.8537,19.085,16.292
13.1667,64.89,940.1,50.1,0.8577,19.094,16.377
13.3333,64.70,939.0,50.3,0.8562,18.998,16.267
13.5000,64.91,936.3,50.7,0.8561,18.763,16.063
13.6667,64.82,933.5,50.3,0.8593,18.663,16.037
13.8333,64.94,942.9,49.7,0.8526,19.158,16.333
14.0000,64.95,942.4,51.0,0.8550,18.975,16.223
14.1667,64.80,942.2,49.8,0.8566,19.078,16.342
14.3333,64.90,935.1,50.0,0.8587,18.724,16.079
14.5000,65.01,938.1,49.5,0.8559,18.820,16.109
14.6667,64.82,939.8,49.8,0.8567,18.841,16.141
14.8333,64.75,938.1,50.2,0.8537,18.946,16.174
15.0000,65.04,943.6,50.7,0.8546,19.050,16.279
15.1667,65.32,938.8,51.0,0.8550,18.870,16.133
15.3333,64.87,942.1,49.5,0.8593,18.832,16.182
15.5000,65.14,940.7,50.1,0.8572,18.808,16.123
15.6667,65.12,934.6,50.3,0.8580,18.677,16.025
15.8333,65.03,933.1,49.8,0.8522,18.805,16.025
16.0000,65.03,938.4,49.7,0.8522,18.781,16.006
16.1667,65.13,932.7,50.4,0.8542,18.869,16.118
16.3333,64.94,938.1,49.8,0.8544,19.066,16.290
16.5000,64.99,930.5,49.3,0.8550,18.542,15.854
16.6667,64.95,931.2,49.8,0.8536,18.679,15.945
16.8333,65.06,935.2,49.7,0.8533,18.646,15.911
17.0000,64.93,932.3,50.6,0.8539,18.835,16.084
17.1667,64.34,937.3,50.3,0.8537,18.778,16.031
17.3333,64.91,934.3,49.4,0.8533,18.721,15.975
17.5000,64.58,930.7,51.0,0.8595,18.616,16.001
17.6667,64.70,931.5,49.7,0.8546,18.626,15.917
17.8333,65.02,934.7,50.5,0.8584,18.618,15.982
18.0000,65.02,935.0,50.2,0.8519,18.660,15.897
18.1667,64.88,929.2,50.6,0.8531,18.609,15.875
18.3333,65.30,926.6,49.8,0.8501,18.662,15.865
18.5000,64.91,927.7,49.1,0.8535,18.477,15.771
18.6667,64.89,930.2,50.0,0.8537,18.653,15.924
18.8333,65.22,924.5,49.9,0.8500,18.411,15.649
19.0000,65.10,928.2,49.8,0.8551,18.520,15.837
19.1667,65.07,924.9,49.6,0.8526,18.437,15.720
19.3333,64.87,927.3,49.3,0.8535,18.467,15.760
19.5000,65.35,928.2,51.0,0.8533,18.443,15.738
19.6667,65.03,925.9,50.3,0.8523,18.564,15.823
19.8333,65.74,927.5,49.1,0.8500,18.606,15.816
20.0000,65.33,921.4,50.1,0.8516,18.403,15.673
20.1667,64.89,923.1,49.8,0.8528,18.378,15.673
20.3333,64.86,923.0,50.4,0.8533,18.266,15.587
20.5000,64.99,915.6,50.2,0.8541,18.156,15.506
20.6667,65.81,917.8,49.9,0.8534,18.113,15.457
20.8333,64.82,920.2,49.8,0.8542,18.280,15.616
21.0000,65.26,919.9,51.0,0.8538,18.241,15.574
21.1667,64.86,920.4,50.5,0.8500,18.368,15.612
21.3333,64.72,918.4,50.3,0.8512,18.440,15.697
21.5000,65.31,911.3,49.3,0.8495,18.231,15.488
21.6667,64.90,914.6,49.5,0.8489,18.265,15.504
21.8333,65.38,911.6,50.1,0.8517,18.157,15.464
22.0000,65.03,915.1,50.4,0.8511,18.470,15.720
22.1667,65.29,911.0,49.9,0.8484,18.182,15.426
22.3333,65.19,917.3,50.5,0.8531,18.410,15.705
22.5000,64.96,912.9,50.1,0.8505,18.188,15.469
22.6667,65.35,910.7,50.1,0.8560,18.006,15.412
22.8333,65.11,908.6,50.2,0.8502,18.214,15.486
23.0000,65.09,912.5,49.7,0.8504,18.198,15.475
23.1667,65.13,911.0,50.1,0.8511,18.065,15.375
23.3333,65.15,908.3,50.0,0.8508,17.989,15.305
23.5000,65.01,910.6,49.1,0.8544,18.048,15.420
23.6667,65.10,907.7,50.2,0.8484,18.111,15.365
23.8333,65.33,909.7,49.5,0.8509,17.916,15.246
24.0000,65.41,911.5,50.0,0.8507,18.120,15.415
24.1667,64.97,902.4,48.9,0.8473,17.942,15.202
24.3333,64.98,906.6,50.6,0.8500,17.881,15.199
24.5000,65.09,902.5,49.5,0.8500,17.821,15.147
24.6667,64.72,902.6,49.2,0.8502,17.949,15.261
24.8333,64.84,902.3,49.9,0.8500,17.827,15.153
25.0000,65.40,904.7,50.2,0.8499,17.918,15.228
25.1667,64.98,898.5,49.7,0.8493,18.014,15.300
25.3333,65.57,903.0,49.5,0.8460,17.991,15.221
25.5000,64.59,897.5,49.2,0.8517,17.788,15.151
25.6667,64.94,901.4,49.7,0.8510,17.811,15.157
25.8333,64.39,894.7,50.0,0.8511,17.750,15.107
26.0000,65.26,891.0,50.1,0.8473,17.675,14.976
26.1667,65.47,893.0,49.1,0.8433,17.786,14.999
26.3333,64.71,894.8,50.2,0.8496,17.736,15.069
26.5000,65.02,892.4,50.0,0.8463,17.797,15.061
26.6667,65.01,891.2,49.0,0.8445,17.836,15.063
26.8333,65.04,885.3,51.5,0.8435,17.374,14.656
27.0000,64.96,890.1,50.7,0.8475,17.819,15.101
27.1667,64.81,890.4,49.8,0.8473,17.649,14.954
27.3333,64.10,887.1,50.3,0.8464,17.642,14.933
27.5000,64.96,891.6,50.2,0.8469,17.715,15.003
27.6667,65.04,884.7,49.7,0.8489,17.443,14.808
27.8333,65.37,885.3,49.8,0.8451,17.652,14.917
28.0000,64.88,888.5,50.4,0.8470,17.521,14.841
28.1667,65.01,881.7,50.4,0.8479,17.428,14.778
28.3333,64.80,884.2,50.0,0.8471,17.487,14.813
28.5000,64.81,887.4,49.8,0.8441,17.708,14.947
28.6667,64.96,885.1,49.2,0.8481,17.602,14.929
28.8333,64.49,885.8,50.6,0.8513,17.489,14.888
29.0000,65.01,882.3,49.7,0.8484,17.442,14.797
29.1667,65.38,885.9,49.9,0.8447,17.602,14.868
29.3333,65.06,872.5,49.2,0.8435,17.266,14.563
29.5000,65.28,880.2,49.7,0.8483,17.450,14.803
29.6667,64.51,881.5,50.1,0.8466,17.524,14.835
29.8333,65.55,873.6,49.9,0.8468,17.226,14.587
30.0000,64.90,878.6,49.2,0.8467,17.524,14.838
30.1667,64.94,874.1,50.3,0.8467,17.393,14.727
30.3333,65.26,872.1,49.9,0.8450,17.219,14.551
30.5000,65.05,876.2,50.9,0.8476,17.254,14.625
30.6667,64.93,874.8,49.8,0.8489,17.262,14.653
30.8333,65.61,872.8,50.4,0.8442,17.241,14.555
31.0000,64.60,876.2,49.5,0.8483,17.301,14.677
31.1667,65.00,873.6,49.7,0.8459,17.290,14.626
31.3333,64.74,866.2,49.0,0.8505,16.973,14.436
31.5000,65.26,866.3,49.0,0.8466,17.174,14.540
31.6667,65.36,870.3,48.9,0.8461,17.073,14.445
31.8333,64.73,865.1,50.5,0.8431,17.166,14.473
32.0000,64.92,870.9,49.8,0.8446,17.132,14.470
32.1667,65.37,867.8,51.0,0.8432,17.184,14.489
32.3333,64.89,872.3,49.2,0.8470,16.984,14.386
32.5000,65.03,868.7,50.2,0.8449,16.973,14.341
32.6667,64.83,859.9,49.3,0.8470,16.707,14.151
32.8333,65.05,863.1,49.5,0.8407,17.032,14.320
33.0000,65.23,868.9,50.5,0.8460,17.104,14.470
33.1667,65.05,864.8,49.3,0.8425,16.940,14.271
33.3333,65.60,863.8,49.8,0.8431,17.012,14.343
33.5000,65.40,863.0,50.6,0.8458,16.849,14.250
33.6667,64.93,865.5,50.0,0.8445,16.973,14.334
33.8333,65.04,866.0,49.7,0.8442,17.022,14.370
34.0000,64.80,865.7,50.2,0.8438,16.955,14.307
34.1667,64.54,866.1,50.2,0.8494,16.919,14.371
34.3333,65.00,870.0,49.2,0.8467,17.065,14.449
34.5000,65.26,859.4,50.1,0.8485,16.867,14.312
34.6667,65.26,860.5,50.2,0.8422,16.855,14.196
34.8333,65.03,861.8,49.8,0.8408,16.918,14.225
35.0000,65.12,859.0,49.3,0.8429,16.875,14.225
35.1667,64.59,863.3,49.4,0.8451,17.043,14.403
35.3333,64.70,866.8,51.2,0.8464,16.857,14.268
35.5000,65.49,864.4,49.7,0.8455,16.998,14.372
35.6667,64.78,858.7,50.3,0.8475,16.667,14.124
35.8333,65.04,862.7,49.9,0.8435,16.941,14.290
36.0000,64.79,861.3,49.9,0.8459,16.880,14.279
36.1667,64.56,860.9,49.4,0.8456,16.838,14.237
36.3333,65.15,861.2,49.4,0.8414,16.898,14.217
36.5000,65.29,857.7,50.4,0.8435,16.896,14.252
36.6667,64.75,862.7,50.8,0.8451,16.761,14.164
36.8333,64.73,853.9,50.3,0.8413,16.830,14.160
37.0000,64.63,861.3,49.7,0.8483,16.687,14.155
37.1667,65.10,863.8,49.8,0.8422,16.745,14.103
37.3333,64.40,858.0,50.2,0.8416,16.691,14.048
37.5000,64.59,865.4,49.7,0.8455,16.859,14.255
37.6667,65.28,861.2,49.8,0.8432,16.734,14.111
37.8333,65.22,866.2,50.4,0.8441,17.069,14.409
38.0000,65.39,860.7,50.2,0.8431,16.600,13.994
38.1667,64.92,856.3,49.3,0.8423,16.899,14.234
38.3333,64.33,859.3,50.2,0.8419,16.815,14.156
38.5000,64.92,861.8,50.2,0.8415,16.874,14.200
38.6667,64.52,858.5,49.3,0.8387,16.904,14.177
38.8333,65.00,865.5,49.4,0.8389,16.933,14.204
39.0000,64.44,864.4,50.4,0.8432,16.847,14.205
39.1667,65.34,856.4,50.1,0.8425,16.636,14.016
39.3333,64.55,856.1,49.9,0.8435,16.729,14.111
39.5000,64.98,859.8,49.5,0.8433,16.797,14.164
39.6667,65.09,864.1,50.7,0.8411,16.901,14.215
39.8333,64.70,862.1,49.8,0.8448,16.904,14.280
40.0000,64.94,860.3,49.7,0.8450,16.732,14.139
40.1667,65.12,860.9,50.5,0.8412,16.817,14.146
40.3333,65.51,865.8,50.3,0.8398,16.892,14.187
40.5000,65.37,868.5,49.4,0.8385,17.034,14.283
40.6667,65.07,861.0,50.2,0.8415,16.896,14.217
40.8333,65.31,868.9,49.9,0.8413,16.979,14.285
41.0000,65.45,860.3,50.8,0.8393,16.766,14.073
41.1667,65.34,861.8,49.6,0.8430,16.769,14.136
41.3333,64.45,864.9,49.6,0.8458,16.792,14.202
41.5000,65.11,862.0,49.5,0.8391,16.821,14.115
41.6667,64.91,863.4,49.9,0.8418,16.830,14.167
41.8333,64.86,867.1,49.2,0.8423,16.833,14.179
42.0000,64.77,869.4,50.8,0.8408,17.106,14.382
42.1667,65.08,868.4,50.5,0.8380,16.895,14.158
42.3333,65.25,866.0,49.8,0.8412,16.855,14.178
42.5000,64.68,867.9,49.8,0.8361,16.975,14.193
42.6667,65.11,867.2,50.1,0.8429,16.978,14.312
42.8333,65.14,868.5,50.2,0.8372,16.880,14.131
43.0000,64.96,866.4,49.9,0.8429,16.645,14.029
43.1667,65.12,873.8,50.1,0.8402,16.972,14.260
43.3333,64.70,872.3,50.3,0.8413,17.045,14.339
43.5000,64.40,873.6,50.1,0.8438,16.876,14.239
43.6667,64.71,870.2,50.6,0.8378,17.016,14.256
43.8333,65.35,874.9,51.1,0.8370,17.107,14.318
44.0000,65.00,870.0,49.3,0.8389,17.089,14.336
44.1667,64.74,875.8,50.1,0.8400,17.055,14.326
44.3333,65.20,873.8,51.1,0.8419,16.855,14.190
44.5000,64.64,874.1,50.6,0.8402,16.928,14.223
44.6667,64.75,879.2,50.1,0.8425,16.845,14.193
44.8333,64.96,877.0,49.8,0.8401,17.069,14.340
45.0000,64.42,875.7,50.0,0.8418,16.964,14.280
45.1667,64.81,875.1,51.0,0.8385,17.018,14.269
45.3333,65.31,876.7,50.0,0.8379,16.940,14.194
45.5000,65.11,877.5,49.8,0.8352,17.194,14.361
45.6667,65.02,879.3,49.8,0.8385,17.105,14.343
45.8333,64.42,874.0,50.3,0.8411,16.910,14.223
46.0000,65.29,876.6,50.6,0.8417,16.922,14.244
46.1667,65.44,876.5,50.8,0.8367,16.931,14.165
46.3333,64.49,882.9,49.7,0.8417,17.093,14.386
46.5000,64.91,879.2,49.5,0.8359,17.113,14.305
46.6667,64.74,891.6,49.8,0.8417,17.179,14.458
46.8333,65.25,885.2,49.8,0.8387,17.079,14.324
47.0000,64.68,881.8,50.1,0.8410,17.115,14.393
47.1667,65.18,887.2,50.4,0.8411,17.118,14.398
47.3333,64.91,885.7,49.8,0.8372,17.200,14.400
47.5000,64.68,883.6,50.3,0.8410,16.994,14.292
47.6667,65.07,889.2,50.5,0.8404,17.152,14.414
47.8333,64.93,887.8,49.8,0.8359,17.251,14.420
48.0000,65.32,886.8,50.0,0.8392,17.241,14.468
48.1667,65.16,890.7,49.8,0.8361,17.116,14.311
48.3333,65.22,891.7,49.7,0.8382,17.334,14.530
48.5000,64.84,892.1,49.6,0.8407,17.223,14.479
48.6667,65.28,895.2,50.5,0.8385,17.124,14.358
48.8333,65.22,892.8,49.9,0.8394,17.109,14.362
49.0000,64.95,889.8,49.7,0.8364,17.230,14.411
49.1667,65.08,893.1,49.6,0.8386,17.252,14.468
49.3333,64.91,897.7,49.8,0.8407,17.393,14.623
49.5000,65.30,894.7,49.5,0.8403,17.084,14.355
49.6667,64.69,903.4,50.0,0.8387,17.403,14.596
49.8333,65.30,897.9,49.8,0.8368,17.151,14.353
50.0000,64.78,903.4,50.6,0.8404,17.276,14.519
50.1667,64.34,904.1,49.8,0.8379,17.465,14.634
50.3333,64.88,898.5,49.6,0.8397,17.207,14.449
50.5000,65.32,904.8,50.0,0.8364,17.415,14.566
50.6667,64.97,902.9,50.9,0.8338,17.514,14.603
50.8333,64.56,910.0,50.4,0.8383,17.477,14.651
51.0000,64.73,902.2,49.9,0.8396,17.285,14.513
51.1667,65.44,908.2,50.2,0.8359,17.496,14.626
51.3333,65.25,906.9,50.1,0.8362,17.470,14.609
51.5000,64.95,906.1,50.1,0.8369,17.336,14.509
51.6667,64.93,905.9,51.1,0.8343,17.382,14.503
51.8333,64.93,910.1,49.8,0.8372,17.524,14.670
52.0000,65.35,910.6,49.9,0.8390,17.368,14.572
52.1667,65.12,906.4,49.8,0.8404,17.299,14.539
52.3333,65.47,911.0,50.8,0.8357,17.398,14.540
52.5000,65.08,916.9,50.6,0.8348,17.521,14.626
52.6667,65.43,906.0,50.2,0.8350,17.473,14.590
52.8333,65.64,909.7,50.0,0.8362,17.386,14.539
53.0000,64.84,915.0,49.8,0.8376,17.546,14.697
53.1667,65.29,914.5,50.5,0.8364,17.683,14.789
53.3333,65.07,916.7,49.9,0.8353,17.570,14.676
53.5000,65.22,913.5,49.7,0.8341,17.626,14.702
53.6667,64.94,917.5,49.8,0.8389,17.491,14.673
53.8333,64.75,918.6,50.2,0.8399,17.487,14.686
54.0000,65.03,919.4,49.9,0.8374,17.609,14.746
54.1667,65.14,922.2,50.0,0.8391,17.485,14.673
54.3333,65.02,923.2,49.3,0.8361,17.696,14.796
54.5000,65.11,926.4,49.6,0.8373,17.511,14.663
54.6667,65.18,925.6,50.4,0.8343,17.752,14.810
54.8333,65.06,919.6,49.6,0.8358,17.636,14.740
55.0000,64.52,919.0,50.3,0.8376,17.535,14.688
55.1667,64.46,923.7,50.2,0.8408,17.623,14.818
55.3333,65.23,923.0,49.9,0.8343,17.796,14.848
55.5000,64.54,928.3,50.6,0.8371,17.632,14.761
55.6667,64.94,927.1,50.0,0.8371,17.740,14.850
55.8333,65.08,931.8,50.6,0.8357,17.747,14.831
56.0000,65.31,929.5,50.1,0.8371,17.772,14.877
56.1667,64.91,928.9,51.0,0.8325,17.808,14.826
56.3333,65.12,926.8,49.5,0.8373,17.607,14.742
56.5000,65.56,929.2,49.0,0.8317,17.778,14.787
56.6667,64.91,924.1,49.4,0.8372,17.753,14.862
56.8333,65.64,926.3,50.5,0.8294,17.799,14.761
57.0000,64.75,930.6,49.3,0.8350,17.677,14.761
57.1667,64.77,922.9,49.8,0.8384,17.360,14.555
57.3333,64.69,931.9,49.7,0.8374,17.601,14.739
57.5000,65.28,933.8,50.2,0.8325,17.830,14.843
57.6667,65.25,931.5,50.3,0.8346,17.819,14.872
57.8333,65.10,936.2,50.3,0.8363,17.687,14.792
58.0000,65.22,939.2,49.8,0.8359,17.906,14.968
58.1667,64.89,938.7,49.6,0.8325,17.883,14.887
58.3333,64.62,931.1,50.5,0.8304,17.867,14.837
58.5000,65.17,929.6,49.9,0.8362,17.741,14.835
58.6667,64.71,934.9,49.3,0.8359,17.627,14.734
58.8333,66.01,932.1,50.8,0.8310,17.797,14.789
59.0000,64.76,931.3,49.0,0.8336,17.718,14.770
59.1667,65.18,934.0,48.9,0.8331,17.736,14.775
59.3333,64.94,938.2,50.0,0.8305,18.070,15.006
59.5000,64.93,939.8,50.9,0.8345,17.757,14.818
59.6667,65.06,934.6,50.4,0.8346,17.766,14.828
59.8333,64.64,935.9,50.3,0.8337,17.840,14.874
60.0000,65.09,938.4,49.9,0.8358,17.696,14.791
60.1667,65.63,939.0,48.4,0.8347,17.804,14.861
60.3333,64.89,937.3,49.6,0.8343,17.747,14.807
60.5000,65.58,939.5,50.0,0.8310,17.774,14.770
60.6667,65.17,939.7,49.8,0.8309,17.958,14.922
60.8333,65.03,936.5,49.7,0.8325,17.775,14.797
61.0000,65.13,936.1,49.2,0.8355,17.592,14.698
61.1667,65.34,939.8,49.5,0.8311,17.783,14.780
61.3333,64.72,941.2,50.5,0.8333,17.883,14.901
61.5000,65.24,942.0,50.4,0.8310,17.744,14.746
61.6667,64.53,941.9,50.7,0.8322,17.702,14.731
61.8333,65.36,940.8,49.6,0.8313,17.773,14.774
62.0000,65.23,937.3,50.6,0.8339,17.714,14.772
62.1667,64.83,944.2,49.7,0.8330,17.734,14.773
62.3333,64.75,937.2,50.3,0.8351,17.642,14.734
62.5000,65.20,936.7,48.9,0.8357,17.739,14.825
62.6667,65.10,935.2,49.1,0.8310,17.713,14.719
62.8333,65.17,941.4,49.8,0.8300,17.739,14.724
63.0000,64.63,934.4,49.2,0.8334,17.615,14.681
63.1667,65.23,938.6,49.6,0.8333,17.622,14.685
63.3333,64.86,938.2,50.2,0.8321,17.716,14.741
63.5000,65.14,938.6,49.8,0.8300,17.791,14.766
63.6667,65.34,938.2,50.1,0.8329,17.745,14.780
63.8333,64.55,941.3,49.5,0.8285,17.900,14.831
64.0000,64.86,939.7,50.2,0.8326,17.710,14.745
64.1667,64.96,937.2,50.3,0.8327,17.721,14.756
64.3333,64.88,937.9,50.2,0.8322,17.735,14.759
64.5000,64.96,941.2,50.5,0.8343,17.742,14.802
64.6667,65.36,943.3,49.9,0.8291,17.964,14.895
64.8333,64.75,940.2,49.7,0.8315,17.867,14.857
65.0000,65.55,938.1,48.9,0.8323,17.678,14.714
65.1667,65.15,939.8,49.2,0.8310,17.624,14.645
65.3333,64.85,935.7,49.8,0.8295,17.833,14.794
65.5000,65.03,938.1,49.1,0.8315,17.940,14.917
65.6667,64.84,933.6,49.0,0.8278,17.787,14.724
65.8333,64.61,936.3,50.5,0.8316,17.568,14.609
66.0000,64.80,936.4,49.9,0.8335,17.689,14.743
66.1667,64.87,931.4,50.0,0.8278,17.621,14.586
66.3333,65.31,934.7,50.0,0.8292,17.665,14.647
66.5000,65.31,934.9,50.1,0.8278,17.667,14.626
66.6667,64.79,937.6,49.6,0.8312,17.635,14.658
66.8333,65.18,929.4,50.1,0.8274,17.632,14.589
67.0000,64.77,929.0,49.7,0.8313,17.464,14.518
67.1667,64.60,928.6,50.3,0.8325,17.370,14.460
67.3333,65.02,934.8,50.1,0.8301,17.321,14.378
67.5000,65.19,930.3,50.3,0.8298,17.453,14.483
67.6667,64.89,930.0,50.5,0.8309,17.429,14.482
67.8333,64.71,932.6,50.9,0.8291,17.663,14.644
68.0000,64.88,933.9,49.6,0.8315,17.382,14.453
68.1667,65.38,924.5,49.5,0.8291,17.198,14.259
68.3333,65.12,926.6,50.0,0.8290,17.409,14.431
68.5000,64.76,927.8,49.2,0.8306,17.517,14.549
68.6667,65.43,927.3,50.1,0.8282,17.360,14.377
68.8333,64.97,923.7,50.6,0.8317,17.225,14.326
69.0000,64.96,928.6,49.6,0.8283,17.546,14.533
69.1667,65.08,927.1,50.5,0.8305,17.428,14.475
69.3333,65.20,926.3,49.6,0.8294,17.450,14.474
69.5000,64.67,927.0,49.2,0.8309,17.280,14.357
69.6667,65.00,927.0,49.7,0.8305,17.225,14.305
69.8333,64.82,918.9,49.8,0.8287,17.098,14.168
70.0000,64.45,919.9,50.7,0.8261,17.333,14.318
70.1667,64.92,920.3,50.0,0.8279,17.279,14.306
70.3333,64.57,921.4,49.8,0.8299,17.422,14.459
70.5000,64.52,920.1,50.3,0.8271,17.330,14.334
70.6667,65.10,917.1,50.0,0.8245,17.157,14.146
70.8333,64.93,918.6,51.1,0.8272,17.194,14.223
71.0000,64.93,918.1,50.7,0.8310,17.069,14.184
71.1667,65.06,915.7,49.8,0.8272,17.280,14.295
71.3333,64.74,913.4,50.5,0.8258,16.945,13.993
71.5000,64.97,918.8,49.4,0.8259,17.245,14.242
71.6667,65.08,919.4,49.5,0.8274,17.278,14.296
71.8333,65.45,917.1,50.2,0.8264,17.105,14.135
72.0000,65.27,915.6,50.5,0.8262,17.089,14.119
72.1667,64.83,908.6,49.4,0.8271,17.059,14.109
72.3333,64.92,915.5,48.7,0.8286,17.225,14.272
72.5000,65.31,912.3,50.3,0.8302,17.126,14.218
72.6667,65.22,912.9,50.3,0.8260,17.187,14.196
72.8333,65.16,915.2,51.0,0.8219,17.141,14.089
73.0000,65.21,907.9,50.1,0.8270,16.860,13.943
73.1667,64.86,909.3,49.9,0.8276,17.090,14.144
73.3333,65.36,909.3,50.3,0.8284,16.869,13.974
73.5000,64.56,906.2,50.1,0.8278,16.869,13.964
73.6667,65.17,906.3,50.0,0.8288,16.726,13.862
73.8333,64.97,905.5,49.7,0.8267,16.866,13.943
74.0000,64.96,901.8,50.4,0.8270,16.664,13.781
74.1667,64.93,904.8,49.8,0.8222,16.999,13.977
74.3333,65.03,908.3,49.5,0.8236,17.055,14.047
74.5000,64.31,905.0,49.5,0.8237,17.026,14.024
74.6667,65.21,899.2,50.0,0.8271,16.770,13.870
74.8333,65.37,898.8,49.6,0.8259,16.581,13.694
75.0000,65.11,903.7,50.2,0.8261,16.818,13.894
75.1667,65.12,893.9,50.4,0.8276,16.685,13.808
75.3333,64.88,899.9,49.6,0.8287,16.637,13.787
75.5000,65.34,897.0,50.1,0.8267,16.672,13.784
75.6667,64.83,897.9,50.0,0.8239,16.754,13.803
75.8333,64.65,889.4,51.0,0.8254,16.636,13.732
76.0000,65.13,891.6,50.0,0.8221,16.682,13.715
76.1667,65.14,893.2,50.1,0.8293,16.560,13.733
76.3333,64.89,893.7,49.8,0.8279,16.545,13.698
76.5000,64.90,895.2,50.1,0.8258,16.625,13.728
76.6667,65.49,889.0,48.9,0.8242,16.542,13.634
76.8333,64.84,889.1,49.8,0.8249,16.512,13.620
